33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-3, 33 x 4 = 1-36, 33 x 5 = 1-69, 33 x 6 = 2-6, 33 x 7 = 2-39, 33 x 8 = 2-72, 33 x 9 = 3-9, 33 x 10 = 3-42, 33 x 11 = 3-75, 33 x 12 = 4-12, 33 x 13 = 4-45, 33 x 14 = 4-78, 33 x 15 = 5-15, 33 x 16 = 5-48, 33 x 17 = 5-81, 33 x 18 = 6-18, 33 x 19 = 6-51, 33 x 20 = 6-84, 33 x 21 = 7-21, 33 x 22 = 7-54, 33 x 23 = 7-87, 33 x 24 = 8-24, 33 x 25 = 8-57, 33 x 26 = 8-90, 33 x 27 = 9-27, 33 x 28 = 9-60, 33 x 29 = 9-93, 33 x 30 = 10-30, 33 x 31 = 10-63, 33 x 32 = 11-0, 33 x 33 = 11-33, 33 x 34 = 11-66, 33 x 35 = 12-3, 33 x 36 = 12-36, 33 x 37 = 12-69, 33 x 38 = 13-6, 33 x 39 = 13-39, 33 x 40 = 13-72, 33 x 41 = 14-9, 33 x 42 = 14-42, 33 x 43 = 14-75, 33 x 44 = 15-12, 33 x 45 = 15-45, 33 x 46 = 15-78, 33 x 47 = 16-15, 33 x 48 = 16-48, 33 x 49 = 16-81, 33 x 50 = 17-18, 33 x 51 = 17-51, 33 x 52 = 17-84, 33 x 53 = 18-21, 33 x 54 = 18-54, 33 x 55 = 18-87, 33 x 56 = 19-24, 33 x 57 = 19-57, 33 x 58 = 19-90, 33 x 59 = 20-27, 33 x 60 = 20-60, 33 x 61 = 20-93, 33 x 62 = 21-30, 33 x 63 = 21-63, 33 x 64 = 22-0, 33 x 65 = 22-33, 33 x 66 = 22-66, 33 x 67 = 23-3, 33 x 68 = 23-36, 33 x 69 = 23-69, 33 x 70 = 24-6, 33 x 71 = 24-39, 33 x 72 = 24-72, 33 x 73 = 25-9, 33 x 74 = 25-42, 33 x 75 = 25-75, 33 x 76 = 26-12, 33 x 77 = 26-45, 33 x 78 = 26-78, 33 x 79 = 27-15, 33 x 80 = 27-48, 33 x 81 = 27-81, 33 x 82 = 28-18, 33 x 83 = 28-51, 33 x 84 = 28-84, 33 x 85 = 29-21, 33 x 86 = 29-54, 33 x 87 = 29-87, 33 x 88 = 30-24, 33 x 89 = 30-57, 33 x 90 = 30-90, 33 x 91 = 31-27, 33 x 92 = 31-60, 33 x 93 = 31-93, 33 x 94 = 32-30, 33 x 95 = 32-63, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-6, 34 x 4 = 1-40, 34 x 5 = 1-74, 34 x 6 = 2-12, 34 x 7 = 2-46, 34 x 8 = 2-80, 34 x 9 = 3-18, 34 x 10 = 3-52, 34 x 11 = 3-86, 34 x 12 = 4-24, 34 x 13 = 4-58, 34 x 14 = 4-92, 34 x 15 = 5-30, 34 x 16 = 5-64, 34 x 17 = 6-2, 34 x 18 = 6-36, 34 x 19 = 6-70, 34 x 20 = 7-8, 34 x 21 = 7-42, 34 x 22 = 7-76, 34 x 23 = 8-14, 34 x 24 = 8-48, 34 x 25 = 8-82, 34 x 26 = 9-20, 34 x 27 = 9-54, 34 x 28 = 9-88, 34 x 29 = 10-26, 34 x 30 = 10-60, 34 x 31 = 10-94, 34 x 32 = 11-32, 34 x 33 = 11-66, 34 x 34 = 12-4, 34 x 35 = 12-38, 34 x 36 = 12-72, 34 x 37 = 13-10, 34 x 38 = 13-44, 34 x 39 = 13-78, 34 x 40 = 14-16, 34 x 41 = 14-50, 34 x 42 = 14-84, 34 x 43 = 15-22, 34 x 44 = 15-56, 34 x 45 = 15-90, 34 x 46 = 16-28, 34 x 47 = 16-62, 34 x 48 = 17-0, 34 x 49 = 17-34, 34 x 50 = 17-68, 34 x 51 = 18-6, 34 x 52 = 18-40, 34 x 53 = 18-74, 34 x 54 = 19-12, 34 x 55 = 19-46, 34 x 56 = 19-80, 34 x 57 = 20-18, 34 x 58 = 20-52, 34 x 59 = 20-86, 34 x 60 = 21-24, 34 x 61 = 21-58, 34 x 62 = 21-92, 34 x 63 = 22-30, 34 x 64 = 22-64, 34 x 65 = 23-2, 34 x 66 = 23-36, 34 x 67 = 23-70, 34 x 68 = 24-8, 34 x 69 = 24-42, 34 x 70 = 24-76, 34 x 71 = 25-14, 34 x 72 = 25-48, 34 x 73 = 25-82, 34 x 74 = 26-20, 34 x 75 = 26-54, 34 x 76 = 26-88, 34 x 77 = 27-26, 34 x 78 = 27-60, 34 x 79 = 27-94, 34 x 80 = 28-32, 34 x 81 = 28-66, 34 x 82 = 29-4, 34 x 83 = 29-38, 34 x 84 = 29-72, 34 x 85 = 30-10, 34 x 86 = 30-44, 34 x 87 = 30-78, 34 x 88 = 31-16, 34 x 89 = 31-50, 34 x 90 = 31-84, 34 x 91 = 32-22, 34 x 92 = 32-56, 34 x 93 = 32-90, 34 x 94 = 33-28, 34 x 95 = 33-62, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-9, 35 x 4 = 1-44, 35 x 5 = 1-79, 35 x 6 = 2-18, 35 x 7 = 2-53, 35 x 8 = 2-88, 35 x 9 = 3-27, 35 x 10 = 3-62, 35 x 11 = 4-1, 35 x 12 = 4-36, 35 x 13 = 4-71, 35 x 14 = 5-10, 35 x 15 = 5-45, 35 x 16 = 5-80, 35 x 17 = 6-19, 35 x 18 = 6-54, 35 x 19 = 6-89, 35 x 20 = 7-28, 35 x 21 = 7-63, 35 x 22 = 8-2, 35 x 23 = 8-37, 35 x 24 = 8-72, 35 x 25 = 9-11, 35 x 26 = 9-46, 35 x 27 = 9-81, 35 x 28 = 10-20, 35 x 29 = 10-55, 35 x 30 = 10-90, 35 x 31 = 11-29, 35 x 32 = 11-64, 35 x 33 = 12-3, 35 x 34 = 12-38, 35 x 35 = 12-73, 35 x 36 = 13-12, 35 x 37 = 13-47, 35 x 38 = 13-82, 35 x 39 = 14-21, 35 x 40 = 14-56, 35 x 41 = 14-91, 35 x 42 = 15-30, 35 x 43 = 15-65, 35 x 44 = 16-4, 35 x 45 = 16-39, 35 x 46 = 16-74, 35 x 47 = 17-13, 35 x 48 = 17-48, 35 x 49 = 17-83, 35 x 50 = 18-22, 35 x 51 = 18-57, 35 x 52 = 18-92, 35 x 53 = 19-31, 35 x 54 = 19-66, 35 x 55 = 20-5, 35 x 56 = 20-40, 35 x 57 = 20-75, 35 x 58 = 21-14, 35 x 59 = 21-49, 35 x 60 = 21-84, 35 x 61 = 22-23, 35 x 62 = 22-58, 35 x 63 = 22-93, 35 x 64 = 23-32, 35 x 65 = 23-67, 35 x 66 = 24-6, 35 x 67 = 24-41, 35 x 68 = 24-76, 35 x 69 = 25-15, 35 x 70 = 25-50, 35 x 71 = 25-85, 35 x 72 = 26-24, 35 x 73 = 26-59, 35 x 74 = 26-94, 35 x 75 = 27-33, 35 x 76 = 27-68, 35 x 77 = 28-7, 35 x 78 = 28-42, 35 x 79 = 28-77, 35 x 80 = 29-16, 35 x 81 = 29-51, 35 x 82 = 29-86, 35 x 83 = 30-25, 35 x 84 = 30-60, 35 x 85 = 30-95, 35 x 86 = 31-34, 35 x 87 = 31-69, 35 x 88 = 32-8, 35 x 89 = 32-43, 35 x 90 = 32-78, 35 x 91 = 33-17, 35 x 92 = 33-52, 35 x 93 = 33-87, 35 x 94 = 34-26, 35 x 95 = 34-61, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-12, 36 x 4 = 1-48, 36 x 5 = 1-84, 36 x 6 = 2-24, 36 x 7 = 2-60, 36 x 8 = 3-0, 36 x 9 = 3-36, 36 x 10 = 3-72, 36 x 11 = 4-12, 36 x 12 = 4-48, 36 x 13 = 4-84, 36 x 14 = 5-24, 36 x 15 = 5-60, 36 x 16 = 6-0, 36 x 17 = 6-36, 36 x 18 = 6-72, 36 x 19 = 7-12, 36 x 20 = 7-48, 36 x 21 = 7-84, 36 x 22 = 8-24, 36 x 23 = 8-60, 36 x 24 = 9-0, 36 x 25 = 9-36, 36 x 26 = 9-72, 36 x 27 = 10-12, 36 x 28 = 10-48, 36 x 29 = 10-84, 36 x 30 = 11-24, 36 x 31 = 11-60, 36 x 32 = 12-0, 36 x 33 = 12-36, 36 x 34 = 12-72, 36 x 35 = 13-12, 36 x 36 = 13-48, 36 x 37 = 13-84, 36 x 38 = 14-24, 36 x 39 = 14-60, 36 x 40 = 15-0, 36 x 41 = 15-36, 36 x 42 = 15-72, 36 x 43 = 16-12, 36 x 44 = 16-48, 36 x 45 = 16-84, 36 x 46 = 17-24, 36 x 47 = 17-60, 36 x 48 = 18-0, 36 x 49 = 18-36, 36 x 50 = 18-72, 36 x 51 = 19-12, 36 x 52 = 19-48, 36 x 53 = 19-84, 36 x 54 = 20-24, 36 x 55 = 20-60, 36 x 56 = 21-0, 36 x 57 = 21-36, 36 x 58 = 21-72, 36 x 59 = 22-12, 36 x 60 = 22-48, 36 x 61 = 22-84, 36 x 62 = 23-24, 36 x 63 = 23-60, 36 x 64 = 24-0, 36 x 65 = 24-36, 36 x 66 = 24-72, 36 x 67 = 25-12, 36 x 68 = 25-48, 36 x 69 = 25-84, 36 x 70 = 26-24, 36 x 71 = 26-60, 36 x 72 = 27-0, 36 x 73 = 27-36, 36 x 74 = 27-72, 36 x 75 = 28-12, 36 x 76 = 28-48, 36 x 77 = 28-84, 36 x 78 = 29-24, 36 x 79 = 29-60, 36 x 80 = 30-0, 36 x 81 = 30-36, 36 x 82 = 30-72, 36 x 83 = 31-12, 36 x 84 = 31-48, 36 x 85 = 31-84, 36 x 86 = 32-24, 36 x 87 = 32-60, 36 x 88 = 33-0, 36 x 89 = 33-36, 36 x 90 = 33-72, 36 x 91 = 34-12, 36 x 92 = 34-48, 36 x 93 = 34-84, 36 x 94 = 35-24, 36 x 95 = 35-60, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-15, 37 x 4 = 1-52, 37 x 5 = 1-89, 37 x 6 = 2-30, 37 x 7 = 2-67, 37 x 8 = 3-8, 37 x 9 = 3-45, 37 x 10 = 3-82, 37 x 11 = 4-23, 37 x 12 = 4-60, 37 x 13 = 5-1, 37 x 14 = 5-38, 37 x 15 = 5-75, 37 x 16 = 6-16, 37 x 17 = 6-53, 37 x 18 = 6-90, 37 x 19 = 7-31, 37 x 20 = 7-68, 37 x 21 = 8-9, 37 x 22 = 8-46, 37 x 23 = 8-83, 37 x 24 = 9-24, 37 x 25 = 9-61, 37 x 26 = 10-2, 37 x 27 = 10-39, 37 x 28 = 10-76, 37 x 29 = 11-17, 37 x 30 = 11-54, 37 x 31 = 11-91, 37 x 32 = 12-32, 37 x 33 = 12-69, 37 x 34 = 13-10, 37 x 35 = 13-47, 37 x 36 = 13-84, 37 x 37 = 14-25, 37 x 38 = 14-62, 37 x 39 = 15-3, 37 x 40 = 15-40, 37 x 41 = 15-77, 37 x 42 = 16-18, 37 x 43 = 16-55, 37 x 44 = 16-92, 37 x 45 = 17-33, 37 x 46 = 17-70, 37 x 47 = 18-11, 37 x 48 = 18-48, 37 x 49 = 18-85, 37 x 50 = 19-26, 37 x 51 = 19-63, 37 x 52 = 20-4, 37 x 53 = 20-41, 37 x 54 = 20-78, 37 x 55 = 21-19, 37 x 56 = 21-56, 37 x 57 = 21-93, 37 x 58 = 22-34, 37 x 59 = 22-71, 37 x 60 = 23-12, 37 x 61 = 23-49, 37 x 62 = 23-86, 37 x 63 = 24-27, 37 x 64 = 24-64, 37 x 65 = 25-5, 37 x 66 = 25-42, 37 x 67 = 25-79, 37 x 68 = 26-20, 37 x 69 = 26-57, 37 x 70 = 26-94, 37 x 71 = 27-35, 37 x 72 = 27-72, 37 x 73 = 28-13, 37 x 74 = 28-50, 37 x 75 = 28-87, 37 x 76 = 29-28, 37 x 77 = 29-65, 37 x 78 = 30-6, 37 x 79 = 30-43, 37 x 80 = 30-80, 37 x 81 = 31-21, 37 x 82 = 31-58, 37 x 83 = 31-95, 37 x 84 = 32-36, 37 x 85 = 32-73, 37 x 86 = 33-14, 37 x 87 = 33-51, 37 x 88 = 33-88, 37 x 89 = 34-29, 37 x 90 = 34-66, 37 x 91 = 35-7, 37 x 92 = 35-44, 37 x 93 = 35-81, 37 x 94 = 36-22, 37 x 95 = 36-59, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-18, 38 x 4 = 1-56, 38 x 5 = 1-94, 38 x 6 = 2-36, 38 x 7 = 2-74, 38 x 8 = 3-16, 38 x 9 = 3-54, 38 x 10 = 3-92, 38 x 11 = 4-34, 38 x 12 = 4-72, 38 x 13 = 5-14, 38 x 14 = 5-52, 38 x 15 = 5-90, 38 x 16 = 6-32, 38 x 17 = 6-70, 38 x 18 = 7-12, 38 x 19 = 7-50, 38 x 20 = 7-88, 38 x 21 = 8-30, 38 x 22 = 8-68, 38 x 23 = 9-10, 38 x 24 = 9-48, 38 x 25 = 9-86, 38 x 26 = 10-28, 38 x 27 = 10-66, 38 x 28 = 11-8, 38 x 29 = 11-46, 38 x 30 = 11-84, 38 x 31 = 12-26, 38 x 32 = 12-64, 38 x 33 = 13-6, 38 x 34 = 13-44, 38 x 35 = 13-82, 38 x 36 = 14-24, 38 x 37 = 14-62, 38 x 38 = 15-4, 38 x 39 = 15-42, 38 x 40 = 15-80, 38 x 41 = 16-22, 38 x 42 = 16-60, 38 x 43 = 17-2, 38 x 44 = 17-40, 38 x 45 = 17-78, 38 x 46 = 18-20, 38 x 47 = 18-58, 38 x 48 = 19-0, 38 x 49 = 19-38, 38 x 50 = 19-76, 38 x 51 = 20-18, 38 x 52 = 20-56, 38 x 53 = 20-94, 38 x 54 = 21-36, 38 x 55 = 21-74, 38 x 56 = 22-16, 38 x 57 = 22-54, 38 x 58 = 22-92, 38 x 59 = 23-34, 38 x 60 = 23-72, 38 x 61 = 24-14, 38 x 62 = 24-52, 38 x 63 = 24-90, 38 x 64 = 25-32, 38 x 65 = 25-70, 38 x 66 = 26-12, 38 x 67 = 26-50, 38 x 68 = 26-88, 38 x 69 = 27-30, 38 x 70 = 27-68, 38 x 71 = 28-10, 38 x 72 = 28-48, 38 x 73 = 28-86, 38 x 74 = 29-28, 38 x 75 = 29-66, 38 x 76 = 30-8, 38 x 77 = 30-46, 38 x 78 = 30-84, 38 x 79 = 31-26, 38 x 80 = 31-64, 38 x 81 = 32-6, 38 x 82 = 32-44, 38 x 83 = 32-82, 38 x 84 = 33-24, 38 x 85 = 33-62, 38 x 86 = 34-4, 38 x 87 = 34-42, 38 x 88 = 34-80, 38 x 89 = 35-22, 38 x 90 = 35-60, 38 x 91 = 36-2, 38 x 92 = 36-40, 38 x 93 = 36-78, 38 x 94 = 37-20, 38 x 95 = 37-58, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-21, 39 x 4 = 1-60, 39 x 5 = 2-3, 39 x 6 = 2-42, 39 x 7 = 2-81, 39 x 8 = 3-24, 39 x 9 = 3-63, 39 x 10 = 4-6, 39 x 11 = 4-45, 39 x 12 = 4-84, 39 x 13 = 5-27, 39 x 14 = 5-66, 39 x 15 = 6-9, 39 x 16 = 6-48, 39 x 17 = 6-87, 39 x 18 = 7-30, 39 x 19 = 7-69, 39 x 20 = 8-12, 39 x 21 = 8-51, 39 x 22 = 8-90, 39 x 23 = 9-33, 39 x 24 = 9-72, 39 x 25 = 10-15, 39 x 26 = 10-54, 39 x 27 = 10-93, 39 x 28 = 11-36, 39 x 29 = 11-75, 39 x 30 = 12-18, 39 x 31 = 12-57, 39 x 32 = 13-0, 39 x 33 = 13-39, 39 x 34 = 13-78, 39 x 35 = 14-21, 39 x 36 = 14-60, 39 x 37 = 15-3, 39 x 38 = 15-42, 39 x 39 = 15-81, 39 x 40 = 16-24, 39 x 41 = 16-63, 39 x 42 = 17-6, 39 x 43 = 17-45, 39 x 44 = 17-84, 39 x 45 = 18-27, 39 x 46 = 18-66, 39 x 47 = 19-9, 39 x 48 = 19-48, 39 x 49 = 19-87, 39 x 50 = 20-30, 39 x 51 = 20-69, 39 x 52 = 21-12, 39 x 53 = 21-51, 39 x 54 = 21-90, 39 x 55 = 22-33, 39 x 56 = 22-72, 39 x 57 = 23-15, 39 x 58 = 23-54, 39 x 59 = 23-93, 39 x 60 = 24-36, 39 x 61 = 24-75, 39 x 62 = 25-18, 39 x 63 = 25-57, 39 x 64 = 26-0, 39 x 65 = 26-39, 39 x 66 = 26-78, 39 x 67 = 27-21, 39 x 68 = 27-60, 39 x 69 = 28-3, 39 x 70 = 28-42, 39 x 71 = 28-81, 39 x 72 = 29-24, 39 x 73 = 29-63, 39 x 74 = 30-6, 39 x 75 = 30-45, 39 x 76 = 30-84, 39 x 77 = 31-27, 39 x 78 = 31-66, 39 x 79 = 32-9, 39 x 80 = 32-48, 39 x 81 = 32-87, 39 x 82 = 33-30, 39 x 83 = 33-69, 39 x 84 = 34-12, 39 x 85 = 34-51, 39 x 86 = 34-90, 39 x 87 = 35-33, 39 x 88 = 35-72, 39 x 89 = 36-15, 39 x 90 = 36-54, 39 x 91 = 36-93, 39 x 92 = 37-36, 39 x 93 = 37-75, 39 x 94 = 38-18, 39 x 95 = 38-57, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-24, 40 x 4 = 1-64, 40 x 5 = 2-8, 40 x 6 = 2-48, 40 x 7 = 2-88, 40 x 8 = 3-32, 40 x 9 = 3-72, 40 x 10 = 4-16, 40 x 11 = 4-56, 40 x 12 = 5-0, 40 x 13 = 5-40, 40 x 14 = 5-80, 40 x 15 = 6-24, 40 x 16 = 6-64, 40 x 17 = 7-8, 40 x 18 = 7-48, 40 x 19 = 7-88, 40 x 20 = 8-32, 40 x 21 = 8-72, 40 x 22 = 9-16, 40 x 23 = 9-56, 40 x 24 = 10-0, 40 x 25 = 10-40, 40 x 26 = 10-80, 40 x 27 = 11-24, 40 x 28 = 11-64, 40 x 29 = 12-8, 40 x 30 = 12-48, 40 x 31 = 12-88, 40 x 32 = 13-32, 40 x 33 = 13-72, 40 x 34 = 14-16, 40 x 35 = 14-56, 40 x 36 = 15-0, 40 x 37 = 15-40, 40 x 38 = 15-80, 40 x 39 = 16-24, 40 x 40 = 16-64, 40 x 41 = 17-8, 40 x 42 = 17-48, 40 x 43 = 17-88, 40 x 44 = 18-32, 40 x 45 = 18-72, 40 x 46 = 19-16, 40 x 47 = 19-56, 40 x 48 = 20-0, 40 x 49 = 20-40, 40 x 50 = 20-80, 40 x 51 = 21-24, 40 x 52 = 21-64, 40 x 53 = 22-8, 40 x 54 = 22-48, 40 x 55 = 22-88, 40 x 56 = 23-32, 40 x 57 = 23-72, 40 x 58 = 24-16, 40 x 59 = 24-56, 40 x 60 = 25-0, 40 x 61 = 25-40, 40 x 62 = 25-80, 40 x 63 = 26-24, 40 x 64 = 26-64, 40 x 65 = 27-8, 40 x 66 = 27-48, 40 x 67 = 27-88, 40 x 68 = 28-32, 40 x 69 = 28-72, 40 x 70 = 29-16, 40 x 71 = 29-56, 40 x 72 = 30-0, 40 x 73 = 30-40, 40 x 74 = 30-80, 40 x 75 = 31-24, 40 x 76 = 31-64, 40 x 77 = 32-8, 40 x 78 = 32-48, 40 x 79 = 32-88, 40 x 80 = 33-32, 40 x 81 = 33-72, 40 x 82 = 34-16, 40 x 83 = 34-56, 40 x 84 = 35-0, 40 x 85 = 35-40, 40 x 86 = 35-80, 40 x 87 = 36-24, 40 x 88 = 36-64, 40 x 89 = 37-8, 40 x 90 = 37-48, 40 x 91 = 37-88, 40 x 92 = 38-32, 40 x 93 = 38-72, 40 x 94 = 39-16, 40 x 95 = 39-56, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-27, 41 x 4 = 1-68, 41 x 5 = 2-13, 41 x 6 = 2-54, 41 x 7 = 2-95, 41 x 8 = 3-40, 41 x 9 = 3-81, 41 x 10 = 4-26, 41 x 11 = 4-67, 41 x 12 = 5-12, 41 x 13 = 5-53, 41 x 14 = 5-94, 41 x 15 = 6-39, 41 x 16 = 6-80, 41 x 17 = 7-25, 41 x 18 = 7-66, 41 x 19 = 8-11, 41 x 20 = 8-52, 41 x 21 = 8-93, 41 x 22 = 9-38, 41 x 23 = 9-79, 41 x 24 = 10-24, 41 x 25 = 10-65, 41 x 26 = 11-10, 41 x 27 = 11-51, 41 x 28 = 11-92, 41 x 29 = 12-37, 41 x 30 = 12-78, 41 x 31 = 13-23, 41 x 32 = 13-64, 41 x 33 = 14-9, 41 x 34 = 14-50, 41 x 35 = 14-91, 41 x 36 = 15-36, 41 x 37 = 15-77, 41 x 38 = 16-22, 41 x 39 = 16-63, 41 x 40 = 17-8, 41 x 41 = 17-49, 41 x 42 = 17-90, 41 x 43 = 18-35, 41 x 44 = 18-76, 41 x 45 = 19-21, 41 x 46 = 19-62, 41 x 47 = 20-7, 41 x 48 = 20-48, 41 x 49 = 20-89, 41 x 50 = 21-34, 41 x 51 = 21-75, 41 x 52 = 22-20, 41 x 53 = 22-61, 41 x 54 = 23-6, 41 x 55 = 23-47, 41 x 56 = 23-88, 41 x 57 = 24-33, 41 x 58 = 24-74, 41 x 59 = 25-19, 41 x 60 = 25-60, 41 x 61 = 26-5, 41 x 62 = 26-46, 41 x 63 = 26-87, 41 x 64 = 27-32, 41 x 65 = 27-73, 41 x 66 = 28-18, 41 x 67 = 28-59, 41 x 68 = 29-4, 41 x 69 = 29-45, 41 x 70 = 29-86, 41 x 71 = 30-31, 41 x 72 = 30-72, 41 x 73 = 31-17, 41 x 74 = 31-58, 41 x 75 = 32-3, 41 x 76 = 32-44, 41 x 77 = 32-85, 41 x 78 = 33-30, 41 x 79 = 33-71, 41 x 80 = 34-16, 41 x 81 = 34-57, 41 x 82 = 35-2, 41 x 83 = 35-43, 41 x 84 = 35-84, 41 x 85 = 36-29, 41 x 86 = 36-70, 41 x 87 = 37-15, 41 x 88 = 37-56, 41 x 89 = 38-1, 41 x 90 = 38-42, 41 x 91 = 38-83, 41 x 92 = 39-28, 41 x 93 = 39-69, 41 x 94 = 40-14, 41 x 95 = 40-55, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-30, 42 x 4 = 1-72, 42 x 5 = 2-18, 42 x 6 = 2-60, 42 x 7 = 3-6, 42 x 8 = 3-48, 42 x 9 = 3-90, 42 x 10 = 4-36, 42 x 11 = 4-78, 42 x 12 = 5-24, 42 x 13 = 5-66, 42 x 14 = 6-12, 42 x 15 = 6-54, 42 x 16 = 7-0, 42 x 17 = 7-42, 42 x 18 = 7-84, 42 x 19 = 8-30, 42 x 20 = 8-72, 42 x 21 = 9-18, 42 x 22 = 9-60, 42 x 23 = 10-6, 42 x 24 = 10-48, 42 x 25 = 10-90, 42 x 26 = 11-36, 42 x 27 = 11-78, 42 x 28 = 12-24, 42 x 29 = 12-66, 42 x 30 = 13-12, 42 x 31 = 13-54, 42 x 32 = 14-0, 42 x 33 = 14-42, 42 x 34 = 14-84, 42 x 35 = 15-30, 42 x 36 = 15-72, 42 x 37 = 16-18, 42 x 38 = 16-60, 42 x 39 = 17-6, 42 x 40 = 17-48, 42 x 41 = 17-90, 42 x 42 = 18-36, 42 x 43 = 18-78, 42 x 44 = 19-24, 42 x 45 = 19-66, 42 x 46 = 20-12, 42 x 47 = 20-54, 42 x 48 = 21-0, 42 x 49 = 21-42, 42 x 50 = 21-84, 42 x 51 = 22-30, 42 x 52 = 22-72, 42 x 53 = 23-18, 42 x 54 = 23-60, 42 x 55 = 24-6, 42 x 56 = 24-48, 42 x 57 = 24-90, 42 x 58 = 25-36, 42 x 59 = 25-78, 42 x 60 = 26-24, 42 x 61 = 26-66, 42 x 62 = 27-12, 42 x 63 = 27-54, 42 x 64 = 28-0, 42 x 65 = 28-42, 42 x 66 = 28-84, 42 x 67 = 29-30, 42 x 68 = 29-72, 42 x 69 = 30-18, 42 x 70 = 30-60, 42 x 71 = 31-6, 42 x 72 = 31-48, 42 x 73 = 31-90, 42 x 74 = 32-36, 42 x 75 = 32-78, 42 x 76 = 33-24, 42 x 77 = 33-66, 42 x 78 = 34-12, 42 x 79 = 34-54, 42 x 80 = 35-0, 42 x 81 = 35-42, 42 x 82 = 35-84, 42 x 83 = 36-30, 42 x 84 = 36-72, 42 x 85 = 37-18, 42 x 86 = 37-60, 42 x 87 = 38-6, 42 x 88 = 38-48, 42 x 89 = 38-90, 42 x 90 = 39-36, 42 x 91 = 39-78, 42 x 92 = 40-24, 42 x 93 = 40-66, 42 x 94 = 41-12, 42 x 95 = 41-54, 
43 x 1 = 0-43, 43 x 2 = 0-86, 43 x 3 = 1-33, 43 x 4 = 1-76, 43 x 5 = 2-23, 43 x 6 = 2-66, 43 x 7 = 3-13, 43 x 8 = 3-56, 43 x 9 = 4-3, 43 x 10 = 4-46, 43 x 11 = 4-89, 43 x 12 = 5-36, 43 x 13 = 5-79, 43 x 14 = 6-26, 43 x 15 = 6-69, 43 x 16 = 7-16, 43 x 17 = 7-59, 43 x 18 = 8-6, 43 x 19 = 8-49, 43 x 20 = 8-92, 43 x 21 = 9-39, 43 x 22 = 9-82, 43 x 23 = 10-29, 43 x 24 = 10-72, 43 x 25 = 11-19, 43 x 26 = 11-62, 43 x 27 = 12-9, 43 x 28 = 12-52, 43 x 29 = 12-95, 43 x 30 = 13-42, 43 x 31 = 13-85, 43 x 32 = 14-32, 43 x 33 = 14-75, 43 x 34 = 15-22, 43 x 35 = 15-65, 43 x 36 = 16-12, 43 x 37 = 16-55, 43 x 38 = 17-2, 43 x 39 = 17-45, 43 x 40 = 17-88, 43 x 41 = 18-35, 43 x 42 = 18-78, 43 x 43 = 19-25, 43 x 44 = 19-68, 43 x 45 = 20-15, 43 x 46 = 20-58, 43 x 47 = 21-5, 43 x 48 = 21-48, 43 x 49 = 21-91, 43 x 50 = 22-38, 43 x 51 = 22-81, 43 x 52 = 23-28, 43 x 53 = 23-71, 43 x 54 = 24-18, 43 x 55 = 24-61, 43 x 56 = 25-8, 43 x 57 = 25-51, 43 x 58 = 25-94, 43 x 59 = 26-41, 43 x 60 = 26-84, 43 x 61 = 27-31, 43 x 62 = 27-74, 43 x 63 = 28-21, 43 x 64 = 28-64, 43 x 65 = 29-11, 43 x 66 = 29-54, 43 x 67 = 30-1, 43 x 68 = 30-44, 43 x 69 = 30-87, 43 x 70 = 31-34, 43 x 71 = 31-77, 43 x 72 = 32-24, 43 x 73 = 32-67, 43 x 74 = 33-14, 43 x 75 = 33-57, 43 x 76 = 34-4, 43 x 77 = 34-47, 43 x 78 = 34-90, 43 x 79 = 35-37, 43 x 80 = 35-80, 43 x 81 = 36-27, 43 x 82 = 36-70, 43 x 83 = 37-17, 43 x 84 = 37-60, 43 x 85 = 38-7, 43 x 86 = 38-50, 43 x 87 = 38-93, 43 x 88 = 39-40, 43 x 89 = 39-83, 43 x 90 = 40-30, 43 x 91 = 40-73, 43 x 92 = 41-20, 43 x 93 = 41-63, 43 x 94 = 42-10, 43 x 95 = 42-53, 
