43 x 1 = 0-43, 43 x 2 = 1-19, 43 x 3 = 1-62, 43 x 4 = 2-38, 43 x 5 = 3-14, 43 x 6 = 3-57, 43 x 7 = 4-33, 43 x 8 = 5-9, 43 x 9 = 5-52, 43 x 10 = 6-28, 43 x 11 = 7-4, 43 x 12 = 7-47, 43 x 13 = 8-23, 43 x 14 = 8-66, 43 x 15 = 9-42, 43 x 16 = 10-18, 43 x 17 = 10-61, 43 x 18 = 11-37, 43 x 19 = 12-13, 43 x 20 = 12-56, 43 x 21 = 13-32, 43 x 22 = 14-8, 43 x 23 = 14-51, 43 x 24 = 15-27, 43 x 25 = 16-3, 43 x 26 = 16-46, 43 x 27 = 17-22, 43 x 28 = 17-65, 43 x 29 = 18-41, 43 x 30 = 19-17, 43 x 31 = 19-60, 43 x 32 = 20-36, 43 x 33 = 21-12, 43 x 34 = 21-55, 43 x 35 = 22-31, 43 x 36 = 23-7, 43 x 37 = 23-50, 43 x 38 = 24-26, 43 x 39 = 25-2, 43 x 40 = 25-45, 43 x 41 = 26-21, 43 x 42 = 26-64, 43 x 43 = 27-40, 43 x 44 = 28-16, 43 x 45 = 28-59, 43 x 46 = 29-35, 43 x 47 = 30-11, 43 x 48 = 30-54, 43 x 49 = 31-30, 43 x 50 = 32-6, 43 x 51 = 32-49, 43 x 52 = 33-25, 43 x 53 = 34-1, 43 x 54 = 34-44, 43 x 55 = 35-20, 43 x 56 = 35-63, 43 x 57 = 36-39, 43 x 58 = 37-15, 43 x 59 = 37-58, 43 x 60 = 38-34, 43 x 61 = 39-10, 43 x 62 = 39-53, 43 x 63 = 40-29, 43 x 64 = 41-5, 43 x 65 = 41-48, 43 x 66 = 42-24, 
44 x 1 = 0-44, 44 x 2 = 1-21, 44 x 3 = 1-65, 44 x 4 = 2-42, 44 x 5 = 3-19, 44 x 6 = 3-63, 44 x 7 = 4-40, 44 x 8 = 5-17, 44 x 9 = 5-61, 44 x 10 = 6-38, 44 x 11 = 7-15, 44 x 12 = 7-59, 44 x 13 = 8-36, 44 x 14 = 9-13, 44 x 15 = 9-57, 44 x 16 = 10-34, 44 x 17 = 11-11, 44 x 18 = 11-55, 44 x 19 = 12-32, 44 x 20 = 13-9, 44 x 21 = 13-53, 44 x 22 = 14-30, 44 x 23 = 15-7, 44 x 24 = 15-51, 44 x 25 = 16-28, 44 x 26 = 17-5, 44 x 27 = 17-49, 44 x 28 = 18-26, 44 x 29 = 19-3, 44 x 30 = 19-47, 44 x 31 = 20-24, 44 x 32 = 21-1, 44 x 33 = 21-45, 44 x 34 = 22-22, 44 x 35 = 22-66, 44 x 36 = 23-43, 44 x 37 = 24-20, 44 x 38 = 24-64, 44 x 39 = 25-41, 44 x 40 = 26-18, 44 x 41 = 26-62, 44 x 42 = 27-39, 44 x 43 = 28-16, 44 x 44 = 28-60, 44 x 45 = 29-37, 44 x 46 = 30-14, 44 x 47 = 30-58, 44 x 48 = 31-35, 44 x 49 = 32-12, 44 x 50 = 32-56, 44 x 51 = 33-33, 44 x 52 = 34-10, 44 x 53 = 34-54, 44 x 54 = 35-31, 44 x 55 = 36-8, 44 x 56 = 36-52, 44 x 57 = 37-29, 44 x 58 = 38-6, 44 x 59 = 38-50, 44 x 60 = 39-27, 44 x 61 = 40-4, 44 x 62 = 40-48, 44 x 63 = 41-25, 44 x 64 = 42-2, 44 x 65 = 42-46, 44 x 66 = 43-23, 
45 x 1 = 0-45, 45 x 2 = 1-23, 45 x 3 = 2-1, 45 x 4 = 2-46, 45 x 5 = 3-24, 45 x 6 = 4-2, 45 x 7 = 4-47, 45 x 8 = 5-25, 45 x 9 = 6-3, 45 x 10 = 6-48, 45 x 11 = 7-26, 45 x 12 = 8-4, 45 x 13 = 8-49, 45 x 14 = 9-27, 45 x 15 = 10-5, 45 x 16 = 10-50, 45 x 17 = 11-28, 45 x 18 = 12-6, 45 x 19 = 12-51, 45 x 20 = 13-29, 45 x 21 = 14-7, 45 x 22 = 14-52, 45 x 23 = 15-30, 45 x 24 = 16-8, 45 x 25 = 16-53, 45 x 26 = 17-31, 45 x 27 = 18-9, 45 x 28 = 18-54, 45 x 29 = 19-32, 45 x 30 = 20-10, 45 x 31 = 20-55, 45 x 32 = 21-33, 45 x 33 = 22-11, 45 x 34 = 22-56, 45 x 35 = 23-34, 45 x 36 = 24-12, 45 x 37 = 24-57, 45 x 38 = 25-35, 45 x 39 = 26-13, 45 x 40 = 26-58, 45 x 41 = 27-36, 45 x 42 = 28-14, 45 x 43 = 28-59, 45 x 44 = 29-37, 45 x 45 = 30-15, 45 x 46 = 30-60, 45 x 47 = 31-38, 45 x 48 = 32-16, 45 x 49 = 32-61, 45 x 50 = 33-39, 45 x 51 = 34-17, 45 x 52 = 34-62, 45 x 53 = 35-40, 45 x 54 = 36-18, 45 x 55 = 36-63, 45 x 56 = 37-41, 45 x 57 = 38-19, 45 x 58 = 38-64, 45 x 59 = 39-42, 45 x 60 = 40-20, 45 x 61 = 40-65, 45 x 62 = 41-43, 45 x 63 = 42-21, 45 x 64 = 42-66, 45 x 65 = 43-44, 45 x 66 = 44-22, 
46 x 1 = 0-46, 46 x 2 = 1-25, 46 x 3 = 2-4, 46 x 4 = 2-50, 46 x 5 = 3-29, 46 x 6 = 4-8, 46 x 7 = 4-54, 46 x 8 = 5-33, 46 x 9 = 6-12, 46 x 10 = 6-58, 46 x 11 = 7-37, 46 x 12 = 8-16, 46 x 13 = 8-62, 46 x 14 = 9-41, 46 x 15 = 10-20, 46 x 16 = 10-66, 46 x 17 = 11-45, 46 x 18 = 12-24, 46 x 19 = 13-3, 46 x 20 = 13-49, 46 x 21 = 14-28, 46 x 22 = 15-7, 46 x 23 = 15-53, 46 x 24 = 16-32, 46 x 25 = 17-11, 46 x 26 = 17-57, 46 x 27 = 18-36, 46 x 28 = 19-15, 46 x 29 = 19-61, 46 x 30 = 20-40, 46 x 31 = 21-19, 46 x 32 = 21-65, 46 x 33 = 22-44, 46 x 34 = 23-23, 46 x 35 = 24-2, 46 x 36 = 24-48, 46 x 37 = 25-27, 46 x 38 = 26-6, 46 x 39 = 26-52, 46 x 40 = 27-31, 46 x 41 = 28-10, 46 x 42 = 28-56, 46 x 43 = 29-35, 46 x 44 = 30-14, 46 x 45 = 30-60, 46 x 46 = 31-39, 46 x 47 = 32-18, 46 x 48 = 32-64, 46 x 49 = 33-43, 46 x 50 = 34-22, 46 x 51 = 35-1, 46 x 52 = 35-47, 46 x 53 = 36-26, 46 x 54 = 37-5, 46 x 55 = 37-51, 46 x 56 = 38-30, 46 x 57 = 39-9, 46 x 58 = 39-55, 46 x 59 = 40-34, 46 x 60 = 41-13, 46 x 61 = 41-59, 46 x 62 = 42-38, 46 x 63 = 43-17, 46 x 64 = 43-63, 46 x 65 = 44-42, 46 x 66 = 45-21, 
47 x 1 = 0-47, 47 x 2 = 1-27, 47 x 3 = 2-7, 47 x 4 = 2-54, 47 x 5 = 3-34, 47 x 6 = 4-14, 47 x 7 = 4-61, 47 x 8 = 5-41, 47 x 9 = 6-21, 47 x 10 = 7-1, 47 x 11 = 7-48, 47 x 12 = 8-28, 47 x 13 = 9-8, 47 x 14 = 9-55, 47 x 15 = 10-35, 47 x 16 = 11-15, 47 x 17 = 11-62, 47 x 18 = 12-42, 47 x 19 = 13-22, 47 x 20 = 14-2, 47 x 21 = 14-49, 47 x 22 = 15-29, 47 x 23 = 16-9, 47 x 24 = 16-56, 47 x 25 = 17-36, 47 x 26 = 18-16, 47 x 27 = 18-63, 47 x 28 = 19-43, 47 x 29 = 20-23, 47 x 30 = 21-3, 47 x 31 = 21-50, 47 x 32 = 22-30, 47 x 33 = 23-10, 47 x 34 = 23-57, 47 x 35 = 24-37, 47 x 36 = 25-17, 47 x 37 = 25-64, 47 x 38 = 26-44, 47 x 39 = 27-24, 47 x 40 = 28-4, 47 x 41 = 28-51, 47 x 42 = 29-31, 47 x 43 = 30-11, 47 x 44 = 30-58, 47 x 45 = 31-38, 47 x 46 = 32-18, 47 x 47 = 32-65, 47 x 48 = 33-45, 47 x 49 = 34-25, 47 x 50 = 35-5, 47 x 51 = 35-52, 47 x 52 = 36-32, 47 x 53 = 37-12, 47 x 54 = 37-59, 47 x 55 = 38-39, 47 x 56 = 39-19, 47 x 57 = 39-66, 47 x 58 = 40-46, 47 x 59 = 41-26, 47 x 60 = 42-6, 47 x 61 = 42-53, 47 x 62 = 43-33, 47 x 63 = 44-13, 47 x 64 = 44-60, 47 x 65 = 45-40, 47 x 66 = 46-20, 
48 x 1 = 0-48, 48 x 2 = 1-29, 48 x 3 = 2-10, 48 x 4 = 2-58, 48 x 5 = 3-39, 48 x 6 = 4-20, 48 x 7 = 5-1, 48 x 8 = 5-49, 48 x 9 = 6-30, 48 x 10 = 7-11, 48 x 11 = 7-59, 48 x 12 = 8-40, 48 x 13 = 9-21, 48 x 14 = 10-2, 48 x 15 = 10-50, 48 x 16 = 11-31, 48 x 17 = 12-12, 48 x 18 = 12-60, 48 x 19 = 13-41, 48 x 20 = 14-22, 48 x 21 = 15-3, 48 x 22 = 15-51, 48 x 23 = 16-32, 48 x 24 = 17-13, 48 x 25 = 17-61, 48 x 26 = 18-42, 48 x 27 = 19-23, 48 x 28 = 20-4, 48 x 29 = 20-52, 48 x 30 = 21-33, 48 x 31 = 22-14, 48 x 32 = 22-62, 48 x 33 = 23-43, 48 x 34 = 24-24, 48 x 35 = 25-5, 48 x 36 = 25-53, 48 x 37 = 26-34, 48 x 38 = 27-15, 48 x 39 = 27-63, 48 x 40 = 28-44, 48 x 41 = 29-25, 48 x 42 = 30-6, 48 x 43 = 30-54, 48 x 44 = 31-35, 48 x 45 = 32-16, 48 x 46 = 32-64, 48 x 47 = 33-45, 48 x 48 = 34-26, 48 x 49 = 35-7, 48 x 50 = 35-55, 48 x 51 = 36-36, 48 x 52 = 37-17, 48 x 53 = 37-65, 48 x 54 = 38-46, 48 x 55 = 39-27, 48 x 56 = 40-8, 48 x 57 = 40-56, 48 x 58 = 41-37, 48 x 59 = 42-18, 48 x 60 = 42-66, 48 x 61 = 43-47, 48 x 62 = 44-28, 48 x 63 = 45-9, 48 x 64 = 45-57, 48 x 65 = 46-38, 48 x 66 = 47-19, 
49 x 1 = 0-49, 49 x 2 = 1-31, 49 x 3 = 2-13, 49 x 4 = 2-62, 49 x 5 = 3-44, 49 x 6 = 4-26, 49 x 7 = 5-8, 49 x 8 = 5-57, 49 x 9 = 6-39, 49 x 10 = 7-21, 49 x 11 = 8-3, 49 x 12 = 8-52, 49 x 13 = 9-34, 49 x 14 = 10-16, 49 x 15 = 10-65, 49 x 16 = 11-47, 49 x 17 = 12-29, 49 x 18 = 13-11, 49 x 19 = 13-60, 49 x 20 = 14-42, 49 x 21 = 15-24, 49 x 22 = 16-6, 49 x 23 = 16-55, 49 x 24 = 17-37, 49 x 25 = 18-19, 49 x 26 = 19-1, 49 x 27 = 19-50, 49 x 28 = 20-32, 49 x 29 = 21-14, 49 x 30 = 21-63, 49 x 31 = 22-45, 49 x 32 = 23-27, 49 x 33 = 24-9, 49 x 34 = 24-58, 49 x 35 = 25-40, 49 x 36 = 26-22, 49 x 37 = 27-4, 49 x 38 = 27-53, 49 x 39 = 28-35, 49 x 40 = 29-17, 49 x 41 = 29-66, 49 x 42 = 30-48, 49 x 43 = 31-30, 49 x 44 = 32-12, 49 x 45 = 32-61, 49 x 46 = 33-43, 49 x 47 = 34-25, 49 x 48 = 35-7, 49 x 49 = 35-56, 49 x 50 = 36-38, 49 x 51 = 37-20, 49 x 52 = 38-2, 49 x 53 = 38-51, 49 x 54 = 39-33, 49 x 55 = 40-15, 49 x 56 = 40-64, 49 x 57 = 41-46, 49 x 58 = 42-28, 49 x 59 = 43-10, 49 x 60 = 43-59, 49 x 61 = 44-41, 49 x 62 = 45-23, 49 x 63 = 46-5, 49 x 64 = 46-54, 49 x 65 = 47-36, 49 x 66 = 48-18, 
50 x 1 = 0-50, 50 x 2 = 1-33, 50 x 3 = 2-16, 50 x 4 = 2-66, 50 x 5 = 3-49, 50 x 6 = 4-32, 50 x 7 = 5-15, 50 x 8 = 5-65, 50 x 9 = 6-48, 50 x 10 = 7-31, 50 x 11 = 8-14, 50 x 12 = 8-64, 50 x 13 = 9-47, 50 x 14 = 10-30, 50 x 15 = 11-13, 50 x 16 = 11-63, 50 x 17 = 12-46, 50 x 18 = 13-29, 50 x 19 = 14-12, 50 x 20 = 14-62, 50 x 21 = 15-45, 50 x 22 = 16-28, 50 x 23 = 17-11, 50 x 24 = 17-61, 50 x 25 = 18-44, 50 x 26 = 19-27, 50 x 27 = 20-10, 50 x 28 = 20-60, 50 x 29 = 21-43, 50 x 30 = 22-26, 50 x 31 = 23-9, 50 x 32 = 23-59, 50 x 33 = 24-42, 50 x 34 = 25-25, 50 x 35 = 26-8, 50 x 36 = 26-58, 50 x 37 = 27-41, 50 x 38 = 28-24, 50 x 39 = 29-7, 50 x 40 = 29-57, 50 x 41 = 30-40, 50 x 42 = 31-23, 50 x 43 = 32-6, 50 x 44 = 32-56, 50 x 45 = 33-39, 50 x 46 = 34-22, 50 x 47 = 35-5, 50 x 48 = 35-55, 50 x 49 = 36-38, 50 x 50 = 37-21, 50 x 51 = 38-4, 50 x 52 = 38-54, 50 x 53 = 39-37, 50 x 54 = 40-20, 50 x 55 = 41-3, 50 x 56 = 41-53, 50 x 57 = 42-36, 50 x 58 = 43-19, 50 x 59 = 44-2, 50 x 60 = 44-52, 50 x 61 = 45-35, 50 x 62 = 46-18, 50 x 63 = 47-1, 50 x 64 = 47-51, 50 x 65 = 48-34, 50 x 66 = 49-17, 
51 x 1 = 0-51, 51 x 2 = 1-35, 51 x 3 = 2-19, 51 x 4 = 3-3, 51 x 5 = 3-54, 51 x 6 = 4-38, 51 x 7 = 5-22, 51 x 8 = 6-6, 51 x 9 = 6-57, 51 x 10 = 7-41, 51 x 11 = 8-25, 51 x 12 = 9-9, 51 x 13 = 9-60, 51 x 14 = 10-44, 51 x 15 = 11-28, 51 x 16 = 12-12, 51 x 17 = 12-63, 51 x 18 = 13-47, 51 x 19 = 14-31, 51 x 20 = 15-15, 51 x 21 = 15-66, 51 x 22 = 16-50, 51 x 23 = 17-34, 51 x 24 = 18-18, 51 x 25 = 19-2, 51 x 26 = 19-53, 51 x 27 = 20-37, 51 x 28 = 21-21, 51 x 29 = 22-5, 51 x 30 = 22-56, 51 x 31 = 23-40, 51 x 32 = 24-24, 51 x 33 = 25-8, 51 x 34 = 25-59, 51 x 35 = 26-43, 51 x 36 = 27-27, 51 x 37 = 28-11, 51 x 38 = 28-62, 51 x 39 = 29-46, 51 x 40 = 30-30, 51 x 41 = 31-14, 51 x 42 = 31-65, 51 x 43 = 32-49, 51 x 44 = 33-33, 51 x 45 = 34-17, 51 x 46 = 35-1, 51 x 47 = 35-52, 51 x 48 = 36-36, 51 x 49 = 37-20, 51 x 50 = 38-4, 51 x 51 = 38-55, 51 x 52 = 39-39, 51 x 53 = 40-23, 51 x 54 = 41-7, 51 x 55 = 41-58, 51 x 56 = 42-42, 51 x 57 = 43-26, 51 x 58 = 44-10, 51 x 59 = 44-61, 51 x 60 = 45-45, 51 x 61 = 46-29, 51 x 62 = 47-13, 51 x 63 = 47-64, 51 x 64 = 48-48, 51 x 65 = 49-32, 51 x 66 = 50-16, 
52 x 1 = 0-52, 52 x 2 = 1-37, 52 x 3 = 2-22, 52 x 4 = 3-7, 52 x 5 = 3-59, 52 x 6 = 4-44, 52 x 7 = 5-29, 52 x 8 = 6-14, 52 x 9 = 6-66, 52 x 10 = 7-51, 52 x 11 = 8-36, 52 x 12 = 9-21, 52 x 13 = 10-6, 52 x 14 = 10-58, 52 x 15 = 11-43, 52 x 16 = 12-28, 52 x 17 = 13-13, 52 x 18 = 13-65, 52 x 19 = 14-50, 52 x 20 = 15-35, 52 x 21 = 16-20, 52 x 22 = 17-5, 52 x 23 = 17-57, 52 x 24 = 18-42, 52 x 25 = 19-27, 52 x 26 = 20-12, 52 x 27 = 20-64, 52 x 28 = 21-49, 52 x 29 = 22-34, 52 x 30 = 23-19, 52 x 31 = 24-4, 52 x 32 = 24-56, 52 x 33 = 25-41, 52 x 34 = 26-26, 52 x 35 = 27-11, 52 x 36 = 27-63, 52 x 37 = 28-48, 52 x 38 = 29-33, 52 x 39 = 30-18, 52 x 40 = 31-3, 52 x 41 = 31-55, 52 x 42 = 32-40, 52 x 43 = 33-25, 52 x 44 = 34-10, 52 x 45 = 34-62, 52 x 46 = 35-47, 52 x 47 = 36-32, 52 x 48 = 37-17, 52 x 49 = 38-2, 52 x 50 = 38-54, 52 x 51 = 39-39, 52 x 52 = 40-24, 52 x 53 = 41-9, 52 x 54 = 41-61, 52 x 55 = 42-46, 52 x 56 = 43-31, 52 x 57 = 44-16, 52 x 58 = 45-1, 52 x 59 = 45-53, 52 x 60 = 46-38, 52 x 61 = 47-23, 52 x 62 = 48-8, 52 x 63 = 48-60, 52 x 64 = 49-45, 52 x 65 = 50-30, 52 x 66 = 51-15, 
53 x 1 = 0-53, 53 x 2 = 1-39, 53 x 3 = 2-25, 53 x 4 = 3-11, 53 x 5 = 3-64, 53 x 6 = 4-50, 53 x 7 = 5-36, 53 x 8 = 6-22, 53 x 9 = 7-8, 53 x 10 = 7-61, 53 x 11 = 8-47, 53 x 12 = 9-33, 53 x 13 = 10-19, 53 x 14 = 11-5, 53 x 15 = 11-58, 53 x 16 = 12-44, 53 x 17 = 13-30, 53 x 18 = 14-16, 53 x 19 = 15-2, 53 x 20 = 15-55, 53 x 21 = 16-41, 53 x 22 = 17-27, 53 x 23 = 18-13, 53 x 24 = 18-66, 53 x 25 = 19-52, 53 x 26 = 20-38, 53 x 27 = 21-24, 53 x 28 = 22-10, 53 x 29 = 22-63, 53 x 30 = 23-49, 53 x 31 = 24-35, 53 x 32 = 25-21, 53 x 33 = 26-7, 53 x 34 = 26-60, 53 x 35 = 27-46, 53 x 36 = 28-32, 53 x 37 = 29-18, 53 x 38 = 30-4, 53 x 39 = 30-57, 53 x 40 = 31-43, 53 x 41 = 32-29, 53 x 42 = 33-15, 53 x 43 = 34-1, 53 x 44 = 34-54, 53 x 45 = 35-40, 53 x 46 = 36-26, 53 x 47 = 37-12, 53 x 48 = 37-65, 53 x 49 = 38-51, 53 x 50 = 39-37, 53 x 51 = 40-23, 53 x 52 = 41-9, 53 x 53 = 41-62, 53 x 54 = 42-48, 53 x 55 = 43-34, 53 x 56 = 44-20, 53 x 57 = 45-6, 53 x 58 = 45-59, 53 x 59 = 46-45, 53 x 60 = 47-31, 53 x 61 = 48-17, 53 x 62 = 49-3, 53 x 63 = 49-56, 53 x 64 = 50-42, 53 x 65 = 51-28, 53 x 66 = 52-14, 
54 x 1 = 0-54, 54 x 2 = 1-41, 54 x 3 = 2-28, 54 x 4 = 3-15, 54 x 5 = 4-2, 54 x 6 = 4-56, 54 x 7 = 5-43, 54 x 8 = 6-30, 54 x 9 = 7-17, 54 x 10 = 8-4, 54 x 11 = 8-58, 54 x 12 = 9-45, 54 x 13 = 10-32, 54 x 14 = 11-19, 54 x 15 = 12-6, 54 x 16 = 12-60, 54 x 17 = 13-47, 54 x 18 = 14-34, 54 x 19 = 15-21, 54 x 20 = 16-8, 54 x 21 = 16-62, 54 x 22 = 17-49, 54 x 23 = 18-36, 54 x 24 = 19-23, 54 x 25 = 20-10, 54 x 26 = 20-64, 54 x 27 = 21-51, 54 x 28 = 22-38, 54 x 29 = 23-25, 54 x 30 = 24-12, 54 x 31 = 24-66, 54 x 32 = 25-53, 54 x 33 = 26-40, 54 x 34 = 27-27, 54 x 35 = 28-14, 54 x 36 = 29-1, 54 x 37 = 29-55, 54 x 38 = 30-42, 54 x 39 = 31-29, 54 x 40 = 32-16, 54 x 41 = 33-3, 54 x 42 = 33-57, 54 x 43 = 34-44, 54 x 44 = 35-31, 54 x 45 = 36-18, 54 x 46 = 37-5, 54 x 47 = 37-59, 54 x 48 = 38-46, 54 x 49 = 39-33, 54 x 50 = 40-20, 54 x 51 = 41-7, 54 x 52 = 41-61, 54 x 53 = 42-48, 54 x 54 = 43-35, 54 x 55 = 44-22, 54 x 56 = 45-9, 54 x 57 = 45-63, 54 x 58 = 46-50, 54 x 59 = 47-37, 54 x 60 = 48-24, 54 x 61 = 49-11, 54 x 62 = 49-65, 54 x 63 = 50-52, 54 x 64 = 51-39, 54 x 65 = 52-26, 54 x 66 = 53-13, 
55 x 1 = 0-55, 55 x 2 = 1-43, 55 x 3 = 2-31, 55 x 4 = 3-19, 55 x 5 = 4-7, 55 x 6 = 4-62, 55 x 7 = 5-50, 55 x 8 = 6-38, 55 x 9 = 7-26, 55 x 10 = 8-14, 55 x 11 = 9-2, 55 x 12 = 9-57, 55 x 13 = 10-45, 55 x 14 = 11-33, 55 x 15 = 12-21, 55 x 16 = 13-9, 55 x 17 = 13-64, 55 x 18 = 14-52, 55 x 19 = 15-40, 55 x 20 = 16-28, 55 x 21 = 17-16, 55 x 22 = 18-4, 55 x 23 = 18-59, 55 x 24 = 19-47, 55 x 25 = 20-35, 55 x 26 = 21-23, 55 x 27 = 22-11, 55 x 28 = 22-66, 55 x 29 = 23-54, 55 x 30 = 24-42, 55 x 31 = 25-30, 55 x 32 = 26-18, 55 x 33 = 27-6, 55 x 34 = 27-61, 55 x 35 = 28-49, 55 x 36 = 29-37, 55 x 37 = 30-25, 55 x 38 = 31-13, 55 x 39 = 32-1, 55 x 40 = 32-56, 55 x 41 = 33-44, 55 x 42 = 34-32, 55 x 43 = 35-20, 55 x 44 = 36-8, 55 x 45 = 36-63, 55 x 46 = 37-51, 55 x 47 = 38-39, 55 x 48 = 39-27, 55 x 49 = 40-15, 55 x 50 = 41-3, 55 x 51 = 41-58, 55 x 52 = 42-46, 55 x 53 = 43-34, 55 x 54 = 44-22, 55 x 55 = 45-10, 55 x 56 = 45-65, 55 x 57 = 46-53, 55 x 58 = 47-41, 55 x 59 = 48-29, 55 x 60 = 49-17, 55 x 61 = 50-5, 55 x 62 = 50-60, 55 x 63 = 51-48, 55 x 64 = 52-36, 55 x 65 = 53-24, 55 x 66 = 54-12, 
56 x 1 = 0-56, 56 x 2 = 1-45, 56 x 3 = 2-34, 56 x 4 = 3-23, 56 x 5 = 4-12, 56 x 6 = 5-1, 56 x 7 = 5-57, 56 x 8 = 6-46, 56 x 9 = 7-35, 56 x 10 = 8-24, 56 x 11 = 9-13, 56 x 12 = 10-2, 56 x 13 = 10-58, 56 x 14 = 11-47, 56 x 15 = 12-36, 56 x 16 = 13-25, 56 x 17 = 14-14, 56 x 18 = 15-3, 56 x 19 = 15-59, 56 x 20 = 16-48, 56 x 21 = 17-37, 56 x 22 = 18-26, 56 x 23 = 19-15, 56 x 24 = 20-4, 56 x 25 = 20-60, 56 x 26 = 21-49, 56 x 27 = 22-38, 56 x 28 = 23-27, 56 x 29 = 24-16, 56 x 30 = 25-5, 56 x 31 = 25-61, 56 x 32 = 26-50, 56 x 33 = 27-39, 56 x 34 = 28-28, 56 x 35 = 29-17, 56 x 36 = 30-6, 56 x 37 = 30-62, 56 x 38 = 31-51, 56 x 39 = 32-40, 56 x 40 = 33-29, 56 x 41 = 34-18, 56 x 42 = 35-7, 56 x 43 = 35-63, 56 x 44 = 36-52, 56 x 45 = 37-41, 56 x 46 = 38-30, 56 x 47 = 39-19, 56 x 48 = 40-8, 56 x 49 = 40-64, 56 x 50 = 41-53, 56 x 51 = 42-42, 56 x 52 = 43-31, 56 x 53 = 44-20, 56 x 54 = 45-9, 56 x 55 = 45-65, 56 x 56 = 46-54, 56 x 57 = 47-43, 56 x 58 = 48-32, 56 x 59 = 49-21, 56 x 60 = 50-10, 56 x 61 = 50-66, 56 x 62 = 51-55, 56 x 63 = 52-44, 56 x 64 = 53-33, 56 x 65 = 54-22, 56 x 66 = 55-11, 
57 x 1 = 0-57, 57 x 2 = 1-47, 57 x 3 = 2-37, 57 x 4 = 3-27, 57 x 5 = 4-17, 57 x 6 = 5-7, 57 x 7 = 5-64, 57 x 8 = 6-54, 57 x 9 = 7-44, 57 x 10 = 8-34, 57 x 11 = 9-24, 57 x 12 = 10-14, 57 x 13 = 11-4, 57 x 14 = 11-61, 57 x 15 = 12-51, 57 x 16 = 13-41, 57 x 17 = 14-31, 57 x 18 = 15-21, 57 x 19 = 16-11, 57 x 20 = 17-1, 57 x 21 = 17-58, 57 x 22 = 18-48, 57 x 23 = 19-38, 57 x 24 = 20-28, 57 x 25 = 21-18, 57 x 26 = 22-8, 57 x 27 = 22-65, 57 x 28 = 23-55, 57 x 29 = 24-45, 57 x 30 = 25-35, 57 x 31 = 26-25, 57 x 32 = 27-15, 57 x 33 = 28-5, 57 x 34 = 28-62, 57 x 35 = 29-52, 57 x 36 = 30-42, 57 x 37 = 31-32, 57 x 38 = 32-22, 57 x 39 = 33-12, 57 x 40 = 34-2, 57 x 41 = 34-59, 57 x 42 = 35-49, 57 x 43 = 36-39, 57 x 44 = 37-29, 57 x 45 = 38-19, 57 x 46 = 39-9, 57 x 47 = 39-66, 57 x 48 = 40-56, 57 x 49 = 41-46, 57 x 50 = 42-36, 57 x 51 = 43-26, 57 x 52 = 44-16, 57 x 53 = 45-6, 57 x 54 = 45-63, 57 x 55 = 46-53, 57 x 56 = 47-43, 57 x 57 = 48-33, 57 x 58 = 49-23, 57 x 59 = 50-13, 57 x 60 = 51-3, 57 x 61 = 51-60, 57 x 62 = 52-50, 57 x 63 = 53-40, 57 x 64 = 54-30, 57 x 65 = 55-20, 57 x 66 = 56-10, 
58 x 1 = 0-58, 58 x 2 = 1-49, 58 x 3 = 2-40, 58 x 4 = 3-31, 58 x 5 = 4-22, 58 x 6 = 5-13, 58 x 7 = 6-4, 58 x 8 = 6-62, 58 x 9 = 7-53, 58 x 10 = 8-44, 58 x 11 = 9-35, 58 x 12 = 10-26, 58 x 13 = 11-17, 58 x 14 = 12-8, 58 x 15 = 12-66, 58 x 16 = 13-57, 58 x 17 = 14-48, 58 x 18 = 15-39, 58 x 19 = 16-30, 58 x 20 = 17-21, 58 x 21 = 18-12, 58 x 22 = 19-3, 58 x 23 = 19-61, 58 x 24 = 20-52, 58 x 25 = 21-43, 58 x 26 = 22-34, 58 x 27 = 23-25, 58 x 28 = 24-16, 58 x 29 = 25-7, 58 x 30 = 25-65, 58 x 31 = 26-56, 58 x 32 = 27-47, 58 x 33 = 28-38, 58 x 34 = 29-29, 58 x 35 = 30-20, 58 x 36 = 31-11, 58 x 37 = 32-2, 58 x 38 = 32-60, 58 x 39 = 33-51, 58 x 40 = 34-42, 58 x 41 = 35-33, 58 x 42 = 36-24, 58 x 43 = 37-15, 58 x 44 = 38-6, 58 x 45 = 38-64, 58 x 46 = 39-55, 58 x 47 = 40-46, 58 x 48 = 41-37, 58 x 49 = 42-28, 58 x 50 = 43-19, 58 x 51 = 44-10, 58 x 52 = 45-1, 58 x 53 = 45-59, 58 x 54 = 46-50, 58 x 55 = 47-41, 58 x 56 = 48-32, 58 x 57 = 49-23, 58 x 58 = 50-14, 58 x 59 = 51-5, 58 x 60 = 51-63, 58 x 61 = 52-54, 58 x 62 = 53-45, 58 x 63 = 54-36, 58 x 64 = 55-27, 58 x 65 = 56-18, 58 x 66 = 57-9, 
