31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-21, 31 x 5 = 1-52, 31 x 6 = 1-83, 31 x 7 = 2-11, 31 x 8 = 2-42, 31 x 9 = 2-73, 31 x 10 = 3-1, 31 x 11 = 3-32, 31 x 12 = 3-63, 31 x 13 = 3-94, 31 x 14 = 4-22, 31 x 15 = 4-53, 31 x 16 = 4-84, 31 x 17 = 5-12, 31 x 18 = 5-43, 31 x 19 = 5-74, 31 x 20 = 6-2, 31 x 21 = 6-33, 31 x 22 = 6-64, 31 x 23 = 6-95, 31 x 24 = 7-23, 31 x 25 = 7-54, 31 x 26 = 7-85, 31 x 27 = 8-13, 31 x 28 = 8-44, 31 x 29 = 8-75, 31 x 30 = 9-3, 31 x 31 = 9-34, 31 x 32 = 9-65, 31 x 33 = 9-96, 31 x 34 = 10-24, 31 x 35 = 10-55, 31 x 36 = 10-86, 31 x 37 = 11-14, 31 x 38 = 11-45, 31 x 39 = 11-76, 31 x 40 = 12-4, 31 x 41 = 12-35, 31 x 42 = 12-66, 31 x 43 = 12-97, 31 x 44 = 13-25, 31 x 45 = 13-56, 31 x 46 = 13-87, 31 x 47 = 14-15, 31 x 48 = 14-46, 31 x 49 = 14-77, 31 x 50 = 15-5, 31 x 51 = 15-36, 31 x 52 = 15-67, 31 x 53 = 15-98, 31 x 54 = 16-26, 31 x 55 = 16-57, 31 x 56 = 16-88, 31 x 57 = 17-16, 31 x 58 = 17-47, 31 x 59 = 17-78, 31 x 60 = 18-6, 31 x 61 = 18-37, 31 x 62 = 18-68, 31 x 63 = 18-99, 31 x 64 = 19-27, 31 x 65 = 19-58, 31 x 66 = 19-89, 31 x 67 = 20-17, 31 x 68 = 20-48, 31 x 69 = 20-79, 31 x 70 = 21-7, 31 x 71 = 21-38, 31 x 72 = 21-69, 31 x 73 = 21-100, 31 x 74 = 22-28, 31 x 75 = 22-59, 31 x 76 = 22-90, 31 x 77 = 23-18, 31 x 78 = 23-49, 31 x 79 = 23-80, 31 x 80 = 24-8, 31 x 81 = 24-39, 31 x 82 = 24-70, 31 x 83 = 24-101, 31 x 84 = 25-29, 31 x 85 = 25-60, 31 x 86 = 25-91, 31 x 87 = 26-19, 31 x 88 = 26-50, 31 x 89 = 26-81, 31 x 90 = 27-9, 31 x 91 = 27-40, 31 x 92 = 27-71, 31 x 93 = 27-102, 31 x 94 = 28-30, 31 x 95 = 28-61, 31 x 96 = 28-92, 31 x 97 = 29-20, 31 x 98 = 29-51, 31 x 99 = 29-82, 31 x 100 = 30-10, 31 x 101 = 30-41, 31 x 102 = 30-72, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-25, 32 x 5 = 1-57, 32 x 6 = 1-89, 32 x 7 = 2-18, 32 x 8 = 2-50, 32 x 9 = 2-82, 32 x 10 = 3-11, 32 x 11 = 3-43, 32 x 12 = 3-75, 32 x 13 = 4-4, 32 x 14 = 4-36, 32 x 15 = 4-68, 32 x 16 = 4-100, 32 x 17 = 5-29, 32 x 18 = 5-61, 32 x 19 = 5-93, 32 x 20 = 6-22, 32 x 21 = 6-54, 32 x 22 = 6-86, 32 x 23 = 7-15, 32 x 24 = 7-47, 32 x 25 = 7-79, 32 x 26 = 8-8, 32 x 27 = 8-40, 32 x 28 = 8-72, 32 x 29 = 9-1, 32 x 30 = 9-33, 32 x 31 = 9-65, 32 x 32 = 9-97, 32 x 33 = 10-26, 32 x 34 = 10-58, 32 x 35 = 10-90, 32 x 36 = 11-19, 32 x 37 = 11-51, 32 x 38 = 11-83, 32 x 39 = 12-12, 32 x 40 = 12-44, 32 x 41 = 12-76, 32 x 42 = 13-5, 32 x 43 = 13-37, 32 x 44 = 13-69, 32 x 45 = 13-101, 32 x 46 = 14-30, 32 x 47 = 14-62, 32 x 48 = 14-94, 32 x 49 = 15-23, 32 x 50 = 15-55, 32 x 51 = 15-87, 32 x 52 = 16-16, 32 x 53 = 16-48, 32 x 54 = 16-80, 32 x 55 = 17-9, 32 x 56 = 17-41, 32 x 57 = 17-73, 32 x 58 = 18-2, 32 x 59 = 18-34, 32 x 60 = 18-66, 32 x 61 = 18-98, 32 x 62 = 19-27, 32 x 63 = 19-59, 32 x 64 = 19-91, 32 x 65 = 20-20, 32 x 66 = 20-52, 32 x 67 = 20-84, 32 x 68 = 21-13, 32 x 69 = 21-45, 32 x 70 = 21-77, 32 x 71 = 22-6, 32 x 72 = 22-38, 32 x 73 = 22-70, 32 x 74 = 22-102, 32 x 75 = 23-31, 32 x 76 = 23-63, 32 x 77 = 23-95, 32 x 78 = 24-24, 32 x 79 = 24-56, 32 x 80 = 24-88, 32 x 81 = 25-17, 32 x 82 = 25-49, 32 x 83 = 25-81, 32 x 84 = 26-10, 32 x 85 = 26-42, 32 x 86 = 26-74, 32 x 87 = 27-3, 32 x 88 = 27-35, 32 x 89 = 27-67, 32 x 90 = 27-99, 32 x 91 = 28-28, 32 x 92 = 28-60, 32 x 93 = 28-92, 32 x 94 = 29-21, 32 x 95 = 29-53, 32 x 96 = 29-85, 32 x 97 = 30-14, 32 x 98 = 30-46, 32 x 99 = 30-78, 32 x 100 = 31-7, 32 x 101 = 31-39, 32 x 102 = 31-71, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 0-99, 33 x 4 = 1-29, 33 x 5 = 1-62, 33 x 6 = 1-95, 33 x 7 = 2-25, 33 x 8 = 2-58, 33 x 9 = 2-91, 33 x 10 = 3-21, 33 x 11 = 3-54, 33 x 12 = 3-87, 33 x 13 = 4-17, 33 x 14 = 4-50, 33 x 15 = 4-83, 33 x 16 = 5-13, 33 x 17 = 5-46, 33 x 18 = 5-79, 33 x 19 = 6-9, 33 x 20 = 6-42, 33 x 21 = 6-75, 33 x 22 = 7-5, 33 x 23 = 7-38, 33 x 24 = 7-71, 33 x 25 = 8-1, 33 x 26 = 8-34, 33 x 27 = 8-67, 33 x 28 = 8-100, 33 x 29 = 9-30, 33 x 30 = 9-63, 33 x 31 = 9-96, 33 x 32 = 10-26, 33 x 33 = 10-59, 33 x 34 = 10-92, 33 x 35 = 11-22, 33 x 36 = 11-55, 33 x 37 = 11-88, 33 x 38 = 12-18, 33 x 39 = 12-51, 33 x 40 = 12-84, 33 x 41 = 13-14, 33 x 42 = 13-47, 33 x 43 = 13-80, 33 x 44 = 14-10, 33 x 45 = 14-43, 33 x 46 = 14-76, 33 x 47 = 15-6, 33 x 48 = 15-39, 33 x 49 = 15-72, 33 x 50 = 16-2, 33 x 51 = 16-35, 33 x 52 = 16-68, 33 x 53 = 16-101, 33 x 54 = 17-31, 33 x 55 = 17-64, 33 x 56 = 17-97, 33 x 57 = 18-27, 33 x 58 = 18-60, 33 x 59 = 18-93, 33 x 60 = 19-23, 33 x 61 = 19-56, 33 x 62 = 19-89, 33 x 63 = 20-19, 33 x 64 = 20-52, 33 x 65 = 20-85, 33 x 66 = 21-15, 33 x 67 = 21-48, 33 x 68 = 21-81, 33 x 69 = 22-11, 33 x 70 = 22-44, 33 x 71 = 22-77, 33 x 72 = 23-7, 33 x 73 = 23-40, 33 x 74 = 23-73, 33 x 75 = 24-3, 33 x 76 = 24-36, 33 x 77 = 24-69, 33 x 78 = 24-102, 33 x 79 = 25-32, 33 x 80 = 25-65, 33 x 81 = 25-98, 33 x 82 = 26-28, 33 x 83 = 26-61, 33 x 84 = 26-94, 33 x 85 = 27-24, 33 x 86 = 27-57, 33 x 87 = 27-90, 33 x 88 = 28-20, 33 x 89 = 28-53, 33 x 90 = 28-86, 33 x 91 = 29-16, 33 x 92 = 29-49, 33 x 93 = 29-82, 33 x 94 = 30-12, 33 x 95 = 30-45, 33 x 96 = 30-78, 33 x 97 = 31-8, 33 x 98 = 31-41, 33 x 99 = 31-74, 33 x 100 = 32-4, 33 x 101 = 32-37, 33 x 102 = 32-70, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 0-102, 34 x 4 = 1-33, 34 x 5 = 1-67, 34 x 6 = 1-101, 34 x 7 = 2-32, 34 x 8 = 2-66, 34 x 9 = 2-100, 34 x 10 = 3-31, 34 x 11 = 3-65, 34 x 12 = 3-99, 34 x 13 = 4-30, 34 x 14 = 4-64, 34 x 15 = 4-98, 34 x 16 = 5-29, 34 x 17 = 5-63, 34 x 18 = 5-97, 34 x 19 = 6-28, 34 x 20 = 6-62, 34 x 21 = 6-96, 34 x 22 = 7-27, 34 x 23 = 7-61, 34 x 24 = 7-95, 34 x 25 = 8-26, 34 x 26 = 8-60, 34 x 27 = 8-94, 34 x 28 = 9-25, 34 x 29 = 9-59, 34 x 30 = 9-93, 34 x 31 = 10-24, 34 x 32 = 10-58, 34 x 33 = 10-92, 34 x 34 = 11-23, 34 x 35 = 11-57, 34 x 36 = 11-91, 34 x 37 = 12-22, 34 x 38 = 12-56, 34 x 39 = 12-90, 34 x 40 = 13-21, 34 x 41 = 13-55, 34 x 42 = 13-89, 34 x 43 = 14-20, 34 x 44 = 14-54, 34 x 45 = 14-88, 34 x 46 = 15-19, 34 x 47 = 15-53, 34 x 48 = 15-87, 34 x 49 = 16-18, 34 x 50 = 16-52, 34 x 51 = 16-86, 34 x 52 = 17-17, 34 x 53 = 17-51, 34 x 54 = 17-85, 34 x 55 = 18-16, 34 x 56 = 18-50, 34 x 57 = 18-84, 34 x 58 = 19-15, 34 x 59 = 19-49, 34 x 60 = 19-83, 34 x 61 = 20-14, 34 x 62 = 20-48, 34 x 63 = 20-82, 34 x 64 = 21-13, 34 x 65 = 21-47, 34 x 66 = 21-81, 34 x 67 = 22-12, 34 x 68 = 22-46, 34 x 69 = 22-80, 34 x 70 = 23-11, 34 x 71 = 23-45, 34 x 72 = 23-79, 34 x 73 = 24-10, 34 x 74 = 24-44, 34 x 75 = 24-78, 34 x 76 = 25-9, 34 x 77 = 25-43, 34 x 78 = 25-77, 34 x 79 = 26-8, 34 x 80 = 26-42, 34 x 81 = 26-76, 34 x 82 = 27-7, 34 x 83 = 27-41, 34 x 84 = 27-75, 34 x 85 = 28-6, 34 x 86 = 28-40, 34 x 87 = 28-74, 34 x 88 = 29-5, 34 x 89 = 29-39, 34 x 90 = 29-73, 34 x 91 = 30-4, 34 x 92 = 30-38, 34 x 93 = 30-72, 34 x 94 = 31-3, 34 x 95 = 31-37, 34 x 96 = 31-71, 34 x 97 = 32-2, 34 x 98 = 32-36, 34 x 99 = 32-70, 34 x 100 = 33-1, 34 x 101 = 33-35, 34 x 102 = 33-69, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-2, 35 x 4 = 1-37, 35 x 5 = 1-72, 35 x 6 = 2-4, 35 x 7 = 2-39, 35 x 8 = 2-74, 35 x 9 = 3-6, 35 x 10 = 3-41, 35 x 11 = 3-76, 35 x 12 = 4-8, 35 x 13 = 4-43, 35 x 14 = 4-78, 35 x 15 = 5-10, 35 x 16 = 5-45, 35 x 17 = 5-80, 35 x 18 = 6-12, 35 x 19 = 6-47, 35 x 20 = 6-82, 35 x 21 = 7-14, 35 x 22 = 7-49, 35 x 23 = 7-84, 35 x 24 = 8-16, 35 x 25 = 8-51, 35 x 26 = 8-86, 35 x 27 = 9-18, 35 x 28 = 9-53, 35 x 29 = 9-88, 35 x 30 = 10-20, 35 x 31 = 10-55, 35 x 32 = 10-90, 35 x 33 = 11-22, 35 x 34 = 11-57, 35 x 35 = 11-92, 35 x 36 = 12-24, 35 x 37 = 12-59, 35 x 38 = 12-94, 35 x 39 = 13-26, 35 x 40 = 13-61, 35 x 41 = 13-96, 35 x 42 = 14-28, 35 x 43 = 14-63, 35 x 44 = 14-98, 35 x 45 = 15-30, 35 x 46 = 15-65, 35 x 47 = 15-100, 35 x 48 = 16-32, 35 x 49 = 16-67, 35 x 50 = 16-102, 35 x 51 = 17-34, 35 x 52 = 17-69, 35 x 53 = 18-1, 35 x 54 = 18-36, 35 x 55 = 18-71, 35 x 56 = 19-3, 35 x 57 = 19-38, 35 x 58 = 19-73, 35 x 59 = 20-5, 35 x 60 = 20-40, 35 x 61 = 20-75, 35 x 62 = 21-7, 35 x 63 = 21-42, 35 x 64 = 21-77, 35 x 65 = 22-9, 35 x 66 = 22-44, 35 x 67 = 22-79, 35 x 68 = 23-11, 35 x 69 = 23-46, 35 x 70 = 23-81, 35 x 71 = 24-13, 35 x 72 = 24-48, 35 x 73 = 24-83, 35 x 74 = 25-15, 35 x 75 = 25-50, 35 x 76 = 25-85, 35 x 77 = 26-17, 35 x 78 = 26-52, 35 x 79 = 26-87, 35 x 80 = 27-19, 35 x 81 = 27-54, 35 x 82 = 27-89, 35 x 83 = 28-21, 35 x 84 = 28-56, 35 x 85 = 28-91, 35 x 86 = 29-23, 35 x 87 = 29-58, 35 x 88 = 29-93, 35 x 89 = 30-25, 35 x 90 = 30-60, 35 x 91 = 30-95, 35 x 92 = 31-27, 35 x 93 = 31-62, 35 x 94 = 31-97, 35 x 95 = 32-29, 35 x 96 = 32-64, 35 x 97 = 32-99, 35 x 98 = 33-31, 35 x 99 = 33-66, 35 x 100 = 33-101, 35 x 101 = 34-33, 35 x 102 = 34-68, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-5, 36 x 4 = 1-41, 36 x 5 = 1-77, 36 x 6 = 2-10, 36 x 7 = 2-46, 36 x 8 = 2-82, 36 x 9 = 3-15, 36 x 10 = 3-51, 36 x 11 = 3-87, 36 x 12 = 4-20, 36 x 13 = 4-56, 36 x 14 = 4-92, 36 x 15 = 5-25, 36 x 16 = 5-61, 36 x 17 = 5-97, 36 x 18 = 6-30, 36 x 19 = 6-66, 36 x 20 = 6-102, 36 x 21 = 7-35, 36 x 22 = 7-71, 36 x 23 = 8-4, 36 x 24 = 8-40, 36 x 25 = 8-76, 36 x 26 = 9-9, 36 x 27 = 9-45, 36 x 28 = 9-81, 36 x 29 = 10-14, 36 x 30 = 10-50, 36 x 31 = 10-86, 36 x 32 = 11-19, 36 x 33 = 11-55, 36 x 34 = 11-91, 36 x 35 = 12-24, 36 x 36 = 12-60, 36 x 37 = 12-96, 36 x 38 = 13-29, 36 x 39 = 13-65, 36 x 40 = 13-101, 36 x 41 = 14-34, 36 x 42 = 14-70, 36 x 43 = 15-3, 36 x 44 = 15-39, 36 x 45 = 15-75, 36 x 46 = 16-8, 36 x 47 = 16-44, 36 x 48 = 16-80, 36 x 49 = 17-13, 36 x 50 = 17-49, 36 x 51 = 17-85, 36 x 52 = 18-18, 36 x 53 = 18-54, 36 x 54 = 18-90, 36 x 55 = 19-23, 36 x 56 = 19-59, 36 x 57 = 19-95, 36 x 58 = 20-28, 36 x 59 = 20-64, 36 x 60 = 20-100, 36 x 61 = 21-33, 36 x 62 = 21-69, 36 x 63 = 22-2, 36 x 64 = 22-38, 36 x 65 = 22-74, 36 x 66 = 23-7, 36 x 67 = 23-43, 36 x 68 = 23-79, 36 x 69 = 24-12, 36 x 70 = 24-48, 36 x 71 = 24-84, 36 x 72 = 25-17, 36 x 73 = 25-53, 36 x 74 = 25-89, 36 x 75 = 26-22, 36 x 76 = 26-58, 36 x 77 = 26-94, 36 x 78 = 27-27, 36 x 79 = 27-63, 36 x 80 = 27-99, 36 x 81 = 28-32, 36 x 82 = 28-68, 36 x 83 = 29-1, 36 x 84 = 29-37, 36 x 85 = 29-73, 36 x 86 = 30-6, 36 x 87 = 30-42, 36 x 88 = 30-78, 36 x 89 = 31-11, 36 x 90 = 31-47, 36 x 91 = 31-83, 36 x 92 = 32-16, 36 x 93 = 32-52, 36 x 94 = 32-88, 36 x 95 = 33-21, 36 x 96 = 33-57, 36 x 97 = 33-93, 36 x 98 = 34-26, 36 x 99 = 34-62, 36 x 100 = 34-98, 36 x 101 = 35-31, 36 x 102 = 35-67, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-8, 37 x 4 = 1-45, 37 x 5 = 1-82, 37 x 6 = 2-16, 37 x 7 = 2-53, 37 x 8 = 2-90, 37 x 9 = 3-24, 37 x 10 = 3-61, 37 x 11 = 3-98, 37 x 12 = 4-32, 37 x 13 = 4-69, 37 x 14 = 5-3, 37 x 15 = 5-40, 37 x 16 = 5-77, 37 x 17 = 6-11, 37 x 18 = 6-48, 37 x 19 = 6-85, 37 x 20 = 7-19, 37 x 21 = 7-56, 37 x 22 = 7-93, 37 x 23 = 8-27, 37 x 24 = 8-64, 37 x 25 = 8-101, 37 x 26 = 9-35, 37 x 27 = 9-72, 37 x 28 = 10-6, 37 x 29 = 10-43, 37 x 30 = 10-80, 37 x 31 = 11-14, 37 x 32 = 11-51, 37 x 33 = 11-88, 37 x 34 = 12-22, 37 x 35 = 12-59, 37 x 36 = 12-96, 37 x 37 = 13-30, 37 x 38 = 13-67, 37 x 39 = 14-1, 37 x 40 = 14-38, 37 x 41 = 14-75, 37 x 42 = 15-9, 37 x 43 = 15-46, 37 x 44 = 15-83, 37 x 45 = 16-17, 37 x 46 = 16-54, 37 x 47 = 16-91, 37 x 48 = 17-25, 37 x 49 = 17-62, 37 x 50 = 17-99, 37 x 51 = 18-33, 37 x 52 = 18-70, 37 x 53 = 19-4, 37 x 54 = 19-41, 37 x 55 = 19-78, 37 x 56 = 20-12, 37 x 57 = 20-49, 37 x 58 = 20-86, 37 x 59 = 21-20, 37 x 60 = 21-57, 37 x 61 = 21-94, 37 x 62 = 22-28, 37 x 63 = 22-65, 37 x 64 = 22-102, 37 x 65 = 23-36, 37 x 66 = 23-73, 37 x 67 = 24-7, 37 x 68 = 24-44, 37 x 69 = 24-81, 37 x 70 = 25-15, 37 x 71 = 25-52, 37 x 72 = 25-89, 37 x 73 = 26-23, 37 x 74 = 26-60, 37 x 75 = 26-97, 37 x 76 = 27-31, 37 x 77 = 27-68, 37 x 78 = 28-2, 37 x 79 = 28-39, 37 x 80 = 28-76, 37 x 81 = 29-10, 37 x 82 = 29-47, 37 x 83 = 29-84, 37 x 84 = 30-18, 37 x 85 = 30-55, 37 x 86 = 30-92, 37 x 87 = 31-26, 37 x 88 = 31-63, 37 x 89 = 31-100, 37 x 90 = 32-34, 37 x 91 = 32-71, 37 x 92 = 33-5, 37 x 93 = 33-42, 37 x 94 = 33-79, 37 x 95 = 34-13, 37 x 96 = 34-50, 37 x 97 = 34-87, 37 x 98 = 35-21, 37 x 99 = 35-58, 37 x 100 = 35-95, 37 x 101 = 36-29, 37 x 102 = 36-66, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-11, 38 x 4 = 1-49, 38 x 5 = 1-87, 38 x 6 = 2-22, 38 x 7 = 2-60, 38 x 8 = 2-98, 38 x 9 = 3-33, 38 x 10 = 3-71, 38 x 11 = 4-6, 38 x 12 = 4-44, 38 x 13 = 4-82, 38 x 14 = 5-17, 38 x 15 = 5-55, 38 x 16 = 5-93, 38 x 17 = 6-28, 38 x 18 = 6-66, 38 x 19 = 7-1, 38 x 20 = 7-39, 38 x 21 = 7-77, 38 x 22 = 8-12, 38 x 23 = 8-50, 38 x 24 = 8-88, 38 x 25 = 9-23, 38 x 26 = 9-61, 38 x 27 = 9-99, 38 x 28 = 10-34, 38 x 29 = 10-72, 38 x 30 = 11-7, 38 x 31 = 11-45, 38 x 32 = 11-83, 38 x 33 = 12-18, 38 x 34 = 12-56, 38 x 35 = 12-94, 38 x 36 = 13-29, 38 x 37 = 13-67, 38 x 38 = 14-2, 38 x 39 = 14-40, 38 x 40 = 14-78, 38 x 41 = 15-13, 38 x 42 = 15-51, 38 x 43 = 15-89, 38 x 44 = 16-24, 38 x 45 = 16-62, 38 x 46 = 16-100, 38 x 47 = 17-35, 38 x 48 = 17-73, 38 x 49 = 18-8, 38 x 50 = 18-46, 38 x 51 = 18-84, 38 x 52 = 19-19, 38 x 53 = 19-57, 38 x 54 = 19-95, 38 x 55 = 20-30, 38 x 56 = 20-68, 38 x 57 = 21-3, 38 x 58 = 21-41, 38 x 59 = 21-79, 38 x 60 = 22-14, 38 x 61 = 22-52, 38 x 62 = 22-90, 38 x 63 = 23-25, 38 x 64 = 23-63, 38 x 65 = 23-101, 38 x 66 = 24-36, 38 x 67 = 24-74, 38 x 68 = 25-9, 38 x 69 = 25-47, 38 x 70 = 25-85, 38 x 71 = 26-20, 38 x 72 = 26-58, 38 x 73 = 26-96, 38 x 74 = 27-31, 38 x 75 = 27-69, 38 x 76 = 28-4, 38 x 77 = 28-42, 38 x 78 = 28-80, 38 x 79 = 29-15, 38 x 80 = 29-53, 38 x 81 = 29-91, 38 x 82 = 30-26, 38 x 83 = 30-64, 38 x 84 = 30-102, 38 x 85 = 31-37, 38 x 86 = 31-75, 38 x 87 = 32-10, 38 x 88 = 32-48, 38 x 89 = 32-86, 38 x 90 = 33-21, 38 x 91 = 33-59, 38 x 92 = 33-97, 38 x 93 = 34-32, 38 x 94 = 34-70, 38 x 95 = 35-5, 38 x 96 = 35-43, 38 x 97 = 35-81, 38 x 98 = 36-16, 38 x 99 = 36-54, 38 x 100 = 36-92, 38 x 101 = 37-27, 38 x 102 = 37-65, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-14, 39 x 4 = 1-53, 39 x 5 = 1-92, 39 x 6 = 2-28, 39 x 7 = 2-67, 39 x 8 = 3-3, 39 x 9 = 3-42, 39 x 10 = 3-81, 39 x 11 = 4-17, 39 x 12 = 4-56, 39 x 13 = 4-95, 39 x 14 = 5-31, 39 x 15 = 5-70, 39 x 16 = 6-6, 39 x 17 = 6-45, 39 x 18 = 6-84, 39 x 19 = 7-20, 39 x 20 = 7-59, 39 x 21 = 7-98, 39 x 22 = 8-34, 39 x 23 = 8-73, 39 x 24 = 9-9, 39 x 25 = 9-48, 39 x 26 = 9-87, 39 x 27 = 10-23, 39 x 28 = 10-62, 39 x 29 = 10-101, 39 x 30 = 11-37, 39 x 31 = 11-76, 39 x 32 = 12-12, 39 x 33 = 12-51, 39 x 34 = 12-90, 39 x 35 = 13-26, 39 x 36 = 13-65, 39 x 37 = 14-1, 39 x 38 = 14-40, 39 x 39 = 14-79, 39 x 40 = 15-15, 39 x 41 = 15-54, 39 x 42 = 15-93, 39 x 43 = 16-29, 39 x 44 = 16-68, 39 x 45 = 17-4, 39 x 46 = 17-43, 39 x 47 = 17-82, 39 x 48 = 18-18, 39 x 49 = 18-57, 39 x 50 = 18-96, 39 x 51 = 19-32, 39 x 52 = 19-71, 39 x 53 = 20-7, 39 x 54 = 20-46, 39 x 55 = 20-85, 39 x 56 = 21-21, 39 x 57 = 21-60, 39 x 58 = 21-99, 39 x 59 = 22-35, 39 x 60 = 22-74, 39 x 61 = 23-10, 39 x 62 = 23-49, 39 x 63 = 23-88, 39 x 64 = 24-24, 39 x 65 = 24-63, 39 x 66 = 24-102, 39 x 67 = 25-38, 39 x 68 = 25-77, 39 x 69 = 26-13, 39 x 70 = 26-52, 39 x 71 = 26-91, 39 x 72 = 27-27, 39 x 73 = 27-66, 39 x 74 = 28-2, 39 x 75 = 28-41, 39 x 76 = 28-80, 39 x 77 = 29-16, 39 x 78 = 29-55, 39 x 79 = 29-94, 39 x 80 = 30-30, 39 x 81 = 30-69, 39 x 82 = 31-5, 39 x 83 = 31-44, 39 x 84 = 31-83, 39 x 85 = 32-19, 39 x 86 = 32-58, 39 x 87 = 32-97, 39 x 88 = 33-33, 39 x 89 = 33-72, 39 x 90 = 34-8, 39 x 91 = 34-47, 39 x 92 = 34-86, 39 x 93 = 35-22, 39 x 94 = 35-61, 39 x 95 = 35-100, 39 x 96 = 36-36, 39 x 97 = 36-75, 39 x 98 = 37-11, 39 x 99 = 37-50, 39 x 100 = 37-89, 39 x 101 = 38-25, 39 x 102 = 38-64, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-17, 40 x 4 = 1-57, 40 x 5 = 1-97, 40 x 6 = 2-34, 40 x 7 = 2-74, 40 x 8 = 3-11, 40 x 9 = 3-51, 40 x 10 = 3-91, 40 x 11 = 4-28, 40 x 12 = 4-68, 40 x 13 = 5-5, 40 x 14 = 5-45, 40 x 15 = 5-85, 40 x 16 = 6-22, 40 x 17 = 6-62, 40 x 18 = 6-102, 40 x 19 = 7-39, 40 x 20 = 7-79, 40 x 21 = 8-16, 40 x 22 = 8-56, 40 x 23 = 8-96, 40 x 24 = 9-33, 40 x 25 = 9-73, 40 x 26 = 10-10, 40 x 27 = 10-50, 40 x 28 = 10-90, 40 x 29 = 11-27, 40 x 30 = 11-67, 40 x 31 = 12-4, 40 x 32 = 12-44, 40 x 33 = 12-84, 40 x 34 = 13-21, 40 x 35 = 13-61, 40 x 36 = 13-101, 40 x 37 = 14-38, 40 x 38 = 14-78, 40 x 39 = 15-15, 40 x 40 = 15-55, 40 x 41 = 15-95, 40 x 42 = 16-32, 40 x 43 = 16-72, 40 x 44 = 17-9, 40 x 45 = 17-49, 40 x 46 = 17-89, 40 x 47 = 18-26, 40 x 48 = 18-66, 40 x 49 = 19-3, 40 x 50 = 19-43, 40 x 51 = 19-83, 40 x 52 = 20-20, 40 x 53 = 20-60, 40 x 54 = 20-100, 40 x 55 = 21-37, 40 x 56 = 21-77, 40 x 57 = 22-14, 40 x 58 = 22-54, 40 x 59 = 22-94, 40 x 60 = 23-31, 40 x 61 = 23-71, 40 x 62 = 24-8, 40 x 63 = 24-48, 40 x 64 = 24-88, 40 x 65 = 25-25, 40 x 66 = 25-65, 40 x 67 = 26-2, 40 x 68 = 26-42, 40 x 69 = 26-82, 40 x 70 = 27-19, 40 x 71 = 27-59, 40 x 72 = 27-99, 40 x 73 = 28-36, 40 x 74 = 28-76, 40 x 75 = 29-13, 40 x 76 = 29-53, 40 x 77 = 29-93, 40 x 78 = 30-30, 40 x 79 = 30-70, 40 x 80 = 31-7, 40 x 81 = 31-47, 40 x 82 = 31-87, 40 x 83 = 32-24, 40 x 84 = 32-64, 40 x 85 = 33-1, 40 x 86 = 33-41, 40 x 87 = 33-81, 40 x 88 = 34-18, 40 x 89 = 34-58, 40 x 90 = 34-98, 40 x 91 = 35-35, 40 x 92 = 35-75, 40 x 93 = 36-12, 40 x 94 = 36-52, 40 x 95 = 36-92, 40 x 96 = 37-29, 40 x 97 = 37-69, 40 x 98 = 38-6, 40 x 99 = 38-46, 40 x 100 = 38-86, 40 x 101 = 39-23, 40 x 102 = 39-63, 
