33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-2, 33 x 4 = 1-35, 33 x 5 = 1-68, 33 x 6 = 2-4, 33 x 7 = 2-37, 33 x 8 = 2-70, 33 x 9 = 3-6, 33 x 10 = 3-39, 33 x 11 = 3-72, 33 x 12 = 4-8, 33 x 13 = 4-41, 33 x 14 = 4-74, 33 x 15 = 5-10, 33 x 16 = 5-43, 33 x 17 = 5-76, 33 x 18 = 6-12, 33 x 19 = 6-45, 33 x 20 = 6-78, 33 x 21 = 7-14, 33 x 22 = 7-47, 33 x 23 = 7-80, 33 x 24 = 8-16, 33 x 25 = 8-49, 33 x 26 = 8-82, 33 x 27 = 9-18, 33 x 28 = 9-51, 33 x 29 = 9-84, 33 x 30 = 10-20, 33 x 31 = 10-53, 33 x 32 = 10-86, 33 x 33 = 11-22, 33 x 34 = 11-55, 33 x 35 = 11-88, 33 x 36 = 12-24, 33 x 37 = 12-57, 33 x 38 = 12-90, 33 x 39 = 13-26, 33 x 40 = 13-59, 33 x 41 = 13-92, 33 x 42 = 14-28, 33 x 43 = 14-61, 33 x 44 = 14-94, 33 x 45 = 15-30, 33 x 46 = 15-63, 33 x 47 = 15-96, 33 x 48 = 16-32, 33 x 49 = 16-65, 33 x 50 = 17-1, 33 x 51 = 17-34, 33 x 52 = 17-67, 33 x 53 = 18-3, 33 x 54 = 18-36, 33 x 55 = 18-69, 33 x 56 = 19-5, 33 x 57 = 19-38, 33 x 58 = 19-71, 33 x 59 = 20-7, 33 x 60 = 20-40, 33 x 61 = 20-73, 33 x 62 = 21-9, 33 x 63 = 21-42, 33 x 64 = 21-75, 33 x 65 = 22-11, 33 x 66 = 22-44, 33 x 67 = 22-77, 33 x 68 = 23-13, 33 x 69 = 23-46, 33 x 70 = 23-79, 33 x 71 = 24-15, 33 x 72 = 24-48, 33 x 73 = 24-81, 33 x 74 = 25-17, 33 x 75 = 25-50, 33 x 76 = 25-83, 33 x 77 = 26-19, 33 x 78 = 26-52, 33 x 79 = 26-85, 33 x 80 = 27-21, 33 x 81 = 27-54, 33 x 82 = 27-87, 33 x 83 = 28-23, 33 x 84 = 28-56, 33 x 85 = 28-89, 33 x 86 = 29-25, 33 x 87 = 29-58, 33 x 88 = 29-91, 33 x 89 = 30-27, 33 x 90 = 30-60, 33 x 91 = 30-93, 33 x 92 = 31-29, 33 x 93 = 31-62, 33 x 94 = 31-95, 33 x 95 = 32-31, 33 x 96 = 32-64, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-5, 34 x 4 = 1-39, 34 x 5 = 1-73, 34 x 6 = 2-10, 34 x 7 = 2-44, 34 x 8 = 2-78, 34 x 9 = 3-15, 34 x 10 = 3-49, 34 x 11 = 3-83, 34 x 12 = 4-20, 34 x 13 = 4-54, 34 x 14 = 4-88, 34 x 15 = 5-25, 34 x 16 = 5-59, 34 x 17 = 5-93, 34 x 18 = 6-30, 34 x 19 = 6-64, 34 x 20 = 7-1, 34 x 21 = 7-35, 34 x 22 = 7-69, 34 x 23 = 8-6, 34 x 24 = 8-40, 34 x 25 = 8-74, 34 x 26 = 9-11, 34 x 27 = 9-45, 34 x 28 = 9-79, 34 x 29 = 10-16, 34 x 30 = 10-50, 34 x 31 = 10-84, 34 x 32 = 11-21, 34 x 33 = 11-55, 34 x 34 = 11-89, 34 x 35 = 12-26, 34 x 36 = 12-60, 34 x 37 = 12-94, 34 x 38 = 13-31, 34 x 39 = 13-65, 34 x 40 = 14-2, 34 x 41 = 14-36, 34 x 42 = 14-70, 34 x 43 = 15-7, 34 x 44 = 15-41, 34 x 45 = 15-75, 34 x 46 = 16-12, 34 x 47 = 16-46, 34 x 48 = 16-80, 34 x 49 = 17-17, 34 x 50 = 17-51, 34 x 51 = 17-85, 34 x 52 = 18-22, 34 x 53 = 18-56, 34 x 54 = 18-90, 34 x 55 = 19-27, 34 x 56 = 19-61, 34 x 57 = 19-95, 34 x 58 = 20-32, 34 x 59 = 20-66, 34 x 60 = 21-3, 34 x 61 = 21-37, 34 x 62 = 21-71, 34 x 63 = 22-8, 34 x 64 = 22-42, 34 x 65 = 22-76, 34 x 66 = 23-13, 34 x 67 = 23-47, 34 x 68 = 23-81, 34 x 69 = 24-18, 34 x 70 = 24-52, 34 x 71 = 24-86, 34 x 72 = 25-23, 34 x 73 = 25-57, 34 x 74 = 25-91, 34 x 75 = 26-28, 34 x 76 = 26-62, 34 x 77 = 26-96, 34 x 78 = 27-33, 34 x 79 = 27-67, 34 x 80 = 28-4, 34 x 81 = 28-38, 34 x 82 = 28-72, 34 x 83 = 29-9, 34 x 84 = 29-43, 34 x 85 = 29-77, 34 x 86 = 30-14, 34 x 87 = 30-48, 34 x 88 = 30-82, 34 x 89 = 31-19, 34 x 90 = 31-53, 34 x 91 = 31-87, 34 x 92 = 32-24, 34 x 93 = 32-58, 34 x 94 = 32-92, 34 x 95 = 33-29, 34 x 96 = 33-63, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-8, 35 x 4 = 1-43, 35 x 5 = 1-78, 35 x 6 = 2-16, 35 x 7 = 2-51, 35 x 8 = 2-86, 35 x 9 = 3-24, 35 x 10 = 3-59, 35 x 11 = 3-94, 35 x 12 = 4-32, 35 x 13 = 4-67, 35 x 14 = 5-5, 35 x 15 = 5-40, 35 x 16 = 5-75, 35 x 17 = 6-13, 35 x 18 = 6-48, 35 x 19 = 6-83, 35 x 20 = 7-21, 35 x 21 = 7-56, 35 x 22 = 7-91, 35 x 23 = 8-29, 35 x 24 = 8-64, 35 x 25 = 9-2, 35 x 26 = 9-37, 35 x 27 = 9-72, 35 x 28 = 10-10, 35 x 29 = 10-45, 35 x 30 = 10-80, 35 x 31 = 11-18, 35 x 32 = 11-53, 35 x 33 = 11-88, 35 x 34 = 12-26, 35 x 35 = 12-61, 35 x 36 = 12-96, 35 x 37 = 13-34, 35 x 38 = 13-69, 35 x 39 = 14-7, 35 x 40 = 14-42, 35 x 41 = 14-77, 35 x 42 = 15-15, 35 x 43 = 15-50, 35 x 44 = 15-85, 35 x 45 = 16-23, 35 x 46 = 16-58, 35 x 47 = 16-93, 35 x 48 = 17-31, 35 x 49 = 17-66, 35 x 50 = 18-4, 35 x 51 = 18-39, 35 x 52 = 18-74, 35 x 53 = 19-12, 35 x 54 = 19-47, 35 x 55 = 19-82, 35 x 56 = 20-20, 35 x 57 = 20-55, 35 x 58 = 20-90, 35 x 59 = 21-28, 35 x 60 = 21-63, 35 x 61 = 22-1, 35 x 62 = 22-36, 35 x 63 = 22-71, 35 x 64 = 23-9, 35 x 65 = 23-44, 35 x 66 = 23-79, 35 x 67 = 24-17, 35 x 68 = 24-52, 35 x 69 = 24-87, 35 x 70 = 25-25, 35 x 71 = 25-60, 35 x 72 = 25-95, 35 x 73 = 26-33, 35 x 74 = 26-68, 35 x 75 = 27-6, 35 x 76 = 27-41, 35 x 77 = 27-76, 35 x 78 = 28-14, 35 x 79 = 28-49, 35 x 80 = 28-84, 35 x 81 = 29-22, 35 x 82 = 29-57, 35 x 83 = 29-92, 35 x 84 = 30-30, 35 x 85 = 30-65, 35 x 86 = 31-3, 35 x 87 = 31-38, 35 x 88 = 31-73, 35 x 89 = 32-11, 35 x 90 = 32-46, 35 x 91 = 32-81, 35 x 92 = 33-19, 35 x 93 = 33-54, 35 x 94 = 33-89, 35 x 95 = 34-27, 35 x 96 = 34-62, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-11, 36 x 4 = 1-47, 36 x 5 = 1-83, 36 x 6 = 2-22, 36 x 7 = 2-58, 36 x 8 = 2-94, 36 x 9 = 3-33, 36 x 10 = 3-69, 36 x 11 = 4-8, 36 x 12 = 4-44, 36 x 13 = 4-80, 36 x 14 = 5-19, 36 x 15 = 5-55, 36 x 16 = 5-91, 36 x 17 = 6-30, 36 x 18 = 6-66, 36 x 19 = 7-5, 36 x 20 = 7-41, 36 x 21 = 7-77, 36 x 22 = 8-16, 36 x 23 = 8-52, 36 x 24 = 8-88, 36 x 25 = 9-27, 36 x 26 = 9-63, 36 x 27 = 10-2, 36 x 28 = 10-38, 36 x 29 = 10-74, 36 x 30 = 11-13, 36 x 31 = 11-49, 36 x 32 = 11-85, 36 x 33 = 12-24, 36 x 34 = 12-60, 36 x 35 = 12-96, 36 x 36 = 13-35, 36 x 37 = 13-71, 36 x 38 = 14-10, 36 x 39 = 14-46, 36 x 40 = 14-82, 36 x 41 = 15-21, 36 x 42 = 15-57, 36 x 43 = 15-93, 36 x 44 = 16-32, 36 x 45 = 16-68, 36 x 46 = 17-7, 36 x 47 = 17-43, 36 x 48 = 17-79, 36 x 49 = 18-18, 36 x 50 = 18-54, 36 x 51 = 18-90, 36 x 52 = 19-29, 36 x 53 = 19-65, 36 x 54 = 20-4, 36 x 55 = 20-40, 36 x 56 = 20-76, 36 x 57 = 21-15, 36 x 58 = 21-51, 36 x 59 = 21-87, 36 x 60 = 22-26, 36 x 61 = 22-62, 36 x 62 = 23-1, 36 x 63 = 23-37, 36 x 64 = 23-73, 36 x 65 = 24-12, 36 x 66 = 24-48, 36 x 67 = 24-84, 36 x 68 = 25-23, 36 x 69 = 25-59, 36 x 70 = 25-95, 36 x 71 = 26-34, 36 x 72 = 26-70, 36 x 73 = 27-9, 36 x 74 = 27-45, 36 x 75 = 27-81, 36 x 76 = 28-20, 36 x 77 = 28-56, 36 x 78 = 28-92, 36 x 79 = 29-31, 36 x 80 = 29-67, 36 x 81 = 30-6, 36 x 82 = 30-42, 36 x 83 = 30-78, 36 x 84 = 31-17, 36 x 85 = 31-53, 36 x 86 = 31-89, 36 x 87 = 32-28, 36 x 88 = 32-64, 36 x 89 = 33-3, 36 x 90 = 33-39, 36 x 91 = 33-75, 36 x 92 = 34-14, 36 x 93 = 34-50, 36 x 94 = 34-86, 36 x 95 = 35-25, 36 x 96 = 35-61, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-14, 37 x 4 = 1-51, 37 x 5 = 1-88, 37 x 6 = 2-28, 37 x 7 = 2-65, 37 x 8 = 3-5, 37 x 9 = 3-42, 37 x 10 = 3-79, 37 x 11 = 4-19, 37 x 12 = 4-56, 37 x 13 = 4-93, 37 x 14 = 5-33, 37 x 15 = 5-70, 37 x 16 = 6-10, 37 x 17 = 6-47, 37 x 18 = 6-84, 37 x 19 = 7-24, 37 x 20 = 7-61, 37 x 21 = 8-1, 37 x 22 = 8-38, 37 x 23 = 8-75, 37 x 24 = 9-15, 37 x 25 = 9-52, 37 x 26 = 9-89, 37 x 27 = 10-29, 37 x 28 = 10-66, 37 x 29 = 11-6, 37 x 30 = 11-43, 37 x 31 = 11-80, 37 x 32 = 12-20, 37 x 33 = 12-57, 37 x 34 = 12-94, 37 x 35 = 13-34, 37 x 36 = 13-71, 37 x 37 = 14-11, 37 x 38 = 14-48, 37 x 39 = 14-85, 37 x 40 = 15-25, 37 x 41 = 15-62, 37 x 42 = 16-2, 37 x 43 = 16-39, 37 x 44 = 16-76, 37 x 45 = 17-16, 37 x 46 = 17-53, 37 x 47 = 17-90, 37 x 48 = 18-30, 37 x 49 = 18-67, 37 x 50 = 19-7, 37 x 51 = 19-44, 37 x 52 = 19-81, 37 x 53 = 20-21, 37 x 54 = 20-58, 37 x 55 = 20-95, 37 x 56 = 21-35, 37 x 57 = 21-72, 37 x 58 = 22-12, 37 x 59 = 22-49, 37 x 60 = 22-86, 37 x 61 = 23-26, 37 x 62 = 23-63, 37 x 63 = 24-3, 37 x 64 = 24-40, 37 x 65 = 24-77, 37 x 66 = 25-17, 37 x 67 = 25-54, 37 x 68 = 25-91, 37 x 69 = 26-31, 37 x 70 = 26-68, 37 x 71 = 27-8, 37 x 72 = 27-45, 37 x 73 = 27-82, 37 x 74 = 28-22, 37 x 75 = 28-59, 37 x 76 = 28-96, 37 x 77 = 29-36, 37 x 78 = 29-73, 37 x 79 = 30-13, 37 x 80 = 30-50, 37 x 81 = 30-87, 37 x 82 = 31-27, 37 x 83 = 31-64, 37 x 84 = 32-4, 37 x 85 = 32-41, 37 x 86 = 32-78, 37 x 87 = 33-18, 37 x 88 = 33-55, 37 x 89 = 33-92, 37 x 90 = 34-32, 37 x 91 = 34-69, 37 x 92 = 35-9, 37 x 93 = 35-46, 37 x 94 = 35-83, 37 x 95 = 36-23, 37 x 96 = 36-60, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-17, 38 x 4 = 1-55, 38 x 5 = 1-93, 38 x 6 = 2-34, 38 x 7 = 2-72, 38 x 8 = 3-13, 38 x 9 = 3-51, 38 x 10 = 3-89, 38 x 11 = 4-30, 38 x 12 = 4-68, 38 x 13 = 5-9, 38 x 14 = 5-47, 38 x 15 = 5-85, 38 x 16 = 6-26, 38 x 17 = 6-64, 38 x 18 = 7-5, 38 x 19 = 7-43, 38 x 20 = 7-81, 38 x 21 = 8-22, 38 x 22 = 8-60, 38 x 23 = 9-1, 38 x 24 = 9-39, 38 x 25 = 9-77, 38 x 26 = 10-18, 38 x 27 = 10-56, 38 x 28 = 10-94, 38 x 29 = 11-35, 38 x 30 = 11-73, 38 x 31 = 12-14, 38 x 32 = 12-52, 38 x 33 = 12-90, 38 x 34 = 13-31, 38 x 35 = 13-69, 38 x 36 = 14-10, 38 x 37 = 14-48, 38 x 38 = 14-86, 38 x 39 = 15-27, 38 x 40 = 15-65, 38 x 41 = 16-6, 38 x 42 = 16-44, 38 x 43 = 16-82, 38 x 44 = 17-23, 38 x 45 = 17-61, 38 x 46 = 18-2, 38 x 47 = 18-40, 38 x 48 = 18-78, 38 x 49 = 19-19, 38 x 50 = 19-57, 38 x 51 = 19-95, 38 x 52 = 20-36, 38 x 53 = 20-74, 38 x 54 = 21-15, 38 x 55 = 21-53, 38 x 56 = 21-91, 38 x 57 = 22-32, 38 x 58 = 22-70, 38 x 59 = 23-11, 38 x 60 = 23-49, 38 x 61 = 23-87, 38 x 62 = 24-28, 38 x 63 = 24-66, 38 x 64 = 25-7, 38 x 65 = 25-45, 38 x 66 = 25-83, 38 x 67 = 26-24, 38 x 68 = 26-62, 38 x 69 = 27-3, 38 x 70 = 27-41, 38 x 71 = 27-79, 38 x 72 = 28-20, 38 x 73 = 28-58, 38 x 74 = 28-96, 38 x 75 = 29-37, 38 x 76 = 29-75, 38 x 77 = 30-16, 38 x 78 = 30-54, 38 x 79 = 30-92, 38 x 80 = 31-33, 38 x 81 = 31-71, 38 x 82 = 32-12, 38 x 83 = 32-50, 38 x 84 = 32-88, 38 x 85 = 33-29, 38 x 86 = 33-67, 38 x 87 = 34-8, 38 x 88 = 34-46, 38 x 89 = 34-84, 38 x 90 = 35-25, 38 x 91 = 35-63, 38 x 92 = 36-4, 38 x 93 = 36-42, 38 x 94 = 36-80, 38 x 95 = 37-21, 38 x 96 = 37-59, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-20, 39 x 4 = 1-59, 39 x 5 = 2-1, 39 x 6 = 2-40, 39 x 7 = 2-79, 39 x 8 = 3-21, 39 x 9 = 3-60, 39 x 10 = 4-2, 39 x 11 = 4-41, 39 x 12 = 4-80, 39 x 13 = 5-22, 39 x 14 = 5-61, 39 x 15 = 6-3, 39 x 16 = 6-42, 39 x 17 = 6-81, 39 x 18 = 7-23, 39 x 19 = 7-62, 39 x 20 = 8-4, 39 x 21 = 8-43, 39 x 22 = 8-82, 39 x 23 = 9-24, 39 x 24 = 9-63, 39 x 25 = 10-5, 39 x 26 = 10-44, 39 x 27 = 10-83, 39 x 28 = 11-25, 39 x 29 = 11-64, 39 x 30 = 12-6, 39 x 31 = 12-45, 39 x 32 = 12-84, 39 x 33 = 13-26, 39 x 34 = 13-65, 39 x 35 = 14-7, 39 x 36 = 14-46, 39 x 37 = 14-85, 39 x 38 = 15-27, 39 x 39 = 15-66, 39 x 40 = 16-8, 39 x 41 = 16-47, 39 x 42 = 16-86, 39 x 43 = 17-28, 39 x 44 = 17-67, 39 x 45 = 18-9, 39 x 46 = 18-48, 39 x 47 = 18-87, 39 x 48 = 19-29, 39 x 49 = 19-68, 39 x 50 = 20-10, 39 x 51 = 20-49, 39 x 52 = 20-88, 39 x 53 = 21-30, 39 x 54 = 21-69, 39 x 55 = 22-11, 39 x 56 = 22-50, 39 x 57 = 22-89, 39 x 58 = 23-31, 39 x 59 = 23-70, 39 x 60 = 24-12, 39 x 61 = 24-51, 39 x 62 = 24-90, 39 x 63 = 25-32, 39 x 64 = 25-71, 39 x 65 = 26-13, 39 x 66 = 26-52, 39 x 67 = 26-91, 39 x 68 = 27-33, 39 x 69 = 27-72, 39 x 70 = 28-14, 39 x 71 = 28-53, 39 x 72 = 28-92, 39 x 73 = 29-34, 39 x 74 = 29-73, 39 x 75 = 30-15, 39 x 76 = 30-54, 39 x 77 = 30-93, 39 x 78 = 31-35, 39 x 79 = 31-74, 39 x 80 = 32-16, 39 x 81 = 32-55, 39 x 82 = 32-94, 39 x 83 = 33-36, 39 x 84 = 33-75, 39 x 85 = 34-17, 39 x 86 = 34-56, 39 x 87 = 34-95, 39 x 88 = 35-37, 39 x 89 = 35-76, 39 x 90 = 36-18, 39 x 91 = 36-57, 39 x 92 = 36-96, 39 x 93 = 37-38, 39 x 94 = 37-77, 39 x 95 = 38-19, 39 x 96 = 38-58, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-23, 40 x 4 = 1-63, 40 x 5 = 2-6, 40 x 6 = 2-46, 40 x 7 = 2-86, 40 x 8 = 3-29, 40 x 9 = 3-69, 40 x 10 = 4-12, 40 x 11 = 4-52, 40 x 12 = 4-92, 40 x 13 = 5-35, 40 x 14 = 5-75, 40 x 15 = 6-18, 40 x 16 = 6-58, 40 x 17 = 7-1, 40 x 18 = 7-41, 40 x 19 = 7-81, 40 x 20 = 8-24, 40 x 21 = 8-64, 40 x 22 = 9-7, 40 x 23 = 9-47, 40 x 24 = 9-87, 40 x 25 = 10-30, 40 x 26 = 10-70, 40 x 27 = 11-13, 40 x 28 = 11-53, 40 x 29 = 11-93, 40 x 30 = 12-36, 40 x 31 = 12-76, 40 x 32 = 13-19, 40 x 33 = 13-59, 40 x 34 = 14-2, 40 x 35 = 14-42, 40 x 36 = 14-82, 40 x 37 = 15-25, 40 x 38 = 15-65, 40 x 39 = 16-8, 40 x 40 = 16-48, 40 x 41 = 16-88, 40 x 42 = 17-31, 40 x 43 = 17-71, 40 x 44 = 18-14, 40 x 45 = 18-54, 40 x 46 = 18-94, 40 x 47 = 19-37, 40 x 48 = 19-77, 40 x 49 = 20-20, 40 x 50 = 20-60, 40 x 51 = 21-3, 40 x 52 = 21-43, 40 x 53 = 21-83, 40 x 54 = 22-26, 40 x 55 = 22-66, 40 x 56 = 23-9, 40 x 57 = 23-49, 40 x 58 = 23-89, 40 x 59 = 24-32, 40 x 60 = 24-72, 40 x 61 = 25-15, 40 x 62 = 25-55, 40 x 63 = 25-95, 40 x 64 = 26-38, 40 x 65 = 26-78, 40 x 66 = 27-21, 40 x 67 = 27-61, 40 x 68 = 28-4, 40 x 69 = 28-44, 40 x 70 = 28-84, 40 x 71 = 29-27, 40 x 72 = 29-67, 40 x 73 = 30-10, 40 x 74 = 30-50, 40 x 75 = 30-90, 40 x 76 = 31-33, 40 x 77 = 31-73, 40 x 78 = 32-16, 40 x 79 = 32-56, 40 x 80 = 32-96, 40 x 81 = 33-39, 40 x 82 = 33-79, 40 x 83 = 34-22, 40 x 84 = 34-62, 40 x 85 = 35-5, 40 x 86 = 35-45, 40 x 87 = 35-85, 40 x 88 = 36-28, 40 x 89 = 36-68, 40 x 90 = 37-11, 40 x 91 = 37-51, 40 x 92 = 37-91, 40 x 93 = 38-34, 40 x 94 = 38-74, 40 x 95 = 39-17, 40 x 96 = 39-57, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-26, 41 x 4 = 1-67, 41 x 5 = 2-11, 41 x 6 = 2-52, 41 x 7 = 2-93, 41 x 8 = 3-37, 41 x 9 = 3-78, 41 x 10 = 4-22, 41 x 11 = 4-63, 41 x 12 = 5-7, 41 x 13 = 5-48, 41 x 14 = 5-89, 41 x 15 = 6-33, 41 x 16 = 6-74, 41 x 17 = 7-18, 41 x 18 = 7-59, 41 x 19 = 8-3, 41 x 20 = 8-44, 41 x 21 = 8-85, 41 x 22 = 9-29, 41 x 23 = 9-70, 41 x 24 = 10-14, 41 x 25 = 10-55, 41 x 26 = 10-96, 41 x 27 = 11-40, 41 x 28 = 11-81, 41 x 29 = 12-25, 41 x 30 = 12-66, 41 x 31 = 13-10, 41 x 32 = 13-51, 41 x 33 = 13-92, 41 x 34 = 14-36, 41 x 35 = 14-77, 41 x 36 = 15-21, 41 x 37 = 15-62, 41 x 38 = 16-6, 41 x 39 = 16-47, 41 x 40 = 16-88, 41 x 41 = 17-32, 41 x 42 = 17-73, 41 x 43 = 18-17, 41 x 44 = 18-58, 41 x 45 = 19-2, 41 x 46 = 19-43, 41 x 47 = 19-84, 41 x 48 = 20-28, 41 x 49 = 20-69, 41 x 50 = 21-13, 41 x 51 = 21-54, 41 x 52 = 21-95, 41 x 53 = 22-39, 41 x 54 = 22-80, 41 x 55 = 23-24, 41 x 56 = 23-65, 41 x 57 = 24-9, 41 x 58 = 24-50, 41 x 59 = 24-91, 41 x 60 = 25-35, 41 x 61 = 25-76, 41 x 62 = 26-20, 41 x 63 = 26-61, 41 x 64 = 27-5, 41 x 65 = 27-46, 41 x 66 = 27-87, 41 x 67 = 28-31, 41 x 68 = 28-72, 41 x 69 = 29-16, 41 x 70 = 29-57, 41 x 71 = 30-1, 41 x 72 = 30-42, 41 x 73 = 30-83, 41 x 74 = 31-27, 41 x 75 = 31-68, 41 x 76 = 32-12, 41 x 77 = 32-53, 41 x 78 = 32-94, 41 x 79 = 33-38, 41 x 80 = 33-79, 41 x 81 = 34-23, 41 x 82 = 34-64, 41 x 83 = 35-8, 41 x 84 = 35-49, 41 x 85 = 35-90, 41 x 86 = 36-34, 41 x 87 = 36-75, 41 x 88 = 37-19, 41 x 89 = 37-60, 41 x 90 = 38-4, 41 x 91 = 38-45, 41 x 92 = 38-86, 41 x 93 = 39-30, 41 x 94 = 39-71, 41 x 95 = 40-15, 41 x 96 = 40-56, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-29, 42 x 4 = 1-71, 42 x 5 = 2-16, 42 x 6 = 2-58, 42 x 7 = 3-3, 42 x 8 = 3-45, 42 x 9 = 3-87, 42 x 10 = 4-32, 42 x 11 = 4-74, 42 x 12 = 5-19, 42 x 13 = 5-61, 42 x 14 = 6-6, 42 x 15 = 6-48, 42 x 16 = 6-90, 42 x 17 = 7-35, 42 x 18 = 7-77, 42 x 19 = 8-22, 42 x 20 = 8-64, 42 x 21 = 9-9, 42 x 22 = 9-51, 42 x 23 = 9-93, 42 x 24 = 10-38, 42 x 25 = 10-80, 42 x 26 = 11-25, 42 x 27 = 11-67, 42 x 28 = 12-12, 42 x 29 = 12-54, 42 x 30 = 12-96, 42 x 31 = 13-41, 42 x 32 = 13-83, 42 x 33 = 14-28, 42 x 34 = 14-70, 42 x 35 = 15-15, 42 x 36 = 15-57, 42 x 37 = 16-2, 42 x 38 = 16-44, 42 x 39 = 16-86, 42 x 40 = 17-31, 42 x 41 = 17-73, 42 x 42 = 18-18, 42 x 43 = 18-60, 42 x 44 = 19-5, 42 x 45 = 19-47, 42 x 46 = 19-89, 42 x 47 = 20-34, 42 x 48 = 20-76, 42 x 49 = 21-21, 42 x 50 = 21-63, 42 x 51 = 22-8, 42 x 52 = 22-50, 42 x 53 = 22-92, 42 x 54 = 23-37, 42 x 55 = 23-79, 42 x 56 = 24-24, 42 x 57 = 24-66, 42 x 58 = 25-11, 42 x 59 = 25-53, 42 x 60 = 25-95, 42 x 61 = 26-40, 42 x 62 = 26-82, 42 x 63 = 27-27, 42 x 64 = 27-69, 42 x 65 = 28-14, 42 x 66 = 28-56, 42 x 67 = 29-1, 42 x 68 = 29-43, 42 x 69 = 29-85, 42 x 70 = 30-30, 42 x 71 = 30-72, 42 x 72 = 31-17, 42 x 73 = 31-59, 42 x 74 = 32-4, 42 x 75 = 32-46, 42 x 76 = 32-88, 42 x 77 = 33-33, 42 x 78 = 33-75, 42 x 79 = 34-20, 42 x 80 = 34-62, 42 x 81 = 35-7, 42 x 82 = 35-49, 42 x 83 = 35-91, 42 x 84 = 36-36, 42 x 85 = 36-78, 42 x 86 = 37-23, 42 x 87 = 37-65, 42 x 88 = 38-10, 42 x 89 = 38-52, 42 x 90 = 38-94, 42 x 91 = 39-39, 42 x 92 = 39-81, 42 x 93 = 40-26, 42 x 94 = 40-68, 42 x 95 = 41-13, 42 x 96 = 41-55, 
43 x 1 = 0-43, 43 x 2 = 0-86, 43 x 3 = 1-32, 43 x 4 = 1-75, 43 x 5 = 2-21, 43 x 6 = 2-64, 43 x 7 = 3-10, 43 x 8 = 3-53, 43 x 9 = 3-96, 43 x 10 = 4-42, 43 x 11 = 4-85, 43 x 12 = 5-31, 43 x 13 = 5-74, 43 x 14 = 6-20, 43 x 15 = 6-63, 43 x 16 = 7-9, 43 x 17 = 7-52, 43 x 18 = 7-95, 43 x 19 = 8-41, 43 x 20 = 8-84, 43 x 21 = 9-30, 43 x 22 = 9-73, 43 x 23 = 10-19, 43 x 24 = 10-62, 43 x 25 = 11-8, 43 x 26 = 11-51, 43 x 27 = 11-94, 43 x 28 = 12-40, 43 x 29 = 12-83, 43 x 30 = 13-29, 43 x 31 = 13-72, 43 x 32 = 14-18, 43 x 33 = 14-61, 43 x 34 = 15-7, 43 x 35 = 15-50, 43 x 36 = 15-93, 43 x 37 = 16-39, 43 x 38 = 16-82, 43 x 39 = 17-28, 43 x 40 = 17-71, 43 x 41 = 18-17, 43 x 42 = 18-60, 43 x 43 = 19-6, 43 x 44 = 19-49, 43 x 45 = 19-92, 43 x 46 = 20-38, 43 x 47 = 20-81, 43 x 48 = 21-27, 43 x 49 = 21-70, 43 x 50 = 22-16, 43 x 51 = 22-59, 43 x 52 = 23-5, 43 x 53 = 23-48, 43 x 54 = 23-91, 43 x 55 = 24-37, 43 x 56 = 24-80, 43 x 57 = 25-26, 43 x 58 = 25-69, 43 x 59 = 26-15, 43 x 60 = 26-58, 43 x 61 = 27-4, 43 x 62 = 27-47, 43 x 63 = 27-90, 43 x 64 = 28-36, 43 x 65 = 28-79, 43 x 66 = 29-25, 43 x 67 = 29-68, 43 x 68 = 30-14, 43 x 69 = 30-57, 43 x 70 = 31-3, 43 x 71 = 31-46, 43 x 72 = 31-89, 43 x 73 = 32-35, 43 x 74 = 32-78, 43 x 75 = 33-24, 43 x 76 = 33-67, 43 x 77 = 34-13, 43 x 78 = 34-56, 43 x 79 = 35-2, 43 x 80 = 35-45, 43 x 81 = 35-88, 43 x 82 = 36-34, 43 x 83 = 36-77, 43 x 84 = 37-23, 43 x 85 = 37-66, 43 x 86 = 38-12, 43 x 87 = 38-55, 43 x 88 = 39-1, 43 x 89 = 39-44, 43 x 90 = 39-87, 43 x 91 = 40-33, 43 x 92 = 40-76, 43 x 93 = 41-22, 43 x 94 = 41-65, 43 x 95 = 42-11, 43 x 96 = 42-54, 
