33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 1-6, 33 x 4 = 1-39, 33 x 5 = 1-72, 33 x 6 = 2-12, 33 x 7 = 2-45, 33 x 8 = 2-78, 33 x 9 = 3-18, 33 x 10 = 3-51, 33 x 11 = 3-84, 33 x 12 = 4-24, 33 x 13 = 4-57, 33 x 14 = 4-90, 33 x 15 = 5-30, 33 x 16 = 5-63, 33 x 17 = 6-3, 33 x 18 = 6-36, 33 x 19 = 6-69, 33 x 20 = 7-9, 33 x 21 = 7-42, 33 x 22 = 7-75, 33 x 23 = 8-15, 33 x 24 = 8-48, 33 x 25 = 8-81, 33 x 26 = 9-21, 33 x 27 = 9-54, 33 x 28 = 9-87, 33 x 29 = 10-27, 33 x 30 = 10-60, 33 x 31 = 11-0, 33 x 32 = 11-33, 33 x 33 = 11-66, 33 x 34 = 12-6, 33 x 35 = 12-39, 33 x 36 = 12-72, 33 x 37 = 13-12, 33 x 38 = 13-45, 33 x 39 = 13-78, 33 x 40 = 14-18, 33 x 41 = 14-51, 33 x 42 = 14-84, 33 x 43 = 15-24, 33 x 44 = 15-57, 33 x 45 = 15-90, 33 x 46 = 16-30, 33 x 47 = 16-63, 33 x 48 = 17-3, 33 x 49 = 17-36, 33 x 50 = 17-69, 33 x 51 = 18-9, 33 x 52 = 18-42, 33 x 53 = 18-75, 33 x 54 = 19-15, 33 x 55 = 19-48, 33 x 56 = 19-81, 33 x 57 = 20-21, 33 x 58 = 20-54, 33 x 59 = 20-87, 33 x 60 = 21-27, 33 x 61 = 21-60, 33 x 62 = 22-0, 33 x 63 = 22-33, 33 x 64 = 22-66, 33 x 65 = 23-6, 33 x 66 = 23-39, 33 x 67 = 23-72, 33 x 68 = 24-12, 33 x 69 = 24-45, 33 x 70 = 24-78, 33 x 71 = 25-18, 33 x 72 = 25-51, 33 x 73 = 25-84, 33 x 74 = 26-24, 33 x 75 = 26-57, 33 x 76 = 26-90, 33 x 77 = 27-30, 33 x 78 = 27-63, 33 x 79 = 28-3, 33 x 80 = 28-36, 33 x 81 = 28-69, 33 x 82 = 29-9, 33 x 83 = 29-42, 33 x 84 = 29-75, 33 x 85 = 30-15, 33 x 86 = 30-48, 33 x 87 = 30-81, 33 x 88 = 31-21, 33 x 89 = 31-54, 33 x 90 = 31-87, 33 x 91 = 32-27, 33 x 92 = 32-60, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-9, 34 x 4 = 1-43, 34 x 5 = 1-77, 34 x 6 = 2-18, 34 x 7 = 2-52, 34 x 8 = 2-86, 34 x 9 = 3-27, 34 x 10 = 3-61, 34 x 11 = 4-2, 34 x 12 = 4-36, 34 x 13 = 4-70, 34 x 14 = 5-11, 34 x 15 = 5-45, 34 x 16 = 5-79, 34 x 17 = 6-20, 34 x 18 = 6-54, 34 x 19 = 6-88, 34 x 20 = 7-29, 34 x 21 = 7-63, 34 x 22 = 8-4, 34 x 23 = 8-38, 34 x 24 = 8-72, 34 x 25 = 9-13, 34 x 26 = 9-47, 34 x 27 = 9-81, 34 x 28 = 10-22, 34 x 29 = 10-56, 34 x 30 = 10-90, 34 x 31 = 11-31, 34 x 32 = 11-65, 34 x 33 = 12-6, 34 x 34 = 12-40, 34 x 35 = 12-74, 34 x 36 = 13-15, 34 x 37 = 13-49, 34 x 38 = 13-83, 34 x 39 = 14-24, 34 x 40 = 14-58, 34 x 41 = 14-92, 34 x 42 = 15-33, 34 x 43 = 15-67, 34 x 44 = 16-8, 34 x 45 = 16-42, 34 x 46 = 16-76, 34 x 47 = 17-17, 34 x 48 = 17-51, 34 x 49 = 17-85, 34 x 50 = 18-26, 34 x 51 = 18-60, 34 x 52 = 19-1, 34 x 53 = 19-35, 34 x 54 = 19-69, 34 x 55 = 20-10, 34 x 56 = 20-44, 34 x 57 = 20-78, 34 x 58 = 21-19, 34 x 59 = 21-53, 34 x 60 = 21-87, 34 x 61 = 22-28, 34 x 62 = 22-62, 34 x 63 = 23-3, 34 x 64 = 23-37, 34 x 65 = 23-71, 34 x 66 = 24-12, 34 x 67 = 24-46, 34 x 68 = 24-80, 34 x 69 = 25-21, 34 x 70 = 25-55, 34 x 71 = 25-89, 34 x 72 = 26-30, 34 x 73 = 26-64, 34 x 74 = 27-5, 34 x 75 = 27-39, 34 x 76 = 27-73, 34 x 77 = 28-14, 34 x 78 = 28-48, 34 x 79 = 28-82, 34 x 80 = 29-23, 34 x 81 = 29-57, 34 x 82 = 29-91, 34 x 83 = 30-32, 34 x 84 = 30-66, 34 x 85 = 31-7, 34 x 86 = 31-41, 34 x 87 = 31-75, 34 x 88 = 32-16, 34 x 89 = 32-50, 34 x 90 = 32-84, 34 x 91 = 33-25, 34 x 92 = 33-59, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-12, 35 x 4 = 1-47, 35 x 5 = 1-82, 35 x 6 = 2-24, 35 x 7 = 2-59, 35 x 8 = 3-1, 35 x 9 = 3-36, 35 x 10 = 3-71, 35 x 11 = 4-13, 35 x 12 = 4-48, 35 x 13 = 4-83, 35 x 14 = 5-25, 35 x 15 = 5-60, 35 x 16 = 6-2, 35 x 17 = 6-37, 35 x 18 = 6-72, 35 x 19 = 7-14, 35 x 20 = 7-49, 35 x 21 = 7-84, 35 x 22 = 8-26, 35 x 23 = 8-61, 35 x 24 = 9-3, 35 x 25 = 9-38, 35 x 26 = 9-73, 35 x 27 = 10-15, 35 x 28 = 10-50, 35 x 29 = 10-85, 35 x 30 = 11-27, 35 x 31 = 11-62, 35 x 32 = 12-4, 35 x 33 = 12-39, 35 x 34 = 12-74, 35 x 35 = 13-16, 35 x 36 = 13-51, 35 x 37 = 13-86, 35 x 38 = 14-28, 35 x 39 = 14-63, 35 x 40 = 15-5, 35 x 41 = 15-40, 35 x 42 = 15-75, 35 x 43 = 16-17, 35 x 44 = 16-52, 35 x 45 = 16-87, 35 x 46 = 17-29, 35 x 47 = 17-64, 35 x 48 = 18-6, 35 x 49 = 18-41, 35 x 50 = 18-76, 35 x 51 = 19-18, 35 x 52 = 19-53, 35 x 53 = 19-88, 35 x 54 = 20-30, 35 x 55 = 20-65, 35 x 56 = 21-7, 35 x 57 = 21-42, 35 x 58 = 21-77, 35 x 59 = 22-19, 35 x 60 = 22-54, 35 x 61 = 22-89, 35 x 62 = 23-31, 35 x 63 = 23-66, 35 x 64 = 24-8, 35 x 65 = 24-43, 35 x 66 = 24-78, 35 x 67 = 25-20, 35 x 68 = 25-55, 35 x 69 = 25-90, 35 x 70 = 26-32, 35 x 71 = 26-67, 35 x 72 = 27-9, 35 x 73 = 27-44, 35 x 74 = 27-79, 35 x 75 = 28-21, 35 x 76 = 28-56, 35 x 77 = 28-91, 35 x 78 = 29-33, 35 x 79 = 29-68, 35 x 80 = 30-10, 35 x 81 = 30-45, 35 x 82 = 30-80, 35 x 83 = 31-22, 35 x 84 = 31-57, 35 x 85 = 31-92, 35 x 86 = 32-34, 35 x 87 = 32-69, 35 x 88 = 33-11, 35 x 89 = 33-46, 35 x 90 = 33-81, 35 x 91 = 34-23, 35 x 92 = 34-58, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-15, 36 x 4 = 1-51, 36 x 5 = 1-87, 36 x 6 = 2-30, 36 x 7 = 2-66, 36 x 8 = 3-9, 36 x 9 = 3-45, 36 x 10 = 3-81, 36 x 11 = 4-24, 36 x 12 = 4-60, 36 x 13 = 5-3, 36 x 14 = 5-39, 36 x 15 = 5-75, 36 x 16 = 6-18, 36 x 17 = 6-54, 36 x 18 = 6-90, 36 x 19 = 7-33, 36 x 20 = 7-69, 36 x 21 = 8-12, 36 x 22 = 8-48, 36 x 23 = 8-84, 36 x 24 = 9-27, 36 x 25 = 9-63, 36 x 26 = 10-6, 36 x 27 = 10-42, 36 x 28 = 10-78, 36 x 29 = 11-21, 36 x 30 = 11-57, 36 x 31 = 12-0, 36 x 32 = 12-36, 36 x 33 = 12-72, 36 x 34 = 13-15, 36 x 35 = 13-51, 36 x 36 = 13-87, 36 x 37 = 14-30, 36 x 38 = 14-66, 36 x 39 = 15-9, 36 x 40 = 15-45, 36 x 41 = 15-81, 36 x 42 = 16-24, 36 x 43 = 16-60, 36 x 44 = 17-3, 36 x 45 = 17-39, 36 x 46 = 17-75, 36 x 47 = 18-18, 36 x 48 = 18-54, 36 x 49 = 18-90, 36 x 50 = 19-33, 36 x 51 = 19-69, 36 x 52 = 20-12, 36 x 53 = 20-48, 36 x 54 = 20-84, 36 x 55 = 21-27, 36 x 56 = 21-63, 36 x 57 = 22-6, 36 x 58 = 22-42, 36 x 59 = 22-78, 36 x 60 = 23-21, 36 x 61 = 23-57, 36 x 62 = 24-0, 36 x 63 = 24-36, 36 x 64 = 24-72, 36 x 65 = 25-15, 36 x 66 = 25-51, 36 x 67 = 25-87, 36 x 68 = 26-30, 36 x 69 = 26-66, 36 x 70 = 27-9, 36 x 71 = 27-45, 36 x 72 = 27-81, 36 x 73 = 28-24, 36 x 74 = 28-60, 36 x 75 = 29-3, 36 x 76 = 29-39, 36 x 77 = 29-75, 36 x 78 = 30-18, 36 x 79 = 30-54, 36 x 80 = 30-90, 36 x 81 = 31-33, 36 x 82 = 31-69, 36 x 83 = 32-12, 36 x 84 = 32-48, 36 x 85 = 32-84, 36 x 86 = 33-27, 36 x 87 = 33-63, 36 x 88 = 34-6, 36 x 89 = 34-42, 36 x 90 = 34-78, 36 x 91 = 35-21, 36 x 92 = 35-57, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-18, 37 x 4 = 1-55, 37 x 5 = 1-92, 37 x 6 = 2-36, 37 x 7 = 2-73, 37 x 8 = 3-17, 37 x 9 = 3-54, 37 x 10 = 3-91, 37 x 11 = 4-35, 37 x 12 = 4-72, 37 x 13 = 5-16, 37 x 14 = 5-53, 37 x 15 = 5-90, 37 x 16 = 6-34, 37 x 17 = 6-71, 37 x 18 = 7-15, 37 x 19 = 7-52, 37 x 20 = 7-89, 37 x 21 = 8-33, 37 x 22 = 8-70, 37 x 23 = 9-14, 37 x 24 = 9-51, 37 x 25 = 9-88, 37 x 26 = 10-32, 37 x 27 = 10-69, 37 x 28 = 11-13, 37 x 29 = 11-50, 37 x 30 = 11-87, 37 x 31 = 12-31, 37 x 32 = 12-68, 37 x 33 = 13-12, 37 x 34 = 13-49, 37 x 35 = 13-86, 37 x 36 = 14-30, 37 x 37 = 14-67, 37 x 38 = 15-11, 37 x 39 = 15-48, 37 x 40 = 15-85, 37 x 41 = 16-29, 37 x 42 = 16-66, 37 x 43 = 17-10, 37 x 44 = 17-47, 37 x 45 = 17-84, 37 x 46 = 18-28, 37 x 47 = 18-65, 37 x 48 = 19-9, 37 x 49 = 19-46, 37 x 50 = 19-83, 37 x 51 = 20-27, 37 x 52 = 20-64, 37 x 53 = 21-8, 37 x 54 = 21-45, 37 x 55 = 21-82, 37 x 56 = 22-26, 37 x 57 = 22-63, 37 x 58 = 23-7, 37 x 59 = 23-44, 37 x 60 = 23-81, 37 x 61 = 24-25, 37 x 62 = 24-62, 37 x 63 = 25-6, 37 x 64 = 25-43, 37 x 65 = 25-80, 37 x 66 = 26-24, 37 x 67 = 26-61, 37 x 68 = 27-5, 37 x 69 = 27-42, 37 x 70 = 27-79, 37 x 71 = 28-23, 37 x 72 = 28-60, 37 x 73 = 29-4, 37 x 74 = 29-41, 37 x 75 = 29-78, 37 x 76 = 30-22, 37 x 77 = 30-59, 37 x 78 = 31-3, 37 x 79 = 31-40, 37 x 80 = 31-77, 37 x 81 = 32-21, 37 x 82 = 32-58, 37 x 83 = 33-2, 37 x 84 = 33-39, 37 x 85 = 33-76, 37 x 86 = 34-20, 37 x 87 = 34-57, 37 x 88 = 35-1, 37 x 89 = 35-38, 37 x 90 = 35-75, 37 x 91 = 36-19, 37 x 92 = 36-56, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-21, 38 x 4 = 1-59, 38 x 5 = 2-4, 38 x 6 = 2-42, 38 x 7 = 2-80, 38 x 8 = 3-25, 38 x 9 = 3-63, 38 x 10 = 4-8, 38 x 11 = 4-46, 38 x 12 = 4-84, 38 x 13 = 5-29, 38 x 14 = 5-67, 38 x 15 = 6-12, 38 x 16 = 6-50, 38 x 17 = 6-88, 38 x 18 = 7-33, 38 x 19 = 7-71, 38 x 20 = 8-16, 38 x 21 = 8-54, 38 x 22 = 8-92, 38 x 23 = 9-37, 38 x 24 = 9-75, 38 x 25 = 10-20, 38 x 26 = 10-58, 38 x 27 = 11-3, 38 x 28 = 11-41, 38 x 29 = 11-79, 38 x 30 = 12-24, 38 x 31 = 12-62, 38 x 32 = 13-7, 38 x 33 = 13-45, 38 x 34 = 13-83, 38 x 35 = 14-28, 38 x 36 = 14-66, 38 x 37 = 15-11, 38 x 38 = 15-49, 38 x 39 = 15-87, 38 x 40 = 16-32, 38 x 41 = 16-70, 38 x 42 = 17-15, 38 x 43 = 17-53, 38 x 44 = 17-91, 38 x 45 = 18-36, 38 x 46 = 18-74, 38 x 47 = 19-19, 38 x 48 = 19-57, 38 x 49 = 20-2, 38 x 50 = 20-40, 38 x 51 = 20-78, 38 x 52 = 21-23, 38 x 53 = 21-61, 38 x 54 = 22-6, 38 x 55 = 22-44, 38 x 56 = 22-82, 38 x 57 = 23-27, 38 x 58 = 23-65, 38 x 59 = 24-10, 38 x 60 = 24-48, 38 x 61 = 24-86, 38 x 62 = 25-31, 38 x 63 = 25-69, 38 x 64 = 26-14, 38 x 65 = 26-52, 38 x 66 = 26-90, 38 x 67 = 27-35, 38 x 68 = 27-73, 38 x 69 = 28-18, 38 x 70 = 28-56, 38 x 71 = 29-1, 38 x 72 = 29-39, 38 x 73 = 29-77, 38 x 74 = 30-22, 38 x 75 = 30-60, 38 x 76 = 31-5, 38 x 77 = 31-43, 38 x 78 = 31-81, 38 x 79 = 32-26, 38 x 80 = 32-64, 38 x 81 = 33-9, 38 x 82 = 33-47, 38 x 83 = 33-85, 38 x 84 = 34-30, 38 x 85 = 34-68, 38 x 86 = 35-13, 38 x 87 = 35-51, 38 x 88 = 35-89, 38 x 89 = 36-34, 38 x 90 = 36-72, 38 x 91 = 37-17, 38 x 92 = 37-55, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-24, 39 x 4 = 1-63, 39 x 5 = 2-9, 39 x 6 = 2-48, 39 x 7 = 2-87, 39 x 8 = 3-33, 39 x 9 = 3-72, 39 x 10 = 4-18, 39 x 11 = 4-57, 39 x 12 = 5-3, 39 x 13 = 5-42, 39 x 14 = 5-81, 39 x 15 = 6-27, 39 x 16 = 6-66, 39 x 17 = 7-12, 39 x 18 = 7-51, 39 x 19 = 7-90, 39 x 20 = 8-36, 39 x 21 = 8-75, 39 x 22 = 9-21, 39 x 23 = 9-60, 39 x 24 = 10-6, 39 x 25 = 10-45, 39 x 26 = 10-84, 39 x 27 = 11-30, 39 x 28 = 11-69, 39 x 29 = 12-15, 39 x 30 = 12-54, 39 x 31 = 13-0, 39 x 32 = 13-39, 39 x 33 = 13-78, 39 x 34 = 14-24, 39 x 35 = 14-63, 39 x 36 = 15-9, 39 x 37 = 15-48, 39 x 38 = 15-87, 39 x 39 = 16-33, 39 x 40 = 16-72, 39 x 41 = 17-18, 39 x 42 = 17-57, 39 x 43 = 18-3, 39 x 44 = 18-42, 39 x 45 = 18-81, 39 x 46 = 19-27, 39 x 47 = 19-66, 39 x 48 = 20-12, 39 x 49 = 20-51, 39 x 50 = 20-90, 39 x 51 = 21-36, 39 x 52 = 21-75, 39 x 53 = 22-21, 39 x 54 = 22-60, 39 x 55 = 23-6, 39 x 56 = 23-45, 39 x 57 = 23-84, 39 x 58 = 24-30, 39 x 59 = 24-69, 39 x 60 = 25-15, 39 x 61 = 25-54, 39 x 62 = 26-0, 39 x 63 = 26-39, 39 x 64 = 26-78, 39 x 65 = 27-24, 39 x 66 = 27-63, 39 x 67 = 28-9, 39 x 68 = 28-48, 39 x 69 = 28-87, 39 x 70 = 29-33, 39 x 71 = 29-72, 39 x 72 = 30-18, 39 x 73 = 30-57, 39 x 74 = 31-3, 39 x 75 = 31-42, 39 x 76 = 31-81, 39 x 77 = 32-27, 39 x 78 = 32-66, 39 x 79 = 33-12, 39 x 80 = 33-51, 39 x 81 = 33-90, 39 x 82 = 34-36, 39 x 83 = 34-75, 39 x 84 = 35-21, 39 x 85 = 35-60, 39 x 86 = 36-6, 39 x 87 = 36-45, 39 x 88 = 36-84, 39 x 89 = 37-30, 39 x 90 = 37-69, 39 x 91 = 38-15, 39 x 92 = 38-54, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-27, 40 x 4 = 1-67, 40 x 5 = 2-14, 40 x 6 = 2-54, 40 x 7 = 3-1, 40 x 8 = 3-41, 40 x 9 = 3-81, 40 x 10 = 4-28, 40 x 11 = 4-68, 40 x 12 = 5-15, 40 x 13 = 5-55, 40 x 14 = 6-2, 40 x 15 = 6-42, 40 x 16 = 6-82, 40 x 17 = 7-29, 40 x 18 = 7-69, 40 x 19 = 8-16, 40 x 20 = 8-56, 40 x 21 = 9-3, 40 x 22 = 9-43, 40 x 23 = 9-83, 40 x 24 = 10-30, 40 x 25 = 10-70, 40 x 26 = 11-17, 40 x 27 = 11-57, 40 x 28 = 12-4, 40 x 29 = 12-44, 40 x 30 = 12-84, 40 x 31 = 13-31, 40 x 32 = 13-71, 40 x 33 = 14-18, 40 x 34 = 14-58, 40 x 35 = 15-5, 40 x 36 = 15-45, 40 x 37 = 15-85, 40 x 38 = 16-32, 40 x 39 = 16-72, 40 x 40 = 17-19, 40 x 41 = 17-59, 40 x 42 = 18-6, 40 x 43 = 18-46, 40 x 44 = 18-86, 40 x 45 = 19-33, 40 x 46 = 19-73, 40 x 47 = 20-20, 40 x 48 = 20-60, 40 x 49 = 21-7, 40 x 50 = 21-47, 40 x 51 = 21-87, 40 x 52 = 22-34, 40 x 53 = 22-74, 40 x 54 = 23-21, 40 x 55 = 23-61, 40 x 56 = 24-8, 40 x 57 = 24-48, 40 x 58 = 24-88, 40 x 59 = 25-35, 40 x 60 = 25-75, 40 x 61 = 26-22, 40 x 62 = 26-62, 40 x 63 = 27-9, 40 x 64 = 27-49, 40 x 65 = 27-89, 40 x 66 = 28-36, 40 x 67 = 28-76, 40 x 68 = 29-23, 40 x 69 = 29-63, 40 x 70 = 30-10, 40 x 71 = 30-50, 40 x 72 = 30-90, 40 x 73 = 31-37, 40 x 74 = 31-77, 40 x 75 = 32-24, 40 x 76 = 32-64, 40 x 77 = 33-11, 40 x 78 = 33-51, 40 x 79 = 33-91, 40 x 80 = 34-38, 40 x 81 = 34-78, 40 x 82 = 35-25, 40 x 83 = 35-65, 40 x 84 = 36-12, 40 x 85 = 36-52, 40 x 86 = 36-92, 40 x 87 = 37-39, 40 x 88 = 37-79, 40 x 89 = 38-26, 40 x 90 = 38-66, 40 x 91 = 39-13, 40 x 92 = 39-53, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-30, 41 x 4 = 1-71, 41 x 5 = 2-19, 41 x 6 = 2-60, 41 x 7 = 3-8, 41 x 8 = 3-49, 41 x 9 = 3-90, 41 x 10 = 4-38, 41 x 11 = 4-79, 41 x 12 = 5-27, 41 x 13 = 5-68, 41 x 14 = 6-16, 41 x 15 = 6-57, 41 x 16 = 7-5, 41 x 17 = 7-46, 41 x 18 = 7-87, 41 x 19 = 8-35, 41 x 20 = 8-76, 41 x 21 = 9-24, 41 x 22 = 9-65, 41 x 23 = 10-13, 41 x 24 = 10-54, 41 x 25 = 11-2, 41 x 26 = 11-43, 41 x 27 = 11-84, 41 x 28 = 12-32, 41 x 29 = 12-73, 41 x 30 = 13-21, 41 x 31 = 13-62, 41 x 32 = 14-10, 41 x 33 = 14-51, 41 x 34 = 14-92, 41 x 35 = 15-40, 41 x 36 = 15-81, 41 x 37 = 16-29, 41 x 38 = 16-70, 41 x 39 = 17-18, 41 x 40 = 17-59, 41 x 41 = 18-7, 41 x 42 = 18-48, 41 x 43 = 18-89, 41 x 44 = 19-37, 41 x 45 = 19-78, 41 x 46 = 20-26, 41 x 47 = 20-67, 41 x 48 = 21-15, 41 x 49 = 21-56, 41 x 50 = 22-4, 41 x 51 = 22-45, 41 x 52 = 22-86, 41 x 53 = 23-34, 41 x 54 = 23-75, 41 x 55 = 24-23, 41 x 56 = 24-64, 41 x 57 = 25-12, 41 x 58 = 25-53, 41 x 59 = 26-1, 41 x 60 = 26-42, 41 x 61 = 26-83, 41 x 62 = 27-31, 41 x 63 = 27-72, 41 x 64 = 28-20, 41 x 65 = 28-61, 41 x 66 = 29-9, 41 x 67 = 29-50, 41 x 68 = 29-91, 41 x 69 = 30-39, 41 x 70 = 30-80, 41 x 71 = 31-28, 41 x 72 = 31-69, 41 x 73 = 32-17, 41 x 74 = 32-58, 41 x 75 = 33-6, 41 x 76 = 33-47, 41 x 77 = 33-88, 41 x 78 = 34-36, 41 x 79 = 34-77, 41 x 80 = 35-25, 41 x 81 = 35-66, 41 x 82 = 36-14, 41 x 83 = 36-55, 41 x 84 = 37-3, 41 x 85 = 37-44, 41 x 86 = 37-85, 41 x 87 = 38-33, 41 x 88 = 38-74, 41 x 89 = 39-22, 41 x 90 = 39-63, 41 x 91 = 40-11, 41 x 92 = 40-52, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-33, 42 x 4 = 1-75, 42 x 5 = 2-24, 42 x 6 = 2-66, 42 x 7 = 3-15, 42 x 8 = 3-57, 42 x 9 = 4-6, 42 x 10 = 4-48, 42 x 11 = 4-90, 42 x 12 = 5-39, 42 x 13 = 5-81, 42 x 14 = 6-30, 42 x 15 = 6-72, 42 x 16 = 7-21, 42 x 17 = 7-63, 42 x 18 = 8-12, 42 x 19 = 8-54, 42 x 20 = 9-3, 42 x 21 = 9-45, 42 x 22 = 9-87, 42 x 23 = 10-36, 42 x 24 = 10-78, 42 x 25 = 11-27, 42 x 26 = 11-69, 42 x 27 = 12-18, 42 x 28 = 12-60, 42 x 29 = 13-9, 42 x 30 = 13-51, 42 x 31 = 14-0, 42 x 32 = 14-42, 42 x 33 = 14-84, 42 x 34 = 15-33, 42 x 35 = 15-75, 42 x 36 = 16-24, 42 x 37 = 16-66, 42 x 38 = 17-15, 42 x 39 = 17-57, 42 x 40 = 18-6, 42 x 41 = 18-48, 42 x 42 = 18-90, 42 x 43 = 19-39, 42 x 44 = 19-81, 42 x 45 = 20-30, 42 x 46 = 20-72, 42 x 47 = 21-21, 42 x 48 = 21-63, 42 x 49 = 22-12, 42 x 50 = 22-54, 42 x 51 = 23-3, 42 x 52 = 23-45, 42 x 53 = 23-87, 42 x 54 = 24-36, 42 x 55 = 24-78, 42 x 56 = 25-27, 42 x 57 = 25-69, 42 x 58 = 26-18, 42 x 59 = 26-60, 42 x 60 = 27-9, 42 x 61 = 27-51, 42 x 62 = 28-0, 42 x 63 = 28-42, 42 x 64 = 28-84, 42 x 65 = 29-33, 42 x 66 = 29-75, 42 x 67 = 30-24, 42 x 68 = 30-66, 42 x 69 = 31-15, 42 x 70 = 31-57, 42 x 71 = 32-6, 42 x 72 = 32-48, 42 x 73 = 32-90, 42 x 74 = 33-39, 42 x 75 = 33-81, 42 x 76 = 34-30, 42 x 77 = 34-72, 42 x 78 = 35-21, 42 x 79 = 35-63, 42 x 80 = 36-12, 42 x 81 = 36-54, 42 x 82 = 37-3, 42 x 83 = 37-45, 42 x 84 = 37-87, 42 x 85 = 38-36, 42 x 86 = 38-78, 42 x 87 = 39-27, 42 x 88 = 39-69, 42 x 89 = 40-18, 42 x 90 = 40-60, 42 x 91 = 41-9, 42 x 92 = 41-51, 
43 x 1 = 0-43, 43 x 2 = 0-86, 43 x 3 = 1-36, 43 x 4 = 1-79, 43 x 5 = 2-29, 43 x 6 = 2-72, 43 x 7 = 3-22, 43 x 8 = 3-65, 43 x 9 = 4-15, 43 x 10 = 4-58, 43 x 11 = 5-8, 43 x 12 = 5-51, 43 x 13 = 6-1, 43 x 14 = 6-44, 43 x 15 = 6-87, 43 x 16 = 7-37, 43 x 17 = 7-80, 43 x 18 = 8-30, 43 x 19 = 8-73, 43 x 20 = 9-23, 43 x 21 = 9-66, 43 x 22 = 10-16, 43 x 23 = 10-59, 43 x 24 = 11-9, 43 x 25 = 11-52, 43 x 26 = 12-2, 43 x 27 = 12-45, 43 x 28 = 12-88, 43 x 29 = 13-38, 43 x 30 = 13-81, 43 x 31 = 14-31, 43 x 32 = 14-74, 43 x 33 = 15-24, 43 x 34 = 15-67, 43 x 35 = 16-17, 43 x 36 = 16-60, 43 x 37 = 17-10, 43 x 38 = 17-53, 43 x 39 = 18-3, 43 x 40 = 18-46, 43 x 41 = 18-89, 43 x 42 = 19-39, 43 x 43 = 19-82, 43 x 44 = 20-32, 43 x 45 = 20-75, 43 x 46 = 21-25, 43 x 47 = 21-68, 43 x 48 = 22-18, 43 x 49 = 22-61, 43 x 50 = 23-11, 43 x 51 = 23-54, 43 x 52 = 24-4, 43 x 53 = 24-47, 43 x 54 = 24-90, 43 x 55 = 25-40, 43 x 56 = 25-83, 43 x 57 = 26-33, 43 x 58 = 26-76, 43 x 59 = 27-26, 43 x 60 = 27-69, 43 x 61 = 28-19, 43 x 62 = 28-62, 43 x 63 = 29-12, 43 x 64 = 29-55, 43 x 65 = 30-5, 43 x 66 = 30-48, 43 x 67 = 30-91, 43 x 68 = 31-41, 43 x 69 = 31-84, 43 x 70 = 32-34, 43 x 71 = 32-77, 43 x 72 = 33-27, 43 x 73 = 33-70, 43 x 74 = 34-20, 43 x 75 = 34-63, 43 x 76 = 35-13, 43 x 77 = 35-56, 43 x 78 = 36-6, 43 x 79 = 36-49, 43 x 80 = 36-92, 43 x 81 = 37-42, 43 x 82 = 37-85, 43 x 83 = 38-35, 43 x 84 = 38-78, 43 x 85 = 39-28, 43 x 86 = 39-71, 43 x 87 = 40-21, 43 x 88 = 40-64, 43 x 89 = 41-14, 43 x 90 = 41-57, 43 x 91 = 42-7, 43 x 92 = 42-50, 
