37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-31, 37 x 4 = 1-68, 37 x 5 = 2-25, 37 x 6 = 2-62, 37 x 7 = 3-19, 37 x 8 = 3-56, 37 x 9 = 4-13, 37 x 10 = 4-50, 37 x 11 = 5-7, 37 x 12 = 5-44, 37 x 13 = 6-1, 37 x 14 = 6-38, 37 x 15 = 6-75, 37 x 16 = 7-32, 37 x 17 = 7-69, 37 x 18 = 8-26, 37 x 19 = 8-63, 37 x 20 = 9-20, 37 x 21 = 9-57, 37 x 22 = 10-14, 37 x 23 = 10-51, 37 x 24 = 11-8, 37 x 25 = 11-45, 37 x 26 = 12-2, 37 x 27 = 12-39, 37 x 28 = 12-76, 37 x 29 = 13-33, 37 x 30 = 13-70, 37 x 31 = 14-27, 37 x 32 = 14-64, 37 x 33 = 15-21, 37 x 34 = 15-58, 37 x 35 = 16-15, 37 x 36 = 16-52, 37 x 37 = 17-9, 37 x 38 = 17-46, 37 x 39 = 18-3, 37 x 40 = 18-40, 37 x 41 = 18-77, 37 x 42 = 19-34, 37 x 43 = 19-71, 37 x 44 = 20-28, 37 x 45 = 20-65, 37 x 46 = 21-22, 37 x 47 = 21-59, 37 x 48 = 22-16, 37 x 49 = 22-53, 37 x 50 = 23-10, 37 x 51 = 23-47, 37 x 52 = 24-4, 37 x 53 = 24-41, 37 x 54 = 24-78, 37 x 55 = 25-35, 37 x 56 = 25-72, 37 x 57 = 26-29, 37 x 58 = 26-66, 37 x 59 = 27-23, 37 x 60 = 27-60, 37 x 61 = 28-17, 37 x 62 = 28-54, 37 x 63 = 29-11, 37 x 64 = 29-48, 37 x 65 = 30-5, 37 x 66 = 30-42, 37 x 67 = 30-79, 37 x 68 = 31-36, 37 x 69 = 31-73, 37 x 70 = 32-30, 37 x 71 = 32-67, 37 x 72 = 33-24, 37 x 73 = 33-61, 37 x 74 = 34-18, 37 x 75 = 34-55, 37 x 76 = 35-12, 37 x 77 = 35-49, 37 x 78 = 36-6, 37 x 79 = 36-43, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-34, 38 x 4 = 1-72, 38 x 5 = 2-30, 38 x 6 = 2-68, 38 x 7 = 3-26, 38 x 8 = 3-64, 38 x 9 = 4-22, 38 x 10 = 4-60, 38 x 11 = 5-18, 38 x 12 = 5-56, 38 x 13 = 6-14, 38 x 14 = 6-52, 38 x 15 = 7-10, 38 x 16 = 7-48, 38 x 17 = 8-6, 38 x 18 = 8-44, 38 x 19 = 9-2, 38 x 20 = 9-40, 38 x 21 = 9-78, 38 x 22 = 10-36, 38 x 23 = 10-74, 38 x 24 = 11-32, 38 x 25 = 11-70, 38 x 26 = 12-28, 38 x 27 = 12-66, 38 x 28 = 13-24, 38 x 29 = 13-62, 38 x 30 = 14-20, 38 x 31 = 14-58, 38 x 32 = 15-16, 38 x 33 = 15-54, 38 x 34 = 16-12, 38 x 35 = 16-50, 38 x 36 = 17-8, 38 x 37 = 17-46, 38 x 38 = 18-4, 38 x 39 = 18-42, 38 x 40 = 19-0, 38 x 41 = 19-38, 38 x 42 = 19-76, 38 x 43 = 20-34, 38 x 44 = 20-72, 38 x 45 = 21-30, 38 x 46 = 21-68, 38 x 47 = 22-26, 38 x 48 = 22-64, 38 x 49 = 23-22, 38 x 50 = 23-60, 38 x 51 = 24-18, 38 x 52 = 24-56, 38 x 53 = 25-14, 38 x 54 = 25-52, 38 x 55 = 26-10, 38 x 56 = 26-48, 38 x 57 = 27-6, 38 x 58 = 27-44, 38 x 59 = 28-2, 38 x 60 = 28-40, 38 x 61 = 28-78, 38 x 62 = 29-36, 38 x 63 = 29-74, 38 x 64 = 30-32, 38 x 65 = 30-70, 38 x 66 = 31-28, 38 x 67 = 31-66, 38 x 68 = 32-24, 38 x 69 = 32-62, 38 x 70 = 33-20, 38 x 71 = 33-58, 38 x 72 = 34-16, 38 x 73 = 34-54, 38 x 74 = 35-12, 38 x 75 = 35-50, 38 x 76 = 36-8, 38 x 77 = 36-46, 38 x 78 = 37-4, 38 x 79 = 37-42, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-37, 39 x 4 = 1-76, 39 x 5 = 2-35, 39 x 6 = 2-74, 39 x 7 = 3-33, 39 x 8 = 3-72, 39 x 9 = 4-31, 39 x 10 = 4-70, 39 x 11 = 5-29, 39 x 12 = 5-68, 39 x 13 = 6-27, 39 x 14 = 6-66, 39 x 15 = 7-25, 39 x 16 = 7-64, 39 x 17 = 8-23, 39 x 18 = 8-62, 39 x 19 = 9-21, 39 x 20 = 9-60, 39 x 21 = 10-19, 39 x 22 = 10-58, 39 x 23 = 11-17, 39 x 24 = 11-56, 39 x 25 = 12-15, 39 x 26 = 12-54, 39 x 27 = 13-13, 39 x 28 = 13-52, 39 x 29 = 14-11, 39 x 30 = 14-50, 39 x 31 = 15-9, 39 x 32 = 15-48, 39 x 33 = 16-7, 39 x 34 = 16-46, 39 x 35 = 17-5, 39 x 36 = 17-44, 39 x 37 = 18-3, 39 x 38 = 18-42, 39 x 39 = 19-1, 39 x 40 = 19-40, 39 x 41 = 19-79, 39 x 42 = 20-38, 39 x 43 = 20-77, 39 x 44 = 21-36, 39 x 45 = 21-75, 39 x 46 = 22-34, 39 x 47 = 22-73, 39 x 48 = 23-32, 39 x 49 = 23-71, 39 x 50 = 24-30, 39 x 51 = 24-69, 39 x 52 = 25-28, 39 x 53 = 25-67, 39 x 54 = 26-26, 39 x 55 = 26-65, 39 x 56 = 27-24, 39 x 57 = 27-63, 39 x 58 = 28-22, 39 x 59 = 28-61, 39 x 60 = 29-20, 39 x 61 = 29-59, 39 x 62 = 30-18, 39 x 63 = 30-57, 39 x 64 = 31-16, 39 x 65 = 31-55, 39 x 66 = 32-14, 39 x 67 = 32-53, 39 x 68 = 33-12, 39 x 69 = 33-51, 39 x 70 = 34-10, 39 x 71 = 34-49, 39 x 72 = 35-8, 39 x 73 = 35-47, 39 x 74 = 36-6, 39 x 75 = 36-45, 39 x 76 = 37-4, 39 x 77 = 37-43, 39 x 78 = 38-2, 39 x 79 = 38-41, 
40 x 1 = 0-40, 40 x 2 = 1-0, 40 x 3 = 1-40, 40 x 4 = 2-0, 40 x 5 = 2-40, 40 x 6 = 3-0, 40 x 7 = 3-40, 40 x 8 = 4-0, 40 x 9 = 4-40, 40 x 10 = 5-0, 40 x 11 = 5-40, 40 x 12 = 6-0, 40 x 13 = 6-40, 40 x 14 = 7-0, 40 x 15 = 7-40, 40 x 16 = 8-0, 40 x 17 = 8-40, 40 x 18 = 9-0, 40 x 19 = 9-40, 40 x 20 = 10-0, 40 x 21 = 10-40, 40 x 22 = 11-0, 40 x 23 = 11-40, 40 x 24 = 12-0, 40 x 25 = 12-40, 40 x 26 = 13-0, 40 x 27 = 13-40, 40 x 28 = 14-0, 40 x 29 = 14-40, 40 x 30 = 15-0, 40 x 31 = 15-40, 40 x 32 = 16-0, 40 x 33 = 16-40, 40 x 34 = 17-0, 40 x 35 = 17-40, 40 x 36 = 18-0, 40 x 37 = 18-40, 40 x 38 = 19-0, 40 x 39 = 19-40, 40 x 40 = 20-0, 40 x 41 = 20-40, 40 x 42 = 21-0, 40 x 43 = 21-40, 40 x 44 = 22-0, 40 x 45 = 22-40, 40 x 46 = 23-0, 40 x 47 = 23-40, 40 x 48 = 24-0, 40 x 49 = 24-40, 40 x 50 = 25-0, 40 x 51 = 25-40, 40 x 52 = 26-0, 40 x 53 = 26-40, 40 x 54 = 27-0, 40 x 55 = 27-40, 40 x 56 = 28-0, 40 x 57 = 28-40, 40 x 58 = 29-0, 40 x 59 = 29-40, 40 x 60 = 30-0, 40 x 61 = 30-40, 40 x 62 = 31-0, 40 x 63 = 31-40, 40 x 64 = 32-0, 40 x 65 = 32-40, 40 x 66 = 33-0, 40 x 67 = 33-40, 40 x 68 = 34-0, 40 x 69 = 34-40, 40 x 70 = 35-0, 40 x 71 = 35-40, 40 x 72 = 36-0, 40 x 73 = 36-40, 40 x 74 = 37-0, 40 x 75 = 37-40, 40 x 76 = 38-0, 40 x 77 = 38-40, 40 x 78 = 39-0, 40 x 79 = 39-40, 
41 x 1 = 0-41, 41 x 2 = 1-2, 41 x 3 = 1-43, 41 x 4 = 2-4, 41 x 5 = 2-45, 41 x 6 = 3-6, 41 x 7 = 3-47, 41 x 8 = 4-8, 41 x 9 = 4-49, 41 x 10 = 5-10, 41 x 11 = 5-51, 41 x 12 = 6-12, 41 x 13 = 6-53, 41 x 14 = 7-14, 41 x 15 = 7-55, 41 x 16 = 8-16, 41 x 17 = 8-57, 41 x 18 = 9-18, 41 x 19 = 9-59, 41 x 20 = 10-20, 41 x 21 = 10-61, 41 x 22 = 11-22, 41 x 23 = 11-63, 41 x 24 = 12-24, 41 x 25 = 12-65, 41 x 26 = 13-26, 41 x 27 = 13-67, 41 x 28 = 14-28, 41 x 29 = 14-69, 41 x 30 = 15-30, 41 x 31 = 15-71, 41 x 32 = 16-32, 41 x 33 = 16-73, 41 x 34 = 17-34, 41 x 35 = 17-75, 41 x 36 = 18-36, 41 x 37 = 18-77, 41 x 38 = 19-38, 41 x 39 = 19-79, 41 x 40 = 20-40, 41 x 41 = 21-1, 41 x 42 = 21-42, 41 x 43 = 22-3, 41 x 44 = 22-44, 41 x 45 = 23-5, 41 x 46 = 23-46, 41 x 47 = 24-7, 41 x 48 = 24-48, 41 x 49 = 25-9, 41 x 50 = 25-50, 41 x 51 = 26-11, 41 x 52 = 26-52, 41 x 53 = 27-13, 41 x 54 = 27-54, 41 x 55 = 28-15, 41 x 56 = 28-56, 41 x 57 = 29-17, 41 x 58 = 29-58, 41 x 59 = 30-19, 41 x 60 = 30-60, 41 x 61 = 31-21, 41 x 62 = 31-62, 41 x 63 = 32-23, 41 x 64 = 32-64, 41 x 65 = 33-25, 41 x 66 = 33-66, 41 x 67 = 34-27, 41 x 68 = 34-68, 41 x 69 = 35-29, 41 x 70 = 35-70, 41 x 71 = 36-31, 41 x 72 = 36-72, 41 x 73 = 37-33, 41 x 74 = 37-74, 41 x 75 = 38-35, 41 x 76 = 38-76, 41 x 77 = 39-37, 41 x 78 = 39-78, 41 x 79 = 40-39, 
42 x 1 = 0-42, 42 x 2 = 1-4, 42 x 3 = 1-46, 42 x 4 = 2-8, 42 x 5 = 2-50, 42 x 6 = 3-12, 42 x 7 = 3-54, 42 x 8 = 4-16, 42 x 9 = 4-58, 42 x 10 = 5-20, 42 x 11 = 5-62, 42 x 12 = 6-24, 42 x 13 = 6-66, 42 x 14 = 7-28, 42 x 15 = 7-70, 42 x 16 = 8-32, 42 x 17 = 8-74, 42 x 18 = 9-36, 42 x 19 = 9-78, 42 x 20 = 10-40, 42 x 21 = 11-2, 42 x 22 = 11-44, 42 x 23 = 12-6, 42 x 24 = 12-48, 42 x 25 = 13-10, 42 x 26 = 13-52, 42 x 27 = 14-14, 42 x 28 = 14-56, 42 x 29 = 15-18, 42 x 30 = 15-60, 42 x 31 = 16-22, 42 x 32 = 16-64, 42 x 33 = 17-26, 42 x 34 = 17-68, 42 x 35 = 18-30, 42 x 36 = 18-72, 42 x 37 = 19-34, 42 x 38 = 19-76, 42 x 39 = 20-38, 42 x 40 = 21-0, 42 x 41 = 21-42, 42 x 42 = 22-4, 42 x 43 = 22-46, 42 x 44 = 23-8, 42 x 45 = 23-50, 42 x 46 = 24-12, 42 x 47 = 24-54, 42 x 48 = 25-16, 42 x 49 = 25-58, 42 x 50 = 26-20, 42 x 51 = 26-62, 42 x 52 = 27-24, 42 x 53 = 27-66, 42 x 54 = 28-28, 42 x 55 = 28-70, 42 x 56 = 29-32, 42 x 57 = 29-74, 42 x 58 = 30-36, 42 x 59 = 30-78, 42 x 60 = 31-40, 42 x 61 = 32-2, 42 x 62 = 32-44, 42 x 63 = 33-6, 42 x 64 = 33-48, 42 x 65 = 34-10, 42 x 66 = 34-52, 42 x 67 = 35-14, 42 x 68 = 35-56, 42 x 69 = 36-18, 42 x 70 = 36-60, 42 x 71 = 37-22, 42 x 72 = 37-64, 42 x 73 = 38-26, 42 x 74 = 38-68, 42 x 75 = 39-30, 42 x 76 = 39-72, 42 x 77 = 40-34, 42 x 78 = 40-76, 42 x 79 = 41-38, 
43 x 1 = 0-43, 43 x 2 = 1-6, 43 x 3 = 1-49, 43 x 4 = 2-12, 43 x 5 = 2-55, 43 x 6 = 3-18, 43 x 7 = 3-61, 43 x 8 = 4-24, 43 x 9 = 4-67, 43 x 10 = 5-30, 43 x 11 = 5-73, 43 x 12 = 6-36, 43 x 13 = 6-79, 43 x 14 = 7-42, 43 x 15 = 8-5, 43 x 16 = 8-48, 43 x 17 = 9-11, 43 x 18 = 9-54, 43 x 19 = 10-17, 43 x 20 = 10-60, 43 x 21 = 11-23, 43 x 22 = 11-66, 43 x 23 = 12-29, 43 x 24 = 12-72, 43 x 25 = 13-35, 43 x 26 = 13-78, 43 x 27 = 14-41, 43 x 28 = 15-4, 43 x 29 = 15-47, 43 x 30 = 16-10, 43 x 31 = 16-53, 43 x 32 = 17-16, 43 x 33 = 17-59, 43 x 34 = 18-22, 43 x 35 = 18-65, 43 x 36 = 19-28, 43 x 37 = 19-71, 43 x 38 = 20-34, 43 x 39 = 20-77, 43 x 40 = 21-40, 43 x 41 = 22-3, 43 x 42 = 22-46, 43 x 43 = 23-9, 43 x 44 = 23-52, 43 x 45 = 24-15, 43 x 46 = 24-58, 43 x 47 = 25-21, 43 x 48 = 25-64, 43 x 49 = 26-27, 43 x 50 = 26-70, 43 x 51 = 27-33, 43 x 52 = 27-76, 43 x 53 = 28-39, 43 x 54 = 29-2, 43 x 55 = 29-45, 43 x 56 = 30-8, 43 x 57 = 30-51, 43 x 58 = 31-14, 43 x 59 = 31-57, 43 x 60 = 32-20, 43 x 61 = 32-63, 43 x 62 = 33-26, 43 x 63 = 33-69, 43 x 64 = 34-32, 43 x 65 = 34-75, 43 x 66 = 35-38, 43 x 67 = 36-1, 43 x 68 = 36-44, 43 x 69 = 37-7, 43 x 70 = 37-50, 43 x 71 = 38-13, 43 x 72 = 38-56, 43 x 73 = 39-19, 43 x 74 = 39-62, 43 x 75 = 40-25, 43 x 76 = 40-68, 43 x 77 = 41-31, 43 x 78 = 41-74, 43 x 79 = 42-37, 
44 x 1 = 0-44, 44 x 2 = 1-8, 44 x 3 = 1-52, 44 x 4 = 2-16, 44 x 5 = 2-60, 44 x 6 = 3-24, 44 x 7 = 3-68, 44 x 8 = 4-32, 44 x 9 = 4-76, 44 x 10 = 5-40, 44 x 11 = 6-4, 44 x 12 = 6-48, 44 x 13 = 7-12, 44 x 14 = 7-56, 44 x 15 = 8-20, 44 x 16 = 8-64, 44 x 17 = 9-28, 44 x 18 = 9-72, 44 x 19 = 10-36, 44 x 20 = 11-0, 44 x 21 = 11-44, 44 x 22 = 12-8, 44 x 23 = 12-52, 44 x 24 = 13-16, 44 x 25 = 13-60, 44 x 26 = 14-24, 44 x 27 = 14-68, 44 x 28 = 15-32, 44 x 29 = 15-76, 44 x 30 = 16-40, 44 x 31 = 17-4, 44 x 32 = 17-48, 44 x 33 = 18-12, 44 x 34 = 18-56, 44 x 35 = 19-20, 44 x 36 = 19-64, 44 x 37 = 20-28, 44 x 38 = 20-72, 44 x 39 = 21-36, 44 x 40 = 22-0, 44 x 41 = 22-44, 44 x 42 = 23-8, 44 x 43 = 23-52, 44 x 44 = 24-16, 44 x 45 = 24-60, 44 x 46 = 25-24, 44 x 47 = 25-68, 44 x 48 = 26-32, 44 x 49 = 26-76, 44 x 50 = 27-40, 44 x 51 = 28-4, 44 x 52 = 28-48, 44 x 53 = 29-12, 44 x 54 = 29-56, 44 x 55 = 30-20, 44 x 56 = 30-64, 44 x 57 = 31-28, 44 x 58 = 31-72, 44 x 59 = 32-36, 44 x 60 = 33-0, 44 x 61 = 33-44, 44 x 62 = 34-8, 44 x 63 = 34-52, 44 x 64 = 35-16, 44 x 65 = 35-60, 44 x 66 = 36-24, 44 x 67 = 36-68, 44 x 68 = 37-32, 44 x 69 = 37-76, 44 x 70 = 38-40, 44 x 71 = 39-4, 44 x 72 = 39-48, 44 x 73 = 40-12, 44 x 74 = 40-56, 44 x 75 = 41-20, 44 x 76 = 41-64, 44 x 77 = 42-28, 44 x 78 = 42-72, 44 x 79 = 43-36, 
45 x 1 = 0-45, 45 x 2 = 1-10, 45 x 3 = 1-55, 45 x 4 = 2-20, 45 x 5 = 2-65, 45 x 6 = 3-30, 45 x 7 = 3-75, 45 x 8 = 4-40, 45 x 9 = 5-5, 45 x 10 = 5-50, 45 x 11 = 6-15, 45 x 12 = 6-60, 45 x 13 = 7-25, 45 x 14 = 7-70, 45 x 15 = 8-35, 45 x 16 = 9-0, 45 x 17 = 9-45, 45 x 18 = 10-10, 45 x 19 = 10-55, 45 x 20 = 11-20, 45 x 21 = 11-65, 45 x 22 = 12-30, 45 x 23 = 12-75, 45 x 24 = 13-40, 45 x 25 = 14-5, 45 x 26 = 14-50, 45 x 27 = 15-15, 45 x 28 = 15-60, 45 x 29 = 16-25, 45 x 30 = 16-70, 45 x 31 = 17-35, 45 x 32 = 18-0, 45 x 33 = 18-45, 45 x 34 = 19-10, 45 x 35 = 19-55, 45 x 36 = 20-20, 45 x 37 = 20-65, 45 x 38 = 21-30, 45 x 39 = 21-75, 45 x 40 = 22-40, 45 x 41 = 23-5, 45 x 42 = 23-50, 45 x 43 = 24-15, 45 x 44 = 24-60, 45 x 45 = 25-25, 45 x 46 = 25-70, 45 x 47 = 26-35, 45 x 48 = 27-0, 45 x 49 = 27-45, 45 x 50 = 28-10, 45 x 51 = 28-55, 45 x 52 = 29-20, 45 x 53 = 29-65, 45 x 54 = 30-30, 45 x 55 = 30-75, 45 x 56 = 31-40, 45 x 57 = 32-5, 45 x 58 = 32-50, 45 x 59 = 33-15, 45 x 60 = 33-60, 45 x 61 = 34-25, 45 x 62 = 34-70, 45 x 63 = 35-35, 45 x 64 = 36-0, 45 x 65 = 36-45, 45 x 66 = 37-10, 45 x 67 = 37-55, 45 x 68 = 38-20, 45 x 69 = 38-65, 45 x 70 = 39-30, 45 x 71 = 39-75, 45 x 72 = 40-40, 45 x 73 = 41-5, 45 x 74 = 41-50, 45 x 75 = 42-15, 45 x 76 = 42-60, 45 x 77 = 43-25, 45 x 78 = 43-70, 45 x 79 = 44-35, 
46 x 1 = 0-46, 46 x 2 = 1-12, 46 x 3 = 1-58, 46 x 4 = 2-24, 46 x 5 = 2-70, 46 x 6 = 3-36, 46 x 7 = 4-2, 46 x 8 = 4-48, 46 x 9 = 5-14, 46 x 10 = 5-60, 46 x 11 = 6-26, 46 x 12 = 6-72, 46 x 13 = 7-38, 46 x 14 = 8-4, 46 x 15 = 8-50, 46 x 16 = 9-16, 46 x 17 = 9-62, 46 x 18 = 10-28, 46 x 19 = 10-74, 46 x 20 = 11-40, 46 x 21 = 12-6, 46 x 22 = 12-52, 46 x 23 = 13-18, 46 x 24 = 13-64, 46 x 25 = 14-30, 46 x 26 = 14-76, 46 x 27 = 15-42, 46 x 28 = 16-8, 46 x 29 = 16-54, 46 x 30 = 17-20, 46 x 31 = 17-66, 46 x 32 = 18-32, 46 x 33 = 18-78, 46 x 34 = 19-44, 46 x 35 = 20-10, 46 x 36 = 20-56, 46 x 37 = 21-22, 46 x 38 = 21-68, 46 x 39 = 22-34, 46 x 40 = 23-0, 46 x 41 = 23-46, 46 x 42 = 24-12, 46 x 43 = 24-58, 46 x 44 = 25-24, 46 x 45 = 25-70, 46 x 46 = 26-36, 46 x 47 = 27-2, 46 x 48 = 27-48, 46 x 49 = 28-14, 46 x 50 = 28-60, 46 x 51 = 29-26, 46 x 52 = 29-72, 46 x 53 = 30-38, 46 x 54 = 31-4, 46 x 55 = 31-50, 46 x 56 = 32-16, 46 x 57 = 32-62, 46 x 58 = 33-28, 46 x 59 = 33-74, 46 x 60 = 34-40, 46 x 61 = 35-6, 46 x 62 = 35-52, 46 x 63 = 36-18, 46 x 64 = 36-64, 46 x 65 = 37-30, 46 x 66 = 37-76, 46 x 67 = 38-42, 46 x 68 = 39-8, 46 x 69 = 39-54, 46 x 70 = 40-20, 46 x 71 = 40-66, 46 x 72 = 41-32, 46 x 73 = 41-78, 46 x 74 = 42-44, 46 x 75 = 43-10, 46 x 76 = 43-56, 46 x 77 = 44-22, 46 x 78 = 44-68, 46 x 79 = 45-34, 
47 x 1 = 0-47, 47 x 2 = 1-14, 47 x 3 = 1-61, 47 x 4 = 2-28, 47 x 5 = 2-75, 47 x 6 = 3-42, 47 x 7 = 4-9, 47 x 8 = 4-56, 47 x 9 = 5-23, 47 x 10 = 5-70, 47 x 11 = 6-37, 47 x 12 = 7-4, 47 x 13 = 7-51, 47 x 14 = 8-18, 47 x 15 = 8-65, 47 x 16 = 9-32, 47 x 17 = 9-79, 47 x 18 = 10-46, 47 x 19 = 11-13, 47 x 20 = 11-60, 47 x 21 = 12-27, 47 x 22 = 12-74, 47 x 23 = 13-41, 47 x 24 = 14-8, 47 x 25 = 14-55, 47 x 26 = 15-22, 47 x 27 = 15-69, 47 x 28 = 16-36, 47 x 29 = 17-3, 47 x 30 = 17-50, 47 x 31 = 18-17, 47 x 32 = 18-64, 47 x 33 = 19-31, 47 x 34 = 19-78, 47 x 35 = 20-45, 47 x 36 = 21-12, 47 x 37 = 21-59, 47 x 38 = 22-26, 47 x 39 = 22-73, 47 x 40 = 23-40, 47 x 41 = 24-7, 47 x 42 = 24-54, 47 x 43 = 25-21, 47 x 44 = 25-68, 47 x 45 = 26-35, 47 x 46 = 27-2, 47 x 47 = 27-49, 47 x 48 = 28-16, 47 x 49 = 28-63, 47 x 50 = 29-30, 47 x 51 = 29-77, 47 x 52 = 30-44, 47 x 53 = 31-11, 47 x 54 = 31-58, 47 x 55 = 32-25, 47 x 56 = 32-72, 47 x 57 = 33-39, 47 x 58 = 34-6, 47 x 59 = 34-53, 47 x 60 = 35-20, 47 x 61 = 35-67, 47 x 62 = 36-34, 47 x 63 = 37-1, 47 x 64 = 37-48, 47 x 65 = 38-15, 47 x 66 = 38-62, 47 x 67 = 39-29, 47 x 68 = 39-76, 47 x 69 = 40-43, 47 x 70 = 41-10, 47 x 71 = 41-57, 47 x 72 = 42-24, 47 x 73 = 42-71, 47 x 74 = 43-38, 47 x 75 = 44-5, 47 x 76 = 44-52, 47 x 77 = 45-19, 47 x 78 = 45-66, 47 x 79 = 46-33, 
48 x 1 = 0-48, 48 x 2 = 1-16, 48 x 3 = 1-64, 48 x 4 = 2-32, 48 x 5 = 3-0, 48 x 6 = 3-48, 48 x 7 = 4-16, 48 x 8 = 4-64, 48 x 9 = 5-32, 48 x 10 = 6-0, 48 x 11 = 6-48, 48 x 12 = 7-16, 48 x 13 = 7-64, 48 x 14 = 8-32, 48 x 15 = 9-0, 48 x 16 = 9-48, 48 x 17 = 10-16, 48 x 18 = 10-64, 48 x 19 = 11-32, 48 x 20 = 12-0, 48 x 21 = 12-48, 48 x 22 = 13-16, 48 x 23 = 13-64, 48 x 24 = 14-32, 48 x 25 = 15-0, 48 x 26 = 15-48, 48 x 27 = 16-16, 48 x 28 = 16-64, 48 x 29 = 17-32, 48 x 30 = 18-0, 48 x 31 = 18-48, 48 x 32 = 19-16, 48 x 33 = 19-64, 48 x 34 = 20-32, 48 x 35 = 21-0, 48 x 36 = 21-48, 48 x 37 = 22-16, 48 x 38 = 22-64, 48 x 39 = 23-32, 48 x 40 = 24-0, 48 x 41 = 24-48, 48 x 42 = 25-16, 48 x 43 = 25-64, 48 x 44 = 26-32, 48 x 45 = 27-0, 48 x 46 = 27-48, 48 x 47 = 28-16, 48 x 48 = 28-64, 48 x 49 = 29-32, 48 x 50 = 30-0, 48 x 51 = 30-48, 48 x 52 = 31-16, 48 x 53 = 31-64, 48 x 54 = 32-32, 48 x 55 = 33-0, 48 x 56 = 33-48, 48 x 57 = 34-16, 48 x 58 = 34-64, 48 x 59 = 35-32, 48 x 60 = 36-0, 48 x 61 = 36-48, 48 x 62 = 37-16, 48 x 63 = 37-64, 48 x 64 = 38-32, 48 x 65 = 39-0, 48 x 66 = 39-48, 48 x 67 = 40-16, 48 x 68 = 40-64, 48 x 69 = 41-32, 48 x 70 = 42-0, 48 x 71 = 42-48, 48 x 72 = 43-16, 48 x 73 = 43-64, 48 x 74 = 44-32, 48 x 75 = 45-0, 48 x 76 = 45-48, 48 x 77 = 46-16, 48 x 78 = 46-64, 48 x 79 = 47-32, 
49 x 1 = 0-49, 49 x 2 = 1-18, 49 x 3 = 1-67, 49 x 4 = 2-36, 49 x 5 = 3-5, 49 x 6 = 3-54, 49 x 7 = 4-23, 49 x 8 = 4-72, 49 x 9 = 5-41, 49 x 10 = 6-10, 49 x 11 = 6-59, 49 x 12 = 7-28, 49 x 13 = 7-77, 49 x 14 = 8-46, 49 x 15 = 9-15, 49 x 16 = 9-64, 49 x 17 = 10-33, 49 x 18 = 11-2, 49 x 19 = 11-51, 49 x 20 = 12-20, 49 x 21 = 12-69, 49 x 22 = 13-38, 49 x 23 = 14-7, 49 x 24 = 14-56, 49 x 25 = 15-25, 49 x 26 = 15-74, 49 x 27 = 16-43, 49 x 28 = 17-12, 49 x 29 = 17-61, 49 x 30 = 18-30, 49 x 31 = 18-79, 49 x 32 = 19-48, 49 x 33 = 20-17, 49 x 34 = 20-66, 49 x 35 = 21-35, 49 x 36 = 22-4, 49 x 37 = 22-53, 49 x 38 = 23-22, 49 x 39 = 23-71, 49 x 40 = 24-40, 49 x 41 = 25-9, 49 x 42 = 25-58, 49 x 43 = 26-27, 49 x 44 = 26-76, 49 x 45 = 27-45, 49 x 46 = 28-14, 49 x 47 = 28-63, 49 x 48 = 29-32, 49 x 49 = 30-1, 49 x 50 = 30-50, 49 x 51 = 31-19, 49 x 52 = 31-68, 49 x 53 = 32-37, 49 x 54 = 33-6, 49 x 55 = 33-55, 49 x 56 = 34-24, 49 x 57 = 34-73, 49 x 58 = 35-42, 49 x 59 = 36-11, 49 x 60 = 36-60, 49 x 61 = 37-29, 49 x 62 = 37-78, 49 x 63 = 38-47, 49 x 64 = 39-16, 49 x 65 = 39-65, 49 x 66 = 40-34, 49 x 67 = 41-3, 49 x 68 = 41-52, 49 x 69 = 42-21, 49 x 70 = 42-70, 49 x 71 = 43-39, 49 x 72 = 44-8, 49 x 73 = 44-57, 49 x 74 = 45-26, 49 x 75 = 45-75, 49 x 76 = 46-44, 49 x 77 = 47-13, 49 x 78 = 47-62, 49 x 79 = 48-31, 
