39 x 1 = 0-39, 39 x 2 = 1-1, 39 x 3 = 1-40, 39 x 4 = 2-2, 39 x 5 = 2-41, 39 x 6 = 3-3, 39 x 7 = 3-42, 39 x 8 = 4-4, 39 x 9 = 4-43, 39 x 10 = 5-5, 39 x 11 = 5-44, 39 x 12 = 6-6, 39 x 13 = 6-45, 39 x 14 = 7-7, 39 x 15 = 7-46, 39 x 16 = 8-8, 39 x 17 = 8-47, 39 x 18 = 9-9, 39 x 19 = 9-48, 39 x 20 = 10-10, 39 x 21 = 10-49, 39 x 22 = 11-11, 39 x 23 = 11-50, 39 x 24 = 12-12, 39 x 25 = 12-51, 39 x 26 = 13-13, 39 x 27 = 13-52, 39 x 28 = 14-14, 39 x 29 = 14-53, 39 x 30 = 15-15, 39 x 31 = 15-54, 39 x 32 = 16-16, 39 x 33 = 16-55, 39 x 34 = 17-17, 39 x 35 = 17-56, 39 x 36 = 18-18, 39 x 37 = 18-57, 39 x 38 = 19-19, 39 x 39 = 19-58, 39 x 40 = 20-20, 39 x 41 = 20-59, 39 x 42 = 21-21, 39 x 43 = 21-60, 39 x 44 = 22-22, 39 x 45 = 22-61, 39 x 46 = 23-23, 39 x 47 = 23-62, 39 x 48 = 24-24, 39 x 49 = 24-63, 39 x 50 = 25-25, 39 x 51 = 25-64, 39 x 52 = 26-26, 39 x 53 = 26-65, 39 x 54 = 27-27, 39 x 55 = 27-66, 39 x 56 = 28-28, 39 x 57 = 28-67, 39 x 58 = 29-29, 39 x 59 = 29-68, 39 x 60 = 30-30, 39 x 61 = 30-69, 39 x 62 = 31-31, 39 x 63 = 31-70, 39 x 64 = 32-32, 39 x 65 = 32-71, 39 x 66 = 33-33, 39 x 67 = 33-72, 39 x 68 = 34-34, 39 x 69 = 34-73, 39 x 70 = 35-35, 39 x 71 = 35-74, 39 x 72 = 36-36, 39 x 73 = 36-75, 39 x 74 = 37-37, 39 x 75 = 37-76, 39 x 76 = 38-38, 
40 x 1 = 0-40, 40 x 2 = 1-3, 40 x 3 = 1-43, 40 x 4 = 2-6, 40 x 5 = 2-46, 40 x 6 = 3-9, 40 x 7 = 3-49, 40 x 8 = 4-12, 40 x 9 = 4-52, 40 x 10 = 5-15, 40 x 11 = 5-55, 40 x 12 = 6-18, 40 x 13 = 6-58, 40 x 14 = 7-21, 40 x 15 = 7-61, 40 x 16 = 8-24, 40 x 17 = 8-64, 40 x 18 = 9-27, 40 x 19 = 9-67, 40 x 20 = 10-30, 40 x 21 = 10-70, 40 x 22 = 11-33, 40 x 23 = 11-73, 40 x 24 = 12-36, 40 x 25 = 12-76, 40 x 26 = 13-39, 40 x 27 = 14-2, 40 x 28 = 14-42, 40 x 29 = 15-5, 40 x 30 = 15-45, 40 x 31 = 16-8, 40 x 32 = 16-48, 40 x 33 = 17-11, 40 x 34 = 17-51, 40 x 35 = 18-14, 40 x 36 = 18-54, 40 x 37 = 19-17, 40 x 38 = 19-57, 40 x 39 = 20-20, 40 x 40 = 20-60, 40 x 41 = 21-23, 40 x 42 = 21-63, 40 x 43 = 22-26, 40 x 44 = 22-66, 40 x 45 = 23-29, 40 x 46 = 23-69, 40 x 47 = 24-32, 40 x 48 = 24-72, 40 x 49 = 25-35, 40 x 50 = 25-75, 40 x 51 = 26-38, 40 x 52 = 27-1, 40 x 53 = 27-41, 40 x 54 = 28-4, 40 x 55 = 28-44, 40 x 56 = 29-7, 40 x 57 = 29-47, 40 x 58 = 30-10, 40 x 59 = 30-50, 40 x 60 = 31-13, 40 x 61 = 31-53, 40 x 62 = 32-16, 40 x 63 = 32-56, 40 x 64 = 33-19, 40 x 65 = 33-59, 40 x 66 = 34-22, 40 x 67 = 34-62, 40 x 68 = 35-25, 40 x 69 = 35-65, 40 x 70 = 36-28, 40 x 71 = 36-68, 40 x 72 = 37-31, 40 x 73 = 37-71, 40 x 74 = 38-34, 40 x 75 = 38-74, 40 x 76 = 39-37, 
41 x 1 = 0-41, 41 x 2 = 1-5, 41 x 3 = 1-46, 41 x 4 = 2-10, 41 x 5 = 2-51, 41 x 6 = 3-15, 41 x 7 = 3-56, 41 x 8 = 4-20, 41 x 9 = 4-61, 41 x 10 = 5-25, 41 x 11 = 5-66, 41 x 12 = 6-30, 41 x 13 = 6-71, 41 x 14 = 7-35, 41 x 15 = 7-76, 41 x 16 = 8-40, 41 x 17 = 9-4, 41 x 18 = 9-45, 41 x 19 = 10-9, 41 x 20 = 10-50, 41 x 21 = 11-14, 41 x 22 = 11-55, 41 x 23 = 12-19, 41 x 24 = 12-60, 41 x 25 = 13-24, 41 x 26 = 13-65, 41 x 27 = 14-29, 41 x 28 = 14-70, 41 x 29 = 15-34, 41 x 30 = 15-75, 41 x 31 = 16-39, 41 x 32 = 17-3, 41 x 33 = 17-44, 41 x 34 = 18-8, 41 x 35 = 18-49, 41 x 36 = 19-13, 41 x 37 = 19-54, 41 x 38 = 20-18, 41 x 39 = 20-59, 41 x 40 = 21-23, 41 x 41 = 21-64, 41 x 42 = 22-28, 41 x 43 = 22-69, 41 x 44 = 23-33, 41 x 45 = 23-74, 41 x 46 = 24-38, 41 x 47 = 25-2, 41 x 48 = 25-43, 41 x 49 = 26-7, 41 x 50 = 26-48, 41 x 51 = 27-12, 41 x 52 = 27-53, 41 x 53 = 28-17, 41 x 54 = 28-58, 41 x 55 = 29-22, 41 x 56 = 29-63, 41 x 57 = 30-27, 41 x 58 = 30-68, 41 x 59 = 31-32, 41 x 60 = 31-73, 41 x 61 = 32-37, 41 x 62 = 33-1, 41 x 63 = 33-42, 41 x 64 = 34-6, 41 x 65 = 34-47, 41 x 66 = 35-11, 41 x 67 = 35-52, 41 x 68 = 36-16, 41 x 69 = 36-57, 41 x 70 = 37-21, 41 x 71 = 37-62, 41 x 72 = 38-26, 41 x 73 = 38-67, 41 x 74 = 39-31, 41 x 75 = 39-72, 41 x 76 = 40-36, 
42 x 1 = 0-42, 42 x 2 = 1-7, 42 x 3 = 1-49, 42 x 4 = 2-14, 42 x 5 = 2-56, 42 x 6 = 3-21, 42 x 7 = 3-63, 42 x 8 = 4-28, 42 x 9 = 4-70, 42 x 10 = 5-35, 42 x 11 = 6-0, 42 x 12 = 6-42, 42 x 13 = 7-7, 42 x 14 = 7-49, 42 x 15 = 8-14, 42 x 16 = 8-56, 42 x 17 = 9-21, 42 x 18 = 9-63, 42 x 19 = 10-28, 42 x 20 = 10-70, 42 x 21 = 11-35, 42 x 22 = 12-0, 42 x 23 = 12-42, 42 x 24 = 13-7, 42 x 25 = 13-49, 42 x 26 = 14-14, 42 x 27 = 14-56, 42 x 28 = 15-21, 42 x 29 = 15-63, 42 x 30 = 16-28, 42 x 31 = 16-70, 42 x 32 = 17-35, 42 x 33 = 18-0, 42 x 34 = 18-42, 42 x 35 = 19-7, 42 x 36 = 19-49, 42 x 37 = 20-14, 42 x 38 = 20-56, 42 x 39 = 21-21, 42 x 40 = 21-63, 42 x 41 = 22-28, 42 x 42 = 22-70, 42 x 43 = 23-35, 42 x 44 = 24-0, 42 x 45 = 24-42, 42 x 46 = 25-7, 42 x 47 = 25-49, 42 x 48 = 26-14, 42 x 49 = 26-56, 42 x 50 = 27-21, 42 x 51 = 27-63, 42 x 52 = 28-28, 42 x 53 = 28-70, 42 x 54 = 29-35, 42 x 55 = 30-0, 42 x 56 = 30-42, 42 x 57 = 31-7, 42 x 58 = 31-49, 42 x 59 = 32-14, 42 x 60 = 32-56, 42 x 61 = 33-21, 42 x 62 = 33-63, 42 x 63 = 34-28, 42 x 64 = 34-70, 42 x 65 = 35-35, 42 x 66 = 36-0, 42 x 67 = 36-42, 42 x 68 = 37-7, 42 x 69 = 37-49, 42 x 70 = 38-14, 42 x 71 = 38-56, 42 x 72 = 39-21, 42 x 73 = 39-63, 42 x 74 = 40-28, 42 x 75 = 40-70, 42 x 76 = 41-35, 
43 x 1 = 0-43, 43 x 2 = 1-9, 43 x 3 = 1-52, 43 x 4 = 2-18, 43 x 5 = 2-61, 43 x 6 = 3-27, 43 x 7 = 3-70, 43 x 8 = 4-36, 43 x 9 = 5-2, 43 x 10 = 5-45, 43 x 11 = 6-11, 43 x 12 = 6-54, 43 x 13 = 7-20, 43 x 14 = 7-63, 43 x 15 = 8-29, 43 x 16 = 8-72, 43 x 17 = 9-38, 43 x 18 = 10-4, 43 x 19 = 10-47, 43 x 20 = 11-13, 43 x 21 = 11-56, 43 x 22 = 12-22, 43 x 23 = 12-65, 43 x 24 = 13-31, 43 x 25 = 13-74, 43 x 26 = 14-40, 43 x 27 = 15-6, 43 x 28 = 15-49, 43 x 29 = 16-15, 43 x 30 = 16-58, 43 x 31 = 17-24, 43 x 32 = 17-67, 43 x 33 = 18-33, 43 x 34 = 18-76, 43 x 35 = 19-42, 43 x 36 = 20-8, 43 x 37 = 20-51, 43 x 38 = 21-17, 43 x 39 = 21-60, 43 x 40 = 22-26, 43 x 41 = 22-69, 43 x 42 = 23-35, 43 x 43 = 24-1, 43 x 44 = 24-44, 43 x 45 = 25-10, 43 x 46 = 25-53, 43 x 47 = 26-19, 43 x 48 = 26-62, 43 x 49 = 27-28, 43 x 50 = 27-71, 43 x 51 = 28-37, 43 x 52 = 29-3, 43 x 53 = 29-46, 43 x 54 = 30-12, 43 x 55 = 30-55, 43 x 56 = 31-21, 43 x 57 = 31-64, 43 x 58 = 32-30, 43 x 59 = 32-73, 43 x 60 = 33-39, 43 x 61 = 34-5, 43 x 62 = 34-48, 43 x 63 = 35-14, 43 x 64 = 35-57, 43 x 65 = 36-23, 43 x 66 = 36-66, 43 x 67 = 37-32, 43 x 68 = 37-75, 43 x 69 = 38-41, 43 x 70 = 39-7, 43 x 71 = 39-50, 43 x 72 = 40-16, 43 x 73 = 40-59, 43 x 74 = 41-25, 43 x 75 = 41-68, 43 x 76 = 42-34, 
44 x 1 = 0-44, 44 x 2 = 1-11, 44 x 3 = 1-55, 44 x 4 = 2-22, 44 x 5 = 2-66, 44 x 6 = 3-33, 44 x 7 = 4-0, 44 x 8 = 4-44, 44 x 9 = 5-11, 44 x 10 = 5-55, 44 x 11 = 6-22, 44 x 12 = 6-66, 44 x 13 = 7-33, 44 x 14 = 8-0, 44 x 15 = 8-44, 44 x 16 = 9-11, 44 x 17 = 9-55, 44 x 18 = 10-22, 44 x 19 = 10-66, 44 x 20 = 11-33, 44 x 21 = 12-0, 44 x 22 = 12-44, 44 x 23 = 13-11, 44 x 24 = 13-55, 44 x 25 = 14-22, 44 x 26 = 14-66, 44 x 27 = 15-33, 44 x 28 = 16-0, 44 x 29 = 16-44, 44 x 30 = 17-11, 44 x 31 = 17-55, 44 x 32 = 18-22, 44 x 33 = 18-66, 44 x 34 = 19-33, 44 x 35 = 20-0, 44 x 36 = 20-44, 44 x 37 = 21-11, 44 x 38 = 21-55, 44 x 39 = 22-22, 44 x 40 = 22-66, 44 x 41 = 23-33, 44 x 42 = 24-0, 44 x 43 = 24-44, 44 x 44 = 25-11, 44 x 45 = 25-55, 44 x 46 = 26-22, 44 x 47 = 26-66, 44 x 48 = 27-33, 44 x 49 = 28-0, 44 x 50 = 28-44, 44 x 51 = 29-11, 44 x 52 = 29-55, 44 x 53 = 30-22, 44 x 54 = 30-66, 44 x 55 = 31-33, 44 x 56 = 32-0, 44 x 57 = 32-44, 44 x 58 = 33-11, 44 x 59 = 33-55, 44 x 60 = 34-22, 44 x 61 = 34-66, 44 x 62 = 35-33, 44 x 63 = 36-0, 44 x 64 = 36-44, 44 x 65 = 37-11, 44 x 66 = 37-55, 44 x 67 = 38-22, 44 x 68 = 38-66, 44 x 69 = 39-33, 44 x 70 = 40-0, 44 x 71 = 40-44, 44 x 72 = 41-11, 44 x 73 = 41-55, 44 x 74 = 42-22, 44 x 75 = 42-66, 44 x 76 = 43-33, 
45 x 1 = 0-45, 45 x 2 = 1-13, 45 x 3 = 1-58, 45 x 4 = 2-26, 45 x 5 = 2-71, 45 x 6 = 3-39, 45 x 7 = 4-7, 45 x 8 = 4-52, 45 x 9 = 5-20, 45 x 10 = 5-65, 45 x 11 = 6-33, 45 x 12 = 7-1, 45 x 13 = 7-46, 45 x 14 = 8-14, 45 x 15 = 8-59, 45 x 16 = 9-27, 45 x 17 = 9-72, 45 x 18 = 10-40, 45 x 19 = 11-8, 45 x 20 = 11-53, 45 x 21 = 12-21, 45 x 22 = 12-66, 45 x 23 = 13-34, 45 x 24 = 14-2, 45 x 25 = 14-47, 45 x 26 = 15-15, 45 x 27 = 15-60, 45 x 28 = 16-28, 45 x 29 = 16-73, 45 x 30 = 17-41, 45 x 31 = 18-9, 45 x 32 = 18-54, 45 x 33 = 19-22, 45 x 34 = 19-67, 45 x 35 = 20-35, 45 x 36 = 21-3, 45 x 37 = 21-48, 45 x 38 = 22-16, 45 x 39 = 22-61, 45 x 40 = 23-29, 45 x 41 = 23-74, 45 x 42 = 24-42, 45 x 43 = 25-10, 45 x 44 = 25-55, 45 x 45 = 26-23, 45 x 46 = 26-68, 45 x 47 = 27-36, 45 x 48 = 28-4, 45 x 49 = 28-49, 45 x 50 = 29-17, 45 x 51 = 29-62, 45 x 52 = 30-30, 45 x 53 = 30-75, 45 x 54 = 31-43, 45 x 55 = 32-11, 45 x 56 = 32-56, 45 x 57 = 33-24, 45 x 58 = 33-69, 45 x 59 = 34-37, 45 x 60 = 35-5, 45 x 61 = 35-50, 45 x 62 = 36-18, 45 x 63 = 36-63, 45 x 64 = 37-31, 45 x 65 = 37-76, 45 x 66 = 38-44, 45 x 67 = 39-12, 45 x 68 = 39-57, 45 x 69 = 40-25, 45 x 70 = 40-70, 45 x 71 = 41-38, 45 x 72 = 42-6, 45 x 73 = 42-51, 45 x 74 = 43-19, 45 x 75 = 43-64, 45 x 76 = 44-32, 
46 x 1 = 0-46, 46 x 2 = 1-15, 46 x 3 = 1-61, 46 x 4 = 2-30, 46 x 5 = 2-76, 46 x 6 = 3-45, 46 x 7 = 4-14, 46 x 8 = 4-60, 46 x 9 = 5-29, 46 x 10 = 5-75, 46 x 11 = 6-44, 46 x 12 = 7-13, 46 x 13 = 7-59, 46 x 14 = 8-28, 46 x 15 = 8-74, 46 x 16 = 9-43, 46 x 17 = 10-12, 46 x 18 = 10-58, 46 x 19 = 11-27, 46 x 20 = 11-73, 46 x 21 = 12-42, 46 x 22 = 13-11, 46 x 23 = 13-57, 46 x 24 = 14-26, 46 x 25 = 14-72, 46 x 26 = 15-41, 46 x 27 = 16-10, 46 x 28 = 16-56, 46 x 29 = 17-25, 46 x 30 = 17-71, 46 x 31 = 18-40, 46 x 32 = 19-9, 46 x 33 = 19-55, 46 x 34 = 20-24, 46 x 35 = 20-70, 46 x 36 = 21-39, 46 x 37 = 22-8, 46 x 38 = 22-54, 46 x 39 = 23-23, 46 x 40 = 23-69, 46 x 41 = 24-38, 46 x 42 = 25-7, 46 x 43 = 25-53, 46 x 44 = 26-22, 46 x 45 = 26-68, 46 x 46 = 27-37, 46 x 47 = 28-6, 46 x 48 = 28-52, 46 x 49 = 29-21, 46 x 50 = 29-67, 46 x 51 = 30-36, 46 x 52 = 31-5, 46 x 53 = 31-51, 46 x 54 = 32-20, 46 x 55 = 32-66, 46 x 56 = 33-35, 46 x 57 = 34-4, 46 x 58 = 34-50, 46 x 59 = 35-19, 46 x 60 = 35-65, 46 x 61 = 36-34, 46 x 62 = 37-3, 46 x 63 = 37-49, 46 x 64 = 38-18, 46 x 65 = 38-64, 46 x 66 = 39-33, 46 x 67 = 40-2, 46 x 68 = 40-48, 46 x 69 = 41-17, 46 x 70 = 41-63, 46 x 71 = 42-32, 46 x 72 = 43-1, 46 x 73 = 43-47, 46 x 74 = 44-16, 46 x 75 = 44-62, 46 x 76 = 45-31, 
47 x 1 = 0-47, 47 x 2 = 1-17, 47 x 3 = 1-64, 47 x 4 = 2-34, 47 x 5 = 3-4, 47 x 6 = 3-51, 47 x 7 = 4-21, 47 x 8 = 4-68, 47 x 9 = 5-38, 47 x 10 = 6-8, 47 x 11 = 6-55, 47 x 12 = 7-25, 47 x 13 = 7-72, 47 x 14 = 8-42, 47 x 15 = 9-12, 47 x 16 = 9-59, 47 x 17 = 10-29, 47 x 18 = 10-76, 47 x 19 = 11-46, 47 x 20 = 12-16, 47 x 21 = 12-63, 47 x 22 = 13-33, 47 x 23 = 14-3, 47 x 24 = 14-50, 47 x 25 = 15-20, 47 x 26 = 15-67, 47 x 27 = 16-37, 47 x 28 = 17-7, 47 x 29 = 17-54, 47 x 30 = 18-24, 47 x 31 = 18-71, 47 x 32 = 19-41, 47 x 33 = 20-11, 47 x 34 = 20-58, 47 x 35 = 21-28, 47 x 36 = 21-75, 47 x 37 = 22-45, 47 x 38 = 23-15, 47 x 39 = 23-62, 47 x 40 = 24-32, 47 x 41 = 25-2, 47 x 42 = 25-49, 47 x 43 = 26-19, 47 x 44 = 26-66, 47 x 45 = 27-36, 47 x 46 = 28-6, 47 x 47 = 28-53, 47 x 48 = 29-23, 47 x 49 = 29-70, 47 x 50 = 30-40, 47 x 51 = 31-10, 47 x 52 = 31-57, 47 x 53 = 32-27, 47 x 54 = 32-74, 47 x 55 = 33-44, 47 x 56 = 34-14, 47 x 57 = 34-61, 47 x 58 = 35-31, 47 x 59 = 36-1, 47 x 60 = 36-48, 47 x 61 = 37-18, 47 x 62 = 37-65, 47 x 63 = 38-35, 47 x 64 = 39-5, 47 x 65 = 39-52, 47 x 66 = 40-22, 47 x 67 = 40-69, 47 x 68 = 41-39, 47 x 69 = 42-9, 47 x 70 = 42-56, 47 x 71 = 43-26, 47 x 72 = 43-73, 47 x 73 = 44-43, 47 x 74 = 45-13, 47 x 75 = 45-60, 47 x 76 = 46-30, 
48 x 1 = 0-48, 48 x 2 = 1-19, 48 x 3 = 1-67, 48 x 4 = 2-38, 48 x 5 = 3-9, 48 x 6 = 3-57, 48 x 7 = 4-28, 48 x 8 = 4-76, 48 x 9 = 5-47, 48 x 10 = 6-18, 48 x 11 = 6-66, 48 x 12 = 7-37, 48 x 13 = 8-8, 48 x 14 = 8-56, 48 x 15 = 9-27, 48 x 16 = 9-75, 48 x 17 = 10-46, 48 x 18 = 11-17, 48 x 19 = 11-65, 48 x 20 = 12-36, 48 x 21 = 13-7, 48 x 22 = 13-55, 48 x 23 = 14-26, 48 x 24 = 14-74, 48 x 25 = 15-45, 48 x 26 = 16-16, 48 x 27 = 16-64, 48 x 28 = 17-35, 48 x 29 = 18-6, 48 x 30 = 18-54, 48 x 31 = 19-25, 48 x 32 = 19-73, 48 x 33 = 20-44, 48 x 34 = 21-15, 48 x 35 = 21-63, 48 x 36 = 22-34, 48 x 37 = 23-5, 48 x 38 = 23-53, 48 x 39 = 24-24, 48 x 40 = 24-72, 48 x 41 = 25-43, 48 x 42 = 26-14, 48 x 43 = 26-62, 48 x 44 = 27-33, 48 x 45 = 28-4, 48 x 46 = 28-52, 48 x 47 = 29-23, 48 x 48 = 29-71, 48 x 49 = 30-42, 48 x 50 = 31-13, 48 x 51 = 31-61, 48 x 52 = 32-32, 48 x 53 = 33-3, 48 x 54 = 33-51, 48 x 55 = 34-22, 48 x 56 = 34-70, 48 x 57 = 35-41, 48 x 58 = 36-12, 48 x 59 = 36-60, 48 x 60 = 37-31, 48 x 61 = 38-2, 48 x 62 = 38-50, 48 x 63 = 39-21, 48 x 64 = 39-69, 48 x 65 = 40-40, 48 x 66 = 41-11, 48 x 67 = 41-59, 48 x 68 = 42-30, 48 x 69 = 43-1, 48 x 70 = 43-49, 48 x 71 = 44-20, 48 x 72 = 44-68, 48 x 73 = 45-39, 48 x 74 = 46-10, 48 x 75 = 46-58, 48 x 76 = 47-29, 
49 x 1 = 0-49, 49 x 2 = 1-21, 49 x 3 = 1-70, 49 x 4 = 2-42, 49 x 5 = 3-14, 49 x 6 = 3-63, 49 x 7 = 4-35, 49 x 8 = 5-7, 49 x 9 = 5-56, 49 x 10 = 6-28, 49 x 11 = 7-0, 49 x 12 = 7-49, 49 x 13 = 8-21, 49 x 14 = 8-70, 49 x 15 = 9-42, 49 x 16 = 10-14, 49 x 17 = 10-63, 49 x 18 = 11-35, 49 x 19 = 12-7, 49 x 20 = 12-56, 49 x 21 = 13-28, 49 x 22 = 14-0, 49 x 23 = 14-49, 49 x 24 = 15-21, 49 x 25 = 15-70, 49 x 26 = 16-42, 49 x 27 = 17-14, 49 x 28 = 17-63, 49 x 29 = 18-35, 49 x 30 = 19-7, 49 x 31 = 19-56, 49 x 32 = 20-28, 49 x 33 = 21-0, 49 x 34 = 21-49, 49 x 35 = 22-21, 49 x 36 = 22-70, 49 x 37 = 23-42, 49 x 38 = 24-14, 49 x 39 = 24-63, 49 x 40 = 25-35, 49 x 41 = 26-7, 49 x 42 = 26-56, 49 x 43 = 27-28, 49 x 44 = 28-0, 49 x 45 = 28-49, 49 x 46 = 29-21, 49 x 47 = 29-70, 49 x 48 = 30-42, 49 x 49 = 31-14, 49 x 50 = 31-63, 49 x 51 = 32-35, 49 x 52 = 33-7, 49 x 53 = 33-56, 49 x 54 = 34-28, 49 x 55 = 35-0, 49 x 56 = 35-49, 49 x 57 = 36-21, 49 x 58 = 36-70, 49 x 59 = 37-42, 49 x 60 = 38-14, 49 x 61 = 38-63, 49 x 62 = 39-35, 49 x 63 = 40-7, 49 x 64 = 40-56, 49 x 65 = 41-28, 49 x 66 = 42-0, 49 x 67 = 42-49, 49 x 68 = 43-21, 49 x 69 = 43-70, 49 x 70 = 44-42, 49 x 71 = 45-14, 49 x 72 = 45-63, 49 x 73 = 46-35, 49 x 74 = 47-7, 49 x 75 = 47-56, 49 x 76 = 48-28, 
50 x 1 = 0-50, 50 x 2 = 1-23, 50 x 3 = 1-73, 50 x 4 = 2-46, 50 x 5 = 3-19, 50 x 6 = 3-69, 50 x 7 = 4-42, 50 x 8 = 5-15, 50 x 9 = 5-65, 50 x 10 = 6-38, 50 x 11 = 7-11, 50 x 12 = 7-61, 50 x 13 = 8-34, 50 x 14 = 9-7, 50 x 15 = 9-57, 50 x 16 = 10-30, 50 x 17 = 11-3, 50 x 18 = 11-53, 50 x 19 = 12-26, 50 x 20 = 12-76, 50 x 21 = 13-49, 50 x 22 = 14-22, 50 x 23 = 14-72, 50 x 24 = 15-45, 50 x 25 = 16-18, 50 x 26 = 16-68, 50 x 27 = 17-41, 50 x 28 = 18-14, 50 x 29 = 18-64, 50 x 30 = 19-37, 50 x 31 = 20-10, 50 x 32 = 20-60, 50 x 33 = 21-33, 50 x 34 = 22-6, 50 x 35 = 22-56, 50 x 36 = 23-29, 50 x 37 = 24-2, 50 x 38 = 24-52, 50 x 39 = 25-25, 50 x 40 = 25-75, 50 x 41 = 26-48, 50 x 42 = 27-21, 50 x 43 = 27-71, 50 x 44 = 28-44, 50 x 45 = 29-17, 50 x 46 = 29-67, 50 x 47 = 30-40, 50 x 48 = 31-13, 50 x 49 = 31-63, 50 x 50 = 32-36, 50 x 51 = 33-9, 50 x 52 = 33-59, 50 x 53 = 34-32, 50 x 54 = 35-5, 50 x 55 = 35-55, 50 x 56 = 36-28, 50 x 57 = 37-1, 50 x 58 = 37-51, 50 x 59 = 38-24, 50 x 60 = 38-74, 50 x 61 = 39-47, 50 x 62 = 40-20, 50 x 63 = 40-70, 50 x 64 = 41-43, 50 x 65 = 42-16, 50 x 66 = 42-66, 50 x 67 = 43-39, 50 x 68 = 44-12, 50 x 69 = 44-62, 50 x 70 = 45-35, 50 x 71 = 46-8, 50 x 72 = 46-58, 50 x 73 = 47-31, 50 x 74 = 48-4, 50 x 75 = 48-54, 50 x 76 = 49-27, 
51 x 1 = 0-51, 51 x 2 = 1-25, 51 x 3 = 1-76, 51 x 4 = 2-50, 51 x 5 = 3-24, 51 x 6 = 3-75, 51 x 7 = 4-49, 51 x 8 = 5-23, 51 x 9 = 5-74, 51 x 10 = 6-48, 51 x 11 = 7-22, 51 x 12 = 7-73, 51 x 13 = 8-47, 51 x 14 = 9-21, 51 x 15 = 9-72, 51 x 16 = 10-46, 51 x 17 = 11-20, 51 x 18 = 11-71, 51 x 19 = 12-45, 51 x 20 = 13-19, 51 x 21 = 13-70, 51 x 22 = 14-44, 51 x 23 = 15-18, 51 x 24 = 15-69, 51 x 25 = 16-43, 51 x 26 = 17-17, 51 x 27 = 17-68, 51 x 28 = 18-42, 51 x 29 = 19-16, 51 x 30 = 19-67, 51 x 31 = 20-41, 51 x 32 = 21-15, 51 x 33 = 21-66, 51 x 34 = 22-40, 51 x 35 = 23-14, 51 x 36 = 23-65, 51 x 37 = 24-39, 51 x 38 = 25-13, 51 x 39 = 25-64, 51 x 40 = 26-38, 51 x 41 = 27-12, 51 x 42 = 27-63, 51 x 43 = 28-37, 51 x 44 = 29-11, 51 x 45 = 29-62, 51 x 46 = 30-36, 51 x 47 = 31-10, 51 x 48 = 31-61, 51 x 49 = 32-35, 51 x 50 = 33-9, 51 x 51 = 33-60, 51 x 52 = 34-34, 51 x 53 = 35-8, 51 x 54 = 35-59, 51 x 55 = 36-33, 51 x 56 = 37-7, 51 x 57 = 37-58, 51 x 58 = 38-32, 51 x 59 = 39-6, 51 x 60 = 39-57, 51 x 61 = 40-31, 51 x 62 = 41-5, 51 x 63 = 41-56, 51 x 64 = 42-30, 51 x 65 = 43-4, 51 x 66 = 43-55, 51 x 67 = 44-29, 51 x 68 = 45-3, 51 x 69 = 45-54, 51 x 70 = 46-28, 51 x 71 = 47-2, 51 x 72 = 47-53, 51 x 73 = 48-27, 51 x 74 = 49-1, 51 x 75 = 49-52, 51 x 76 = 50-26, 
52 x 1 = 0-52, 52 x 2 = 1-27, 52 x 3 = 2-2, 52 x 4 = 2-54, 52 x 5 = 3-29, 52 x 6 = 4-4, 52 x 7 = 4-56, 52 x 8 = 5-31, 52 x 9 = 6-6, 52 x 10 = 6-58, 52 x 11 = 7-33, 52 x 12 = 8-8, 52 x 13 = 8-60, 52 x 14 = 9-35, 52 x 15 = 10-10, 52 x 16 = 10-62, 52 x 17 = 11-37, 52 x 18 = 12-12, 52 x 19 = 12-64, 52 x 20 = 13-39, 52 x 21 = 14-14, 52 x 22 = 14-66, 52 x 23 = 15-41, 52 x 24 = 16-16, 52 x 25 = 16-68, 52 x 26 = 17-43, 52 x 27 = 18-18, 52 x 28 = 18-70, 52 x 29 = 19-45, 52 x 30 = 20-20, 52 x 31 = 20-72, 52 x 32 = 21-47, 52 x 33 = 22-22, 52 x 34 = 22-74, 52 x 35 = 23-49, 52 x 36 = 24-24, 52 x 37 = 24-76, 52 x 38 = 25-51, 52 x 39 = 26-26, 52 x 40 = 27-1, 52 x 41 = 27-53, 52 x 42 = 28-28, 52 x 43 = 29-3, 52 x 44 = 29-55, 52 x 45 = 30-30, 52 x 46 = 31-5, 52 x 47 = 31-57, 52 x 48 = 32-32, 52 x 49 = 33-7, 52 x 50 = 33-59, 52 x 51 = 34-34, 52 x 52 = 35-9, 52 x 53 = 35-61, 52 x 54 = 36-36, 52 x 55 = 37-11, 52 x 56 = 37-63, 52 x 57 = 38-38, 52 x 58 = 39-13, 52 x 59 = 39-65, 52 x 60 = 40-40, 52 x 61 = 41-15, 52 x 62 = 41-67, 52 x 63 = 42-42, 52 x 64 = 43-17, 52 x 65 = 43-69, 52 x 66 = 44-44, 52 x 67 = 45-19, 52 x 68 = 45-71, 52 x 69 = 46-46, 52 x 70 = 47-21, 52 x 71 = 47-73, 52 x 72 = 48-48, 52 x 73 = 49-23, 52 x 74 = 49-75, 52 x 75 = 50-50, 52 x 76 = 51-25, 
