35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-17, 35 x 4 = 1-52, 35 x 5 = 1-87, 35 x 6 = 2-34, 35 x 7 = 2-69, 35 x 8 = 3-16, 35 x 9 = 3-51, 35 x 10 = 3-86, 35 x 11 = 4-33, 35 x 12 = 4-68, 35 x 13 = 5-15, 35 x 14 = 5-50, 35 x 15 = 5-85, 35 x 16 = 6-32, 35 x 17 = 6-67, 35 x 18 = 7-14, 35 x 19 = 7-49, 35 x 20 = 7-84, 35 x 21 = 8-31, 35 x 22 = 8-66, 35 x 23 = 9-13, 35 x 24 = 9-48, 35 x 25 = 9-83, 35 x 26 = 10-30, 35 x 27 = 10-65, 35 x 28 = 11-12, 35 x 29 = 11-47, 35 x 30 = 11-82, 35 x 31 = 12-29, 35 x 32 = 12-64, 35 x 33 = 13-11, 35 x 34 = 13-46, 35 x 35 = 13-81, 35 x 36 = 14-28, 35 x 37 = 14-63, 35 x 38 = 15-10, 35 x 39 = 15-45, 35 x 40 = 15-80, 35 x 41 = 16-27, 35 x 42 = 16-62, 35 x 43 = 17-9, 35 x 44 = 17-44, 35 x 45 = 17-79, 35 x 46 = 18-26, 35 x 47 = 18-61, 35 x 48 = 19-8, 35 x 49 = 19-43, 35 x 50 = 19-78, 35 x 51 = 20-25, 35 x 52 = 20-60, 35 x 53 = 21-7, 35 x 54 = 21-42, 35 x 55 = 21-77, 35 x 56 = 22-24, 35 x 57 = 22-59, 35 x 58 = 23-6, 35 x 59 = 23-41, 35 x 60 = 23-76, 35 x 61 = 24-23, 35 x 62 = 24-58, 35 x 63 = 25-5, 35 x 64 = 25-40, 35 x 65 = 25-75, 35 x 66 = 26-22, 35 x 67 = 26-57, 35 x 68 = 27-4, 35 x 69 = 27-39, 35 x 70 = 27-74, 35 x 71 = 28-21, 35 x 72 = 28-56, 35 x 73 = 29-3, 35 x 74 = 29-38, 35 x 75 = 29-73, 35 x 76 = 30-20, 35 x 77 = 30-55, 35 x 78 = 31-2, 35 x 79 = 31-37, 35 x 80 = 31-72, 35 x 81 = 32-19, 35 x 82 = 32-54, 35 x 83 = 33-1, 35 x 84 = 33-36, 35 x 85 = 33-71, 35 x 86 = 34-18, 35 x 87 = 34-53, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-20, 36 x 4 = 1-56, 36 x 5 = 2-4, 36 x 6 = 2-40, 36 x 7 = 2-76, 36 x 8 = 3-24, 36 x 9 = 3-60, 36 x 10 = 4-8, 36 x 11 = 4-44, 36 x 12 = 4-80, 36 x 13 = 5-28, 36 x 14 = 5-64, 36 x 15 = 6-12, 36 x 16 = 6-48, 36 x 17 = 6-84, 36 x 18 = 7-32, 36 x 19 = 7-68, 36 x 20 = 8-16, 36 x 21 = 8-52, 36 x 22 = 9-0, 36 x 23 = 9-36, 36 x 24 = 9-72, 36 x 25 = 10-20, 36 x 26 = 10-56, 36 x 27 = 11-4, 36 x 28 = 11-40, 36 x 29 = 11-76, 36 x 30 = 12-24, 36 x 31 = 12-60, 36 x 32 = 13-8, 36 x 33 = 13-44, 36 x 34 = 13-80, 36 x 35 = 14-28, 36 x 36 = 14-64, 36 x 37 = 15-12, 36 x 38 = 15-48, 36 x 39 = 15-84, 36 x 40 = 16-32, 36 x 41 = 16-68, 36 x 42 = 17-16, 36 x 43 = 17-52, 36 x 44 = 18-0, 36 x 45 = 18-36, 36 x 46 = 18-72, 36 x 47 = 19-20, 36 x 48 = 19-56, 36 x 49 = 20-4, 36 x 50 = 20-40, 36 x 51 = 20-76, 36 x 52 = 21-24, 36 x 53 = 21-60, 36 x 54 = 22-8, 36 x 55 = 22-44, 36 x 56 = 22-80, 36 x 57 = 23-28, 36 x 58 = 23-64, 36 x 59 = 24-12, 36 x 60 = 24-48, 36 x 61 = 24-84, 36 x 62 = 25-32, 36 x 63 = 25-68, 36 x 64 = 26-16, 36 x 65 = 26-52, 36 x 66 = 27-0, 36 x 67 = 27-36, 36 x 68 = 27-72, 36 x 69 = 28-20, 36 x 70 = 28-56, 36 x 71 = 29-4, 36 x 72 = 29-40, 36 x 73 = 29-76, 36 x 74 = 30-24, 36 x 75 = 30-60, 36 x 76 = 31-8, 36 x 77 = 31-44, 36 x 78 = 31-80, 36 x 79 = 32-28, 36 x 80 = 32-64, 36 x 81 = 33-12, 36 x 82 = 33-48, 36 x 83 = 33-84, 36 x 84 = 34-32, 36 x 85 = 34-68, 36 x 86 = 35-16, 36 x 87 = 35-52, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-23, 37 x 4 = 1-60, 37 x 5 = 2-9, 37 x 6 = 2-46, 37 x 7 = 2-83, 37 x 8 = 3-32, 37 x 9 = 3-69, 37 x 10 = 4-18, 37 x 11 = 4-55, 37 x 12 = 5-4, 37 x 13 = 5-41, 37 x 14 = 5-78, 37 x 15 = 6-27, 37 x 16 = 6-64, 37 x 17 = 7-13, 37 x 18 = 7-50, 37 x 19 = 7-87, 37 x 20 = 8-36, 37 x 21 = 8-73, 37 x 22 = 9-22, 37 x 23 = 9-59, 37 x 24 = 10-8, 37 x 25 = 10-45, 37 x 26 = 10-82, 37 x 27 = 11-31, 37 x 28 = 11-68, 37 x 29 = 12-17, 37 x 30 = 12-54, 37 x 31 = 13-3, 37 x 32 = 13-40, 37 x 33 = 13-77, 37 x 34 = 14-26, 37 x 35 = 14-63, 37 x 36 = 15-12, 37 x 37 = 15-49, 37 x 38 = 15-86, 37 x 39 = 16-35, 37 x 40 = 16-72, 37 x 41 = 17-21, 37 x 42 = 17-58, 37 x 43 = 18-7, 37 x 44 = 18-44, 37 x 45 = 18-81, 37 x 46 = 19-30, 37 x 47 = 19-67, 37 x 48 = 20-16, 37 x 49 = 20-53, 37 x 50 = 21-2, 37 x 51 = 21-39, 37 x 52 = 21-76, 37 x 53 = 22-25, 37 x 54 = 22-62, 37 x 55 = 23-11, 37 x 56 = 23-48, 37 x 57 = 23-85, 37 x 58 = 24-34, 37 x 59 = 24-71, 37 x 60 = 25-20, 37 x 61 = 25-57, 37 x 62 = 26-6, 37 x 63 = 26-43, 37 x 64 = 26-80, 37 x 65 = 27-29, 37 x 66 = 27-66, 37 x 67 = 28-15, 37 x 68 = 28-52, 37 x 69 = 29-1, 37 x 70 = 29-38, 37 x 71 = 29-75, 37 x 72 = 30-24, 37 x 73 = 30-61, 37 x 74 = 31-10, 37 x 75 = 31-47, 37 x 76 = 31-84, 37 x 77 = 32-33, 37 x 78 = 32-70, 37 x 79 = 33-19, 37 x 80 = 33-56, 37 x 81 = 34-5, 37 x 82 = 34-42, 37 x 83 = 34-79, 37 x 84 = 35-28, 37 x 85 = 35-65, 37 x 86 = 36-14, 37 x 87 = 36-51, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-26, 38 x 4 = 1-64, 38 x 5 = 2-14, 38 x 6 = 2-52, 38 x 7 = 3-2, 38 x 8 = 3-40, 38 x 9 = 3-78, 38 x 10 = 4-28, 38 x 11 = 4-66, 38 x 12 = 5-16, 38 x 13 = 5-54, 38 x 14 = 6-4, 38 x 15 = 6-42, 38 x 16 = 6-80, 38 x 17 = 7-30, 38 x 18 = 7-68, 38 x 19 = 8-18, 38 x 20 = 8-56, 38 x 21 = 9-6, 38 x 22 = 9-44, 38 x 23 = 9-82, 38 x 24 = 10-32, 38 x 25 = 10-70, 38 x 26 = 11-20, 38 x 27 = 11-58, 38 x 28 = 12-8, 38 x 29 = 12-46, 38 x 30 = 12-84, 38 x 31 = 13-34, 38 x 32 = 13-72, 38 x 33 = 14-22, 38 x 34 = 14-60, 38 x 35 = 15-10, 38 x 36 = 15-48, 38 x 37 = 15-86, 38 x 38 = 16-36, 38 x 39 = 16-74, 38 x 40 = 17-24, 38 x 41 = 17-62, 38 x 42 = 18-12, 38 x 43 = 18-50, 38 x 44 = 19-0, 38 x 45 = 19-38, 38 x 46 = 19-76, 38 x 47 = 20-26, 38 x 48 = 20-64, 38 x 49 = 21-14, 38 x 50 = 21-52, 38 x 51 = 22-2, 38 x 52 = 22-40, 38 x 53 = 22-78, 38 x 54 = 23-28, 38 x 55 = 23-66, 38 x 56 = 24-16, 38 x 57 = 24-54, 38 x 58 = 25-4, 38 x 59 = 25-42, 38 x 60 = 25-80, 38 x 61 = 26-30, 38 x 62 = 26-68, 38 x 63 = 27-18, 38 x 64 = 27-56, 38 x 65 = 28-6, 38 x 66 = 28-44, 38 x 67 = 28-82, 38 x 68 = 29-32, 38 x 69 = 29-70, 38 x 70 = 30-20, 38 x 71 = 30-58, 38 x 72 = 31-8, 38 x 73 = 31-46, 38 x 74 = 31-84, 38 x 75 = 32-34, 38 x 76 = 32-72, 38 x 77 = 33-22, 38 x 78 = 33-60, 38 x 79 = 34-10, 38 x 80 = 34-48, 38 x 81 = 34-86, 38 x 82 = 35-36, 38 x 83 = 35-74, 38 x 84 = 36-24, 38 x 85 = 36-62, 38 x 86 = 37-12, 38 x 87 = 37-50, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-29, 39 x 4 = 1-68, 39 x 5 = 2-19, 39 x 6 = 2-58, 39 x 7 = 3-9, 39 x 8 = 3-48, 39 x 9 = 3-87, 39 x 10 = 4-38, 39 x 11 = 4-77, 39 x 12 = 5-28, 39 x 13 = 5-67, 39 x 14 = 6-18, 39 x 15 = 6-57, 39 x 16 = 7-8, 39 x 17 = 7-47, 39 x 18 = 7-86, 39 x 19 = 8-37, 39 x 20 = 8-76, 39 x 21 = 9-27, 39 x 22 = 9-66, 39 x 23 = 10-17, 39 x 24 = 10-56, 39 x 25 = 11-7, 39 x 26 = 11-46, 39 x 27 = 11-85, 39 x 28 = 12-36, 39 x 29 = 12-75, 39 x 30 = 13-26, 39 x 31 = 13-65, 39 x 32 = 14-16, 39 x 33 = 14-55, 39 x 34 = 15-6, 39 x 35 = 15-45, 39 x 36 = 15-84, 39 x 37 = 16-35, 39 x 38 = 16-74, 39 x 39 = 17-25, 39 x 40 = 17-64, 39 x 41 = 18-15, 39 x 42 = 18-54, 39 x 43 = 19-5, 39 x 44 = 19-44, 39 x 45 = 19-83, 39 x 46 = 20-34, 39 x 47 = 20-73, 39 x 48 = 21-24, 39 x 49 = 21-63, 39 x 50 = 22-14, 39 x 51 = 22-53, 39 x 52 = 23-4, 39 x 53 = 23-43, 39 x 54 = 23-82, 39 x 55 = 24-33, 39 x 56 = 24-72, 39 x 57 = 25-23, 39 x 58 = 25-62, 39 x 59 = 26-13, 39 x 60 = 26-52, 39 x 61 = 27-3, 39 x 62 = 27-42, 39 x 63 = 27-81, 39 x 64 = 28-32, 39 x 65 = 28-71, 39 x 66 = 29-22, 39 x 67 = 29-61, 39 x 68 = 30-12, 39 x 69 = 30-51, 39 x 70 = 31-2, 39 x 71 = 31-41, 39 x 72 = 31-80, 39 x 73 = 32-31, 39 x 74 = 32-70, 39 x 75 = 33-21, 39 x 76 = 33-60, 39 x 77 = 34-11, 39 x 78 = 34-50, 39 x 79 = 35-1, 39 x 80 = 35-40, 39 x 81 = 35-79, 39 x 82 = 36-30, 39 x 83 = 36-69, 39 x 84 = 37-20, 39 x 85 = 37-59, 39 x 86 = 38-10, 39 x 87 = 38-49, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-32, 40 x 4 = 1-72, 40 x 5 = 2-24, 40 x 6 = 2-64, 40 x 7 = 3-16, 40 x 8 = 3-56, 40 x 9 = 4-8, 40 x 10 = 4-48, 40 x 11 = 5-0, 40 x 12 = 5-40, 40 x 13 = 5-80, 40 x 14 = 6-32, 40 x 15 = 6-72, 40 x 16 = 7-24, 40 x 17 = 7-64, 40 x 18 = 8-16, 40 x 19 = 8-56, 40 x 20 = 9-8, 40 x 21 = 9-48, 40 x 22 = 10-0, 40 x 23 = 10-40, 40 x 24 = 10-80, 40 x 25 = 11-32, 40 x 26 = 11-72, 40 x 27 = 12-24, 40 x 28 = 12-64, 40 x 29 = 13-16, 40 x 30 = 13-56, 40 x 31 = 14-8, 40 x 32 = 14-48, 40 x 33 = 15-0, 40 x 34 = 15-40, 40 x 35 = 15-80, 40 x 36 = 16-32, 40 x 37 = 16-72, 40 x 38 = 17-24, 40 x 39 = 17-64, 40 x 40 = 18-16, 40 x 41 = 18-56, 40 x 42 = 19-8, 40 x 43 = 19-48, 40 x 44 = 20-0, 40 x 45 = 20-40, 40 x 46 = 20-80, 40 x 47 = 21-32, 40 x 48 = 21-72, 40 x 49 = 22-24, 40 x 50 = 22-64, 40 x 51 = 23-16, 40 x 52 = 23-56, 40 x 53 = 24-8, 40 x 54 = 24-48, 40 x 55 = 25-0, 40 x 56 = 25-40, 40 x 57 = 25-80, 40 x 58 = 26-32, 40 x 59 = 26-72, 40 x 60 = 27-24, 40 x 61 = 27-64, 40 x 62 = 28-16, 40 x 63 = 28-56, 40 x 64 = 29-8, 40 x 65 = 29-48, 40 x 66 = 30-0, 40 x 67 = 30-40, 40 x 68 = 30-80, 40 x 69 = 31-32, 40 x 70 = 31-72, 40 x 71 = 32-24, 40 x 72 = 32-64, 40 x 73 = 33-16, 40 x 74 = 33-56, 40 x 75 = 34-8, 40 x 76 = 34-48, 40 x 77 = 35-0, 40 x 78 = 35-40, 40 x 79 = 35-80, 40 x 80 = 36-32, 40 x 81 = 36-72, 40 x 82 = 37-24, 40 x 83 = 37-64, 40 x 84 = 38-16, 40 x 85 = 38-56, 40 x 86 = 39-8, 40 x 87 = 39-48, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-35, 41 x 4 = 1-76, 41 x 5 = 2-29, 41 x 6 = 2-70, 41 x 7 = 3-23, 41 x 8 = 3-64, 41 x 9 = 4-17, 41 x 10 = 4-58, 41 x 11 = 5-11, 41 x 12 = 5-52, 41 x 13 = 6-5, 41 x 14 = 6-46, 41 x 15 = 6-87, 41 x 16 = 7-40, 41 x 17 = 7-81, 41 x 18 = 8-34, 41 x 19 = 8-75, 41 x 20 = 9-28, 41 x 21 = 9-69, 41 x 22 = 10-22, 41 x 23 = 10-63, 41 x 24 = 11-16, 41 x 25 = 11-57, 41 x 26 = 12-10, 41 x 27 = 12-51, 41 x 28 = 13-4, 41 x 29 = 13-45, 41 x 30 = 13-86, 41 x 31 = 14-39, 41 x 32 = 14-80, 41 x 33 = 15-33, 41 x 34 = 15-74, 41 x 35 = 16-27, 41 x 36 = 16-68, 41 x 37 = 17-21, 41 x 38 = 17-62, 41 x 39 = 18-15, 41 x 40 = 18-56, 41 x 41 = 19-9, 41 x 42 = 19-50, 41 x 43 = 20-3, 41 x 44 = 20-44, 41 x 45 = 20-85, 41 x 46 = 21-38, 41 x 47 = 21-79, 41 x 48 = 22-32, 41 x 49 = 22-73, 41 x 50 = 23-26, 41 x 51 = 23-67, 41 x 52 = 24-20, 41 x 53 = 24-61, 41 x 54 = 25-14, 41 x 55 = 25-55, 41 x 56 = 26-8, 41 x 57 = 26-49, 41 x 58 = 27-2, 41 x 59 = 27-43, 41 x 60 = 27-84, 41 x 61 = 28-37, 41 x 62 = 28-78, 41 x 63 = 29-31, 41 x 64 = 29-72, 41 x 65 = 30-25, 41 x 66 = 30-66, 41 x 67 = 31-19, 41 x 68 = 31-60, 41 x 69 = 32-13, 41 x 70 = 32-54, 41 x 71 = 33-7, 41 x 72 = 33-48, 41 x 73 = 34-1, 41 x 74 = 34-42, 41 x 75 = 34-83, 41 x 76 = 35-36, 41 x 77 = 35-77, 41 x 78 = 36-30, 41 x 79 = 36-71, 41 x 80 = 37-24, 41 x 81 = 37-65, 41 x 82 = 38-18, 41 x 83 = 38-59, 41 x 84 = 39-12, 41 x 85 = 39-53, 41 x 86 = 40-6, 41 x 87 = 40-47, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-38, 42 x 4 = 1-80, 42 x 5 = 2-34, 42 x 6 = 2-76, 42 x 7 = 3-30, 42 x 8 = 3-72, 42 x 9 = 4-26, 42 x 10 = 4-68, 42 x 11 = 5-22, 42 x 12 = 5-64, 42 x 13 = 6-18, 42 x 14 = 6-60, 42 x 15 = 7-14, 42 x 16 = 7-56, 42 x 17 = 8-10, 42 x 18 = 8-52, 42 x 19 = 9-6, 42 x 20 = 9-48, 42 x 21 = 10-2, 42 x 22 = 10-44, 42 x 23 = 10-86, 42 x 24 = 11-40, 42 x 25 = 11-82, 42 x 26 = 12-36, 42 x 27 = 12-78, 42 x 28 = 13-32, 42 x 29 = 13-74, 42 x 30 = 14-28, 42 x 31 = 14-70, 42 x 32 = 15-24, 42 x 33 = 15-66, 42 x 34 = 16-20, 42 x 35 = 16-62, 42 x 36 = 17-16, 42 x 37 = 17-58, 42 x 38 = 18-12, 42 x 39 = 18-54, 42 x 40 = 19-8, 42 x 41 = 19-50, 42 x 42 = 20-4, 42 x 43 = 20-46, 42 x 44 = 21-0, 42 x 45 = 21-42, 42 x 46 = 21-84, 42 x 47 = 22-38, 42 x 48 = 22-80, 42 x 49 = 23-34, 42 x 50 = 23-76, 42 x 51 = 24-30, 42 x 52 = 24-72, 42 x 53 = 25-26, 42 x 54 = 25-68, 42 x 55 = 26-22, 42 x 56 = 26-64, 42 x 57 = 27-18, 42 x 58 = 27-60, 42 x 59 = 28-14, 42 x 60 = 28-56, 42 x 61 = 29-10, 42 x 62 = 29-52, 42 x 63 = 30-6, 42 x 64 = 30-48, 42 x 65 = 31-2, 42 x 66 = 31-44, 42 x 67 = 31-86, 42 x 68 = 32-40, 42 x 69 = 32-82, 42 x 70 = 33-36, 42 x 71 = 33-78, 42 x 72 = 34-32, 42 x 73 = 34-74, 42 x 74 = 35-28, 42 x 75 = 35-70, 42 x 76 = 36-24, 42 x 77 = 36-66, 42 x 78 = 37-20, 42 x 79 = 37-62, 42 x 80 = 38-16, 42 x 81 = 38-58, 42 x 82 = 39-12, 42 x 83 = 39-54, 42 x 84 = 40-8, 42 x 85 = 40-50, 42 x 86 = 41-4, 42 x 87 = 41-46, 
43 x 1 = 0-43, 43 x 2 = 0-86, 43 x 3 = 1-41, 43 x 4 = 1-84, 43 x 5 = 2-39, 43 x 6 = 2-82, 43 x 7 = 3-37, 43 x 8 = 3-80, 43 x 9 = 4-35, 43 x 10 = 4-78, 43 x 11 = 5-33, 43 x 12 = 5-76, 43 x 13 = 6-31, 43 x 14 = 6-74, 43 x 15 = 7-29, 43 x 16 = 7-72, 43 x 17 = 8-27, 43 x 18 = 8-70, 43 x 19 = 9-25, 43 x 20 = 9-68, 43 x 21 = 10-23, 43 x 22 = 10-66, 43 x 23 = 11-21, 43 x 24 = 11-64, 43 x 25 = 12-19, 43 x 26 = 12-62, 43 x 27 = 13-17, 43 x 28 = 13-60, 43 x 29 = 14-15, 43 x 30 = 14-58, 43 x 31 = 15-13, 43 x 32 = 15-56, 43 x 33 = 16-11, 43 x 34 = 16-54, 43 x 35 = 17-9, 43 x 36 = 17-52, 43 x 37 = 18-7, 43 x 38 = 18-50, 43 x 39 = 19-5, 43 x 40 = 19-48, 43 x 41 = 20-3, 43 x 42 = 20-46, 43 x 43 = 21-1, 43 x 44 = 21-44, 43 x 45 = 21-87, 43 x 46 = 22-42, 43 x 47 = 22-85, 43 x 48 = 23-40, 43 x 49 = 23-83, 43 x 50 = 24-38, 43 x 51 = 24-81, 43 x 52 = 25-36, 43 x 53 = 25-79, 43 x 54 = 26-34, 43 x 55 = 26-77, 43 x 56 = 27-32, 43 x 57 = 27-75, 43 x 58 = 28-30, 43 x 59 = 28-73, 43 x 60 = 29-28, 43 x 61 = 29-71, 43 x 62 = 30-26, 43 x 63 = 30-69, 43 x 64 = 31-24, 43 x 65 = 31-67, 43 x 66 = 32-22, 43 x 67 = 32-65, 43 x 68 = 33-20, 43 x 69 = 33-63, 43 x 70 = 34-18, 43 x 71 = 34-61, 43 x 72 = 35-16, 43 x 73 = 35-59, 43 x 74 = 36-14, 43 x 75 = 36-57, 43 x 76 = 37-12, 43 x 77 = 37-55, 43 x 78 = 38-10, 43 x 79 = 38-53, 43 x 80 = 39-8, 43 x 81 = 39-51, 43 x 82 = 40-6, 43 x 83 = 40-49, 43 x 84 = 41-4, 43 x 85 = 41-47, 43 x 86 = 42-2, 43 x 87 = 42-45, 
44 x 1 = 0-44, 44 x 2 = 1-0, 44 x 3 = 1-44, 44 x 4 = 2-0, 44 x 5 = 2-44, 44 x 6 = 3-0, 44 x 7 = 3-44, 44 x 8 = 4-0, 44 x 9 = 4-44, 44 x 10 = 5-0, 44 x 11 = 5-44, 44 x 12 = 6-0, 44 x 13 = 6-44, 44 x 14 = 7-0, 44 x 15 = 7-44, 44 x 16 = 8-0, 44 x 17 = 8-44, 44 x 18 = 9-0, 44 x 19 = 9-44, 44 x 20 = 10-0, 44 x 21 = 10-44, 44 x 22 = 11-0, 44 x 23 = 11-44, 44 x 24 = 12-0, 44 x 25 = 12-44, 44 x 26 = 13-0, 44 x 27 = 13-44, 44 x 28 = 14-0, 44 x 29 = 14-44, 44 x 30 = 15-0, 44 x 31 = 15-44, 44 x 32 = 16-0, 44 x 33 = 16-44, 44 x 34 = 17-0, 44 x 35 = 17-44, 44 x 36 = 18-0, 44 x 37 = 18-44, 44 x 38 = 19-0, 44 x 39 = 19-44, 44 x 40 = 20-0, 44 x 41 = 20-44, 44 x 42 = 21-0, 44 x 43 = 21-44, 44 x 44 = 22-0, 44 x 45 = 22-44, 44 x 46 = 23-0, 44 x 47 = 23-44, 44 x 48 = 24-0, 44 x 49 = 24-44, 44 x 50 = 25-0, 44 x 51 = 25-44, 44 x 52 = 26-0, 44 x 53 = 26-44, 44 x 54 = 27-0, 44 x 55 = 27-44, 44 x 56 = 28-0, 44 x 57 = 28-44, 44 x 58 = 29-0, 44 x 59 = 29-44, 44 x 60 = 30-0, 44 x 61 = 30-44, 44 x 62 = 31-0, 44 x 63 = 31-44, 44 x 64 = 32-0, 44 x 65 = 32-44, 44 x 66 = 33-0, 44 x 67 = 33-44, 44 x 68 = 34-0, 44 x 69 = 34-44, 44 x 70 = 35-0, 44 x 71 = 35-44, 44 x 72 = 36-0, 44 x 73 = 36-44, 44 x 74 = 37-0, 44 x 75 = 37-44, 44 x 76 = 38-0, 44 x 77 = 38-44, 44 x 78 = 39-0, 44 x 79 = 39-44, 44 x 80 = 40-0, 44 x 81 = 40-44, 44 x 82 = 41-0, 44 x 83 = 41-44, 44 x 84 = 42-0, 44 x 85 = 42-44, 44 x 86 = 43-0, 44 x 87 = 43-44, 
45 x 1 = 0-45, 45 x 2 = 1-2, 45 x 3 = 1-47, 45 x 4 = 2-4, 45 x 5 = 2-49, 45 x 6 = 3-6, 45 x 7 = 3-51, 45 x 8 = 4-8, 45 x 9 = 4-53, 45 x 10 = 5-10, 45 x 11 = 5-55, 45 x 12 = 6-12, 45 x 13 = 6-57, 45 x 14 = 7-14, 45 x 15 = 7-59, 45 x 16 = 8-16, 45 x 17 = 8-61, 45 x 18 = 9-18, 45 x 19 = 9-63, 45 x 20 = 10-20, 45 x 21 = 10-65, 45 x 22 = 11-22, 45 x 23 = 11-67, 45 x 24 = 12-24, 45 x 25 = 12-69, 45 x 26 = 13-26, 45 x 27 = 13-71, 45 x 28 = 14-28, 45 x 29 = 14-73, 45 x 30 = 15-30, 45 x 31 = 15-75, 45 x 32 = 16-32, 45 x 33 = 16-77, 45 x 34 = 17-34, 45 x 35 = 17-79, 45 x 36 = 18-36, 45 x 37 = 18-81, 45 x 38 = 19-38, 45 x 39 = 19-83, 45 x 40 = 20-40, 45 x 41 = 20-85, 45 x 42 = 21-42, 45 x 43 = 21-87, 45 x 44 = 22-44, 45 x 45 = 23-1, 45 x 46 = 23-46, 45 x 47 = 24-3, 45 x 48 = 24-48, 45 x 49 = 25-5, 45 x 50 = 25-50, 45 x 51 = 26-7, 45 x 52 = 26-52, 45 x 53 = 27-9, 45 x 54 = 27-54, 45 x 55 = 28-11, 45 x 56 = 28-56, 45 x 57 = 29-13, 45 x 58 = 29-58, 45 x 59 = 30-15, 45 x 60 = 30-60, 45 x 61 = 31-17, 45 x 62 = 31-62, 45 x 63 = 32-19, 45 x 64 = 32-64, 45 x 65 = 33-21, 45 x 66 = 33-66, 45 x 67 = 34-23, 45 x 68 = 34-68, 45 x 69 = 35-25, 45 x 70 = 35-70, 45 x 71 = 36-27, 45 x 72 = 36-72, 45 x 73 = 37-29, 45 x 74 = 37-74, 45 x 75 = 38-31, 45 x 76 = 38-76, 45 x 77 = 39-33, 45 x 78 = 39-78, 45 x 79 = 40-35, 45 x 80 = 40-80, 45 x 81 = 41-37, 45 x 82 = 41-82, 45 x 83 = 42-39, 45 x 84 = 42-84, 45 x 85 = 43-41, 45 x 86 = 43-86, 45 x 87 = 44-43, 
46 x 1 = 0-46, 46 x 2 = 1-4, 46 x 3 = 1-50, 46 x 4 = 2-8, 46 x 5 = 2-54, 46 x 6 = 3-12, 46 x 7 = 3-58, 46 x 8 = 4-16, 46 x 9 = 4-62, 46 x 10 = 5-20, 46 x 11 = 5-66, 46 x 12 = 6-24, 46 x 13 = 6-70, 46 x 14 = 7-28, 46 x 15 = 7-74, 46 x 16 = 8-32, 46 x 17 = 8-78, 46 x 18 = 9-36, 46 x 19 = 9-82, 46 x 20 = 10-40, 46 x 21 = 10-86, 46 x 22 = 11-44, 46 x 23 = 12-2, 46 x 24 = 12-48, 46 x 25 = 13-6, 46 x 26 = 13-52, 46 x 27 = 14-10, 46 x 28 = 14-56, 46 x 29 = 15-14, 46 x 30 = 15-60, 46 x 31 = 16-18, 46 x 32 = 16-64, 46 x 33 = 17-22, 46 x 34 = 17-68, 46 x 35 = 18-26, 46 x 36 = 18-72, 46 x 37 = 19-30, 46 x 38 = 19-76, 46 x 39 = 20-34, 46 x 40 = 20-80, 46 x 41 = 21-38, 46 x 42 = 21-84, 46 x 43 = 22-42, 46 x 44 = 23-0, 46 x 45 = 23-46, 46 x 46 = 24-4, 46 x 47 = 24-50, 46 x 48 = 25-8, 46 x 49 = 25-54, 46 x 50 = 26-12, 46 x 51 = 26-58, 46 x 52 = 27-16, 46 x 53 = 27-62, 46 x 54 = 28-20, 46 x 55 = 28-66, 46 x 56 = 29-24, 46 x 57 = 29-70, 46 x 58 = 30-28, 46 x 59 = 30-74, 46 x 60 = 31-32, 46 x 61 = 31-78, 46 x 62 = 32-36, 46 x 63 = 32-82, 46 x 64 = 33-40, 46 x 65 = 33-86, 46 x 66 = 34-44, 46 x 67 = 35-2, 46 x 68 = 35-48, 46 x 69 = 36-6, 46 x 70 = 36-52, 46 x 71 = 37-10, 46 x 72 = 37-56, 46 x 73 = 38-14, 46 x 74 = 38-60, 46 x 75 = 39-18, 46 x 76 = 39-64, 46 x 77 = 40-22, 46 x 78 = 40-68, 46 x 79 = 41-26, 46 x 80 = 41-72, 46 x 81 = 42-30, 46 x 82 = 42-76, 46 x 83 = 43-34, 46 x 84 = 43-80, 46 x 85 = 44-38, 46 x 86 = 44-84, 46 x 87 = 45-42, 
