31 x 1 = 0-31, 31 x 2 = 0-62, 31 x 3 = 0-93, 31 x 4 = 1-22, 31 x 5 = 1-53, 31 x 6 = 1-84, 31 x 7 = 2-13, 31 x 8 = 2-44, 31 x 9 = 2-75, 31 x 10 = 3-4, 31 x 11 = 3-35, 31 x 12 = 3-66, 31 x 13 = 3-97, 31 x 14 = 4-26, 31 x 15 = 4-57, 31 x 16 = 4-88, 31 x 17 = 5-17, 31 x 18 = 5-48, 31 x 19 = 5-79, 31 x 20 = 6-8, 31 x 21 = 6-39, 31 x 22 = 6-70, 31 x 23 = 6-101, 31 x 24 = 7-30, 31 x 25 = 7-61, 31 x 26 = 7-92, 31 x 27 = 8-21, 31 x 28 = 8-52, 31 x 29 = 8-83, 31 x 30 = 9-12, 31 x 31 = 9-43, 31 x 32 = 9-74, 31 x 33 = 10-3, 31 x 34 = 10-34, 31 x 35 = 10-65, 31 x 36 = 10-96, 31 x 37 = 11-25, 31 x 38 = 11-56, 31 x 39 = 11-87, 31 x 40 = 12-16, 31 x 41 = 12-47, 31 x 42 = 12-78, 31 x 43 = 13-7, 31 x 44 = 13-38, 31 x 45 = 13-69, 31 x 46 = 13-100, 31 x 47 = 14-29, 31 x 48 = 14-60, 31 x 49 = 14-91, 31 x 50 = 15-20, 31 x 51 = 15-51, 31 x 52 = 15-82, 31 x 53 = 16-11, 31 x 54 = 16-42, 31 x 55 = 16-73, 31 x 56 = 17-2, 31 x 57 = 17-33, 31 x 58 = 17-64, 31 x 59 = 17-95, 31 x 60 = 18-24, 31 x 61 = 18-55, 31 x 62 = 18-86, 31 x 63 = 19-15, 31 x 64 = 19-46, 31 x 65 = 19-77, 31 x 66 = 20-6, 31 x 67 = 20-37, 31 x 68 = 20-68, 31 x 69 = 20-99, 31 x 70 = 21-28, 31 x 71 = 21-59, 31 x 72 = 21-90, 31 x 73 = 22-19, 31 x 74 = 22-50, 31 x 75 = 22-81, 31 x 76 = 23-10, 31 x 77 = 23-41, 31 x 78 = 23-72, 31 x 79 = 24-1, 31 x 80 = 24-32, 31 x 81 = 24-63, 31 x 82 = 24-94, 31 x 83 = 25-23, 31 x 84 = 25-54, 31 x 85 = 25-85, 31 x 86 = 26-14, 31 x 87 = 26-45, 31 x 88 = 26-76, 31 x 89 = 27-5, 31 x 90 = 27-36, 31 x 91 = 27-67, 31 x 92 = 27-98, 31 x 93 = 28-27, 31 x 94 = 28-58, 31 x 95 = 28-89, 31 x 96 = 29-18, 31 x 97 = 29-49, 31 x 98 = 29-80, 31 x 99 = 30-9, 31 x 100 = 30-40, 31 x 101 = 30-71, 
32 x 1 = 0-32, 32 x 2 = 0-64, 32 x 3 = 0-96, 32 x 4 = 1-26, 32 x 5 = 1-58, 32 x 6 = 1-90, 32 x 7 = 2-20, 32 x 8 = 2-52, 32 x 9 = 2-84, 32 x 10 = 3-14, 32 x 11 = 3-46, 32 x 12 = 3-78, 32 x 13 = 4-8, 32 x 14 = 4-40, 32 x 15 = 4-72, 32 x 16 = 5-2, 32 x 17 = 5-34, 32 x 18 = 5-66, 32 x 19 = 5-98, 32 x 20 = 6-28, 32 x 21 = 6-60, 32 x 22 = 6-92, 32 x 23 = 7-22, 32 x 24 = 7-54, 32 x 25 = 7-86, 32 x 26 = 8-16, 32 x 27 = 8-48, 32 x 28 = 8-80, 32 x 29 = 9-10, 32 x 30 = 9-42, 32 x 31 = 9-74, 32 x 32 = 10-4, 32 x 33 = 10-36, 32 x 34 = 10-68, 32 x 35 = 10-100, 32 x 36 = 11-30, 32 x 37 = 11-62, 32 x 38 = 11-94, 32 x 39 = 12-24, 32 x 40 = 12-56, 32 x 41 = 12-88, 32 x 42 = 13-18, 32 x 43 = 13-50, 32 x 44 = 13-82, 32 x 45 = 14-12, 32 x 46 = 14-44, 32 x 47 = 14-76, 32 x 48 = 15-6, 32 x 49 = 15-38, 32 x 50 = 15-70, 32 x 51 = 16-0, 32 x 52 = 16-32, 32 x 53 = 16-64, 32 x 54 = 16-96, 32 x 55 = 17-26, 32 x 56 = 17-58, 32 x 57 = 17-90, 32 x 58 = 18-20, 32 x 59 = 18-52, 32 x 60 = 18-84, 32 x 61 = 19-14, 32 x 62 = 19-46, 32 x 63 = 19-78, 32 x 64 = 20-8, 32 x 65 = 20-40, 32 x 66 = 20-72, 32 x 67 = 21-2, 32 x 68 = 21-34, 32 x 69 = 21-66, 32 x 70 = 21-98, 32 x 71 = 22-28, 32 x 72 = 22-60, 32 x 73 = 22-92, 32 x 74 = 23-22, 32 x 75 = 23-54, 32 x 76 = 23-86, 32 x 77 = 24-16, 32 x 78 = 24-48, 32 x 79 = 24-80, 32 x 80 = 25-10, 32 x 81 = 25-42, 32 x 82 = 25-74, 32 x 83 = 26-4, 32 x 84 = 26-36, 32 x 85 = 26-68, 32 x 86 = 26-100, 32 x 87 = 27-30, 32 x 88 = 27-62, 32 x 89 = 27-94, 32 x 90 = 28-24, 32 x 91 = 28-56, 32 x 92 = 28-88, 32 x 93 = 29-18, 32 x 94 = 29-50, 32 x 95 = 29-82, 32 x 96 = 30-12, 32 x 97 = 30-44, 32 x 98 = 30-76, 32 x 99 = 31-6, 32 x 100 = 31-38, 32 x 101 = 31-70, 
33 x 1 = 0-33, 33 x 2 = 0-66, 33 x 3 = 0-99, 33 x 4 = 1-30, 33 x 5 = 1-63, 33 x 6 = 1-96, 33 x 7 = 2-27, 33 x 8 = 2-60, 33 x 9 = 2-93, 33 x 10 = 3-24, 33 x 11 = 3-57, 33 x 12 = 3-90, 33 x 13 = 4-21, 33 x 14 = 4-54, 33 x 15 = 4-87, 33 x 16 = 5-18, 33 x 17 = 5-51, 33 x 18 = 5-84, 33 x 19 = 6-15, 33 x 20 = 6-48, 33 x 21 = 6-81, 33 x 22 = 7-12, 33 x 23 = 7-45, 33 x 24 = 7-78, 33 x 25 = 8-9, 33 x 26 = 8-42, 33 x 27 = 8-75, 33 x 28 = 9-6, 33 x 29 = 9-39, 33 x 30 = 9-72, 33 x 31 = 10-3, 33 x 32 = 10-36, 33 x 33 = 10-69, 33 x 34 = 11-0, 33 x 35 = 11-33, 33 x 36 = 11-66, 33 x 37 = 11-99, 33 x 38 = 12-30, 33 x 39 = 12-63, 33 x 40 = 12-96, 33 x 41 = 13-27, 33 x 42 = 13-60, 33 x 43 = 13-93, 33 x 44 = 14-24, 33 x 45 = 14-57, 33 x 46 = 14-90, 33 x 47 = 15-21, 33 x 48 = 15-54, 33 x 49 = 15-87, 33 x 50 = 16-18, 33 x 51 = 16-51, 33 x 52 = 16-84, 33 x 53 = 17-15, 33 x 54 = 17-48, 33 x 55 = 17-81, 33 x 56 = 18-12, 33 x 57 = 18-45, 33 x 58 = 18-78, 33 x 59 = 19-9, 33 x 60 = 19-42, 33 x 61 = 19-75, 33 x 62 = 20-6, 33 x 63 = 20-39, 33 x 64 = 20-72, 33 x 65 = 21-3, 33 x 66 = 21-36, 33 x 67 = 21-69, 33 x 68 = 22-0, 33 x 69 = 22-33, 33 x 70 = 22-66, 33 x 71 = 22-99, 33 x 72 = 23-30, 33 x 73 = 23-63, 33 x 74 = 23-96, 33 x 75 = 24-27, 33 x 76 = 24-60, 33 x 77 = 24-93, 33 x 78 = 25-24, 33 x 79 = 25-57, 33 x 80 = 25-90, 33 x 81 = 26-21, 33 x 82 = 26-54, 33 x 83 = 26-87, 33 x 84 = 27-18, 33 x 85 = 27-51, 33 x 86 = 27-84, 33 x 87 = 28-15, 33 x 88 = 28-48, 33 x 89 = 28-81, 33 x 90 = 29-12, 33 x 91 = 29-45, 33 x 92 = 29-78, 33 x 93 = 30-9, 33 x 94 = 30-42, 33 x 95 = 30-75, 33 x 96 = 31-6, 33 x 97 = 31-39, 33 x 98 = 31-72, 33 x 99 = 32-3, 33 x 100 = 32-36, 33 x 101 = 32-69, 
34 x 1 = 0-34, 34 x 2 = 0-68, 34 x 3 = 1-0, 34 x 4 = 1-34, 34 x 5 = 1-68, 34 x 6 = 2-0, 34 x 7 = 2-34, 34 x 8 = 2-68, 34 x 9 = 3-0, 34 x 10 = 3-34, 34 x 11 = 3-68, 34 x 12 = 4-0, 34 x 13 = 4-34, 34 x 14 = 4-68, 34 x 15 = 5-0, 34 x 16 = 5-34, 34 x 17 = 5-68, 34 x 18 = 6-0, 34 x 19 = 6-34, 34 x 20 = 6-68, 34 x 21 = 7-0, 34 x 22 = 7-34, 34 x 23 = 7-68, 34 x 24 = 8-0, 34 x 25 = 8-34, 34 x 26 = 8-68, 34 x 27 = 9-0, 34 x 28 = 9-34, 34 x 29 = 9-68, 34 x 30 = 10-0, 34 x 31 = 10-34, 34 x 32 = 10-68, 34 x 33 = 11-0, 34 x 34 = 11-34, 34 x 35 = 11-68, 34 x 36 = 12-0, 34 x 37 = 12-34, 34 x 38 = 12-68, 34 x 39 = 13-0, 34 x 40 = 13-34, 34 x 41 = 13-68, 34 x 42 = 14-0, 34 x 43 = 14-34, 34 x 44 = 14-68, 34 x 45 = 15-0, 34 x 46 = 15-34, 34 x 47 = 15-68, 34 x 48 = 16-0, 34 x 49 = 16-34, 34 x 50 = 16-68, 34 x 51 = 17-0, 34 x 52 = 17-34, 34 x 53 = 17-68, 34 x 54 = 18-0, 34 x 55 = 18-34, 34 x 56 = 18-68, 34 x 57 = 19-0, 34 x 58 = 19-34, 34 x 59 = 19-68, 34 x 60 = 20-0, 34 x 61 = 20-34, 34 x 62 = 20-68, 34 x 63 = 21-0, 34 x 64 = 21-34, 34 x 65 = 21-68, 34 x 66 = 22-0, 34 x 67 = 22-34, 34 x 68 = 22-68, 34 x 69 = 23-0, 34 x 70 = 23-34, 34 x 71 = 23-68, 34 x 72 = 24-0, 34 x 73 = 24-34, 34 x 74 = 24-68, 34 x 75 = 25-0, 34 x 76 = 25-34, 34 x 77 = 25-68, 34 x 78 = 26-0, 34 x 79 = 26-34, 34 x 80 = 26-68, 34 x 81 = 27-0, 34 x 82 = 27-34, 34 x 83 = 27-68, 34 x 84 = 28-0, 34 x 85 = 28-34, 34 x 86 = 28-68, 34 x 87 = 29-0, 34 x 88 = 29-34, 34 x 89 = 29-68, 34 x 90 = 30-0, 34 x 91 = 30-34, 34 x 92 = 30-68, 34 x 93 = 31-0, 34 x 94 = 31-34, 34 x 95 = 31-68, 34 x 96 = 32-0, 34 x 97 = 32-34, 34 x 98 = 32-68, 34 x 99 = 33-0, 34 x 100 = 33-34, 34 x 101 = 33-68, 
35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-3, 35 x 4 = 1-38, 35 x 5 = 1-73, 35 x 6 = 2-6, 35 x 7 = 2-41, 35 x 8 = 2-76, 35 x 9 = 3-9, 35 x 10 = 3-44, 35 x 11 = 3-79, 35 x 12 = 4-12, 35 x 13 = 4-47, 35 x 14 = 4-82, 35 x 15 = 5-15, 35 x 16 = 5-50, 35 x 17 = 5-85, 35 x 18 = 6-18, 35 x 19 = 6-53, 35 x 20 = 6-88, 35 x 21 = 7-21, 35 x 22 = 7-56, 35 x 23 = 7-91, 35 x 24 = 8-24, 35 x 25 = 8-59, 35 x 26 = 8-94, 35 x 27 = 9-27, 35 x 28 = 9-62, 35 x 29 = 9-97, 35 x 30 = 10-30, 35 x 31 = 10-65, 35 x 32 = 10-100, 35 x 33 = 11-33, 35 x 34 = 11-68, 35 x 35 = 12-1, 35 x 36 = 12-36, 35 x 37 = 12-71, 35 x 38 = 13-4, 35 x 39 = 13-39, 35 x 40 = 13-74, 35 x 41 = 14-7, 35 x 42 = 14-42, 35 x 43 = 14-77, 35 x 44 = 15-10, 35 x 45 = 15-45, 35 x 46 = 15-80, 35 x 47 = 16-13, 35 x 48 = 16-48, 35 x 49 = 16-83, 35 x 50 = 17-16, 35 x 51 = 17-51, 35 x 52 = 17-86, 35 x 53 = 18-19, 35 x 54 = 18-54, 35 x 55 = 18-89, 35 x 56 = 19-22, 35 x 57 = 19-57, 35 x 58 = 19-92, 35 x 59 = 20-25, 35 x 60 = 20-60, 35 x 61 = 20-95, 35 x 62 = 21-28, 35 x 63 = 21-63, 35 x 64 = 21-98, 35 x 65 = 22-31, 35 x 66 = 22-66, 35 x 67 = 22-101, 35 x 68 = 23-34, 35 x 69 = 23-69, 35 x 70 = 24-2, 35 x 71 = 24-37, 35 x 72 = 24-72, 35 x 73 = 25-5, 35 x 74 = 25-40, 35 x 75 = 25-75, 35 x 76 = 26-8, 35 x 77 = 26-43, 35 x 78 = 26-78, 35 x 79 = 27-11, 35 x 80 = 27-46, 35 x 81 = 27-81, 35 x 82 = 28-14, 35 x 83 = 28-49, 35 x 84 = 28-84, 35 x 85 = 29-17, 35 x 86 = 29-52, 35 x 87 = 29-87, 35 x 88 = 30-20, 35 x 89 = 30-55, 35 x 90 = 30-90, 35 x 91 = 31-23, 35 x 92 = 31-58, 35 x 93 = 31-93, 35 x 94 = 32-26, 35 x 95 = 32-61, 35 x 96 = 32-96, 35 x 97 = 33-29, 35 x 98 = 33-64, 35 x 99 = 33-99, 35 x 100 = 34-32, 35 x 101 = 34-67, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-6, 36 x 4 = 1-42, 36 x 5 = 1-78, 36 x 6 = 2-12, 36 x 7 = 2-48, 36 x 8 = 2-84, 36 x 9 = 3-18, 36 x 10 = 3-54, 36 x 11 = 3-90, 36 x 12 = 4-24, 36 x 13 = 4-60, 36 x 14 = 4-96, 36 x 15 = 5-30, 36 x 16 = 5-66, 36 x 17 = 6-0, 36 x 18 = 6-36, 36 x 19 = 6-72, 36 x 20 = 7-6, 36 x 21 = 7-42, 36 x 22 = 7-78, 36 x 23 = 8-12, 36 x 24 = 8-48, 36 x 25 = 8-84, 36 x 26 = 9-18, 36 x 27 = 9-54, 36 x 28 = 9-90, 36 x 29 = 10-24, 36 x 30 = 10-60, 36 x 31 = 10-96, 36 x 32 = 11-30, 36 x 33 = 11-66, 36 x 34 = 12-0, 36 x 35 = 12-36, 36 x 36 = 12-72, 36 x 37 = 13-6, 36 x 38 = 13-42, 36 x 39 = 13-78, 36 x 40 = 14-12, 36 x 41 = 14-48, 36 x 42 = 14-84, 36 x 43 = 15-18, 36 x 44 = 15-54, 36 x 45 = 15-90, 36 x 46 = 16-24, 36 x 47 = 16-60, 36 x 48 = 16-96, 36 x 49 = 17-30, 36 x 50 = 17-66, 36 x 51 = 18-0, 36 x 52 = 18-36, 36 x 53 = 18-72, 36 x 54 = 19-6, 36 x 55 = 19-42, 36 x 56 = 19-78, 36 x 57 = 20-12, 36 x 58 = 20-48, 36 x 59 = 20-84, 36 x 60 = 21-18, 36 x 61 = 21-54, 36 x 62 = 21-90, 36 x 63 = 22-24, 36 x 64 = 22-60, 36 x 65 = 22-96, 36 x 66 = 23-30, 36 x 67 = 23-66, 36 x 68 = 24-0, 36 x 69 = 24-36, 36 x 70 = 24-72, 36 x 71 = 25-6, 36 x 72 = 25-42, 36 x 73 = 25-78, 36 x 74 = 26-12, 36 x 75 = 26-48, 36 x 76 = 26-84, 36 x 77 = 27-18, 36 x 78 = 27-54, 36 x 79 = 27-90, 36 x 80 = 28-24, 36 x 81 = 28-60, 36 x 82 = 28-96, 36 x 83 = 29-30, 36 x 84 = 29-66, 36 x 85 = 30-0, 36 x 86 = 30-36, 36 x 87 = 30-72, 36 x 88 = 31-6, 36 x 89 = 31-42, 36 x 90 = 31-78, 36 x 91 = 32-12, 36 x 92 = 32-48, 36 x 93 = 32-84, 36 x 94 = 33-18, 36 x 95 = 33-54, 36 x 96 = 33-90, 36 x 97 = 34-24, 36 x 98 = 34-60, 36 x 99 = 34-96, 36 x 100 = 35-30, 36 x 101 = 35-66, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-9, 37 x 4 = 1-46, 37 x 5 = 1-83, 37 x 6 = 2-18, 37 x 7 = 2-55, 37 x 8 = 2-92, 37 x 9 = 3-27, 37 x 10 = 3-64, 37 x 11 = 3-101, 37 x 12 = 4-36, 37 x 13 = 4-73, 37 x 14 = 5-8, 37 x 15 = 5-45, 37 x 16 = 5-82, 37 x 17 = 6-17, 37 x 18 = 6-54, 37 x 19 = 6-91, 37 x 20 = 7-26, 37 x 21 = 7-63, 37 x 22 = 7-100, 37 x 23 = 8-35, 37 x 24 = 8-72, 37 x 25 = 9-7, 37 x 26 = 9-44, 37 x 27 = 9-81, 37 x 28 = 10-16, 37 x 29 = 10-53, 37 x 30 = 10-90, 37 x 31 = 11-25, 37 x 32 = 11-62, 37 x 33 = 11-99, 37 x 34 = 12-34, 37 x 35 = 12-71, 37 x 36 = 13-6, 37 x 37 = 13-43, 37 x 38 = 13-80, 37 x 39 = 14-15, 37 x 40 = 14-52, 37 x 41 = 14-89, 37 x 42 = 15-24, 37 x 43 = 15-61, 37 x 44 = 15-98, 37 x 45 = 16-33, 37 x 46 = 16-70, 37 x 47 = 17-5, 37 x 48 = 17-42, 37 x 49 = 17-79, 37 x 50 = 18-14, 37 x 51 = 18-51, 37 x 52 = 18-88, 37 x 53 = 19-23, 37 x 54 = 19-60, 37 x 55 = 19-97, 37 x 56 = 20-32, 37 x 57 = 20-69, 37 x 58 = 21-4, 37 x 59 = 21-41, 37 x 60 = 21-78, 37 x 61 = 22-13, 37 x 62 = 22-50, 37 x 63 = 22-87, 37 x 64 = 23-22, 37 x 65 = 23-59, 37 x 66 = 23-96, 37 x 67 = 24-31, 37 x 68 = 24-68, 37 x 69 = 25-3, 37 x 70 = 25-40, 37 x 71 = 25-77, 37 x 72 = 26-12, 37 x 73 = 26-49, 37 x 74 = 26-86, 37 x 75 = 27-21, 37 x 76 = 27-58, 37 x 77 = 27-95, 37 x 78 = 28-30, 37 x 79 = 28-67, 37 x 80 = 29-2, 37 x 81 = 29-39, 37 x 82 = 29-76, 37 x 83 = 30-11, 37 x 84 = 30-48, 37 x 85 = 30-85, 37 x 86 = 31-20, 37 x 87 = 31-57, 37 x 88 = 31-94, 37 x 89 = 32-29, 37 x 90 = 32-66, 37 x 91 = 33-1, 37 x 92 = 33-38, 37 x 93 = 33-75, 37 x 94 = 34-10, 37 x 95 = 34-47, 37 x 96 = 34-84, 37 x 97 = 35-19, 37 x 98 = 35-56, 37 x 99 = 35-93, 37 x 100 = 36-28, 37 x 101 = 36-65, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-12, 38 x 4 = 1-50, 38 x 5 = 1-88, 38 x 6 = 2-24, 38 x 7 = 2-62, 38 x 8 = 2-100, 38 x 9 = 3-36, 38 x 10 = 3-74, 38 x 11 = 4-10, 38 x 12 = 4-48, 38 x 13 = 4-86, 38 x 14 = 5-22, 38 x 15 = 5-60, 38 x 16 = 5-98, 38 x 17 = 6-34, 38 x 18 = 6-72, 38 x 19 = 7-8, 38 x 20 = 7-46, 38 x 21 = 7-84, 38 x 22 = 8-20, 38 x 23 = 8-58, 38 x 24 = 8-96, 38 x 25 = 9-32, 38 x 26 = 9-70, 38 x 27 = 10-6, 38 x 28 = 10-44, 38 x 29 = 10-82, 38 x 30 = 11-18, 38 x 31 = 11-56, 38 x 32 = 11-94, 38 x 33 = 12-30, 38 x 34 = 12-68, 38 x 35 = 13-4, 38 x 36 = 13-42, 38 x 37 = 13-80, 38 x 38 = 14-16, 38 x 39 = 14-54, 38 x 40 = 14-92, 38 x 41 = 15-28, 38 x 42 = 15-66, 38 x 43 = 16-2, 38 x 44 = 16-40, 38 x 45 = 16-78, 38 x 46 = 17-14, 38 x 47 = 17-52, 38 x 48 = 17-90, 38 x 49 = 18-26, 38 x 50 = 18-64, 38 x 51 = 19-0, 38 x 52 = 19-38, 38 x 53 = 19-76, 38 x 54 = 20-12, 38 x 55 = 20-50, 38 x 56 = 20-88, 38 x 57 = 21-24, 38 x 58 = 21-62, 38 x 59 = 21-100, 38 x 60 = 22-36, 38 x 61 = 22-74, 38 x 62 = 23-10, 38 x 63 = 23-48, 38 x 64 = 23-86, 38 x 65 = 24-22, 38 x 66 = 24-60, 38 x 67 = 24-98, 38 x 68 = 25-34, 38 x 69 = 25-72, 38 x 70 = 26-8, 38 x 71 = 26-46, 38 x 72 = 26-84, 38 x 73 = 27-20, 38 x 74 = 27-58, 38 x 75 = 27-96, 38 x 76 = 28-32, 38 x 77 = 28-70, 38 x 78 = 29-6, 38 x 79 = 29-44, 38 x 80 = 29-82, 38 x 81 = 30-18, 38 x 82 = 30-56, 38 x 83 = 30-94, 38 x 84 = 31-30, 38 x 85 = 31-68, 38 x 86 = 32-4, 38 x 87 = 32-42, 38 x 88 = 32-80, 38 x 89 = 33-16, 38 x 90 = 33-54, 38 x 91 = 33-92, 38 x 92 = 34-28, 38 x 93 = 34-66, 38 x 94 = 35-2, 38 x 95 = 35-40, 38 x 96 = 35-78, 38 x 97 = 36-14, 38 x 98 = 36-52, 38 x 99 = 36-90, 38 x 100 = 37-26, 38 x 101 = 37-64, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-15, 39 x 4 = 1-54, 39 x 5 = 1-93, 39 x 6 = 2-30, 39 x 7 = 2-69, 39 x 8 = 3-6, 39 x 9 = 3-45, 39 x 10 = 3-84, 39 x 11 = 4-21, 39 x 12 = 4-60, 39 x 13 = 4-99, 39 x 14 = 5-36, 39 x 15 = 5-75, 39 x 16 = 6-12, 39 x 17 = 6-51, 39 x 18 = 6-90, 39 x 19 = 7-27, 39 x 20 = 7-66, 39 x 21 = 8-3, 39 x 22 = 8-42, 39 x 23 = 8-81, 39 x 24 = 9-18, 39 x 25 = 9-57, 39 x 26 = 9-96, 39 x 27 = 10-33, 39 x 28 = 10-72, 39 x 29 = 11-9, 39 x 30 = 11-48, 39 x 31 = 11-87, 39 x 32 = 12-24, 39 x 33 = 12-63, 39 x 34 = 13-0, 39 x 35 = 13-39, 39 x 36 = 13-78, 39 x 37 = 14-15, 39 x 38 = 14-54, 39 x 39 = 14-93, 39 x 40 = 15-30, 39 x 41 = 15-69, 39 x 42 = 16-6, 39 x 43 = 16-45, 39 x 44 = 16-84, 39 x 45 = 17-21, 39 x 46 = 17-60, 39 x 47 = 17-99, 39 x 48 = 18-36, 39 x 49 = 18-75, 39 x 50 = 19-12, 39 x 51 = 19-51, 39 x 52 = 19-90, 39 x 53 = 20-27, 39 x 54 = 20-66, 39 x 55 = 21-3, 39 x 56 = 21-42, 39 x 57 = 21-81, 39 x 58 = 22-18, 39 x 59 = 22-57, 39 x 60 = 22-96, 39 x 61 = 23-33, 39 x 62 = 23-72, 39 x 63 = 24-9, 39 x 64 = 24-48, 39 x 65 = 24-87, 39 x 66 = 25-24, 39 x 67 = 25-63, 39 x 68 = 26-0, 39 x 69 = 26-39, 39 x 70 = 26-78, 39 x 71 = 27-15, 39 x 72 = 27-54, 39 x 73 = 27-93, 39 x 74 = 28-30, 39 x 75 = 28-69, 39 x 76 = 29-6, 39 x 77 = 29-45, 39 x 78 = 29-84, 39 x 79 = 30-21, 39 x 80 = 30-60, 39 x 81 = 30-99, 39 x 82 = 31-36, 39 x 83 = 31-75, 39 x 84 = 32-12, 39 x 85 = 32-51, 39 x 86 = 32-90, 39 x 87 = 33-27, 39 x 88 = 33-66, 39 x 89 = 34-3, 39 x 90 = 34-42, 39 x 91 = 34-81, 39 x 92 = 35-18, 39 x 93 = 35-57, 39 x 94 = 35-96, 39 x 95 = 36-33, 39 x 96 = 36-72, 39 x 97 = 37-9, 39 x 98 = 37-48, 39 x 99 = 37-87, 39 x 100 = 38-24, 39 x 101 = 38-63, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-18, 40 x 4 = 1-58, 40 x 5 = 1-98, 40 x 6 = 2-36, 40 x 7 = 2-76, 40 x 8 = 3-14, 40 x 9 = 3-54, 40 x 10 = 3-94, 40 x 11 = 4-32, 40 x 12 = 4-72, 40 x 13 = 5-10, 40 x 14 = 5-50, 40 x 15 = 5-90, 40 x 16 = 6-28, 40 x 17 = 6-68, 40 x 18 = 7-6, 40 x 19 = 7-46, 40 x 20 = 7-86, 40 x 21 = 8-24, 40 x 22 = 8-64, 40 x 23 = 9-2, 40 x 24 = 9-42, 40 x 25 = 9-82, 40 x 26 = 10-20, 40 x 27 = 10-60, 40 x 28 = 10-100, 40 x 29 = 11-38, 40 x 30 = 11-78, 40 x 31 = 12-16, 40 x 32 = 12-56, 40 x 33 = 12-96, 40 x 34 = 13-34, 40 x 35 = 13-74, 40 x 36 = 14-12, 40 x 37 = 14-52, 40 x 38 = 14-92, 40 x 39 = 15-30, 40 x 40 = 15-70, 40 x 41 = 16-8, 40 x 42 = 16-48, 40 x 43 = 16-88, 40 x 44 = 17-26, 40 x 45 = 17-66, 40 x 46 = 18-4, 40 x 47 = 18-44, 40 x 48 = 18-84, 40 x 49 = 19-22, 40 x 50 = 19-62, 40 x 51 = 20-0, 40 x 52 = 20-40, 40 x 53 = 20-80, 40 x 54 = 21-18, 40 x 55 = 21-58, 40 x 56 = 21-98, 40 x 57 = 22-36, 40 x 58 = 22-76, 40 x 59 = 23-14, 40 x 60 = 23-54, 40 x 61 = 23-94, 40 x 62 = 24-32, 40 x 63 = 24-72, 40 x 64 = 25-10, 40 x 65 = 25-50, 40 x 66 = 25-90, 40 x 67 = 26-28, 40 x 68 = 26-68, 40 x 69 = 27-6, 40 x 70 = 27-46, 40 x 71 = 27-86, 40 x 72 = 28-24, 40 x 73 = 28-64, 40 x 74 = 29-2, 40 x 75 = 29-42, 40 x 76 = 29-82, 40 x 77 = 30-20, 40 x 78 = 30-60, 40 x 79 = 30-100, 40 x 80 = 31-38, 40 x 81 = 31-78, 40 x 82 = 32-16, 40 x 83 = 32-56, 40 x 84 = 32-96, 40 x 85 = 33-34, 40 x 86 = 33-74, 40 x 87 = 34-12, 40 x 88 = 34-52, 40 x 89 = 34-92, 40 x 90 = 35-30, 40 x 91 = 35-70, 40 x 92 = 36-8, 40 x 93 = 36-48, 40 x 94 = 36-88, 40 x 95 = 37-26, 40 x 96 = 37-66, 40 x 97 = 38-4, 40 x 98 = 38-44, 40 x 99 = 38-84, 40 x 100 = 39-22, 40 x 101 = 39-62, 
