35 x 1 = 0-35, 35 x 2 = 0-70, 35 x 3 = 1-18, 35 x 4 = 1-53, 35 x 5 = 2-1, 35 x 6 = 2-36, 35 x 7 = 2-71, 35 x 8 = 3-19, 35 x 9 = 3-54, 35 x 10 = 4-2, 35 x 11 = 4-37, 35 x 12 = 4-72, 35 x 13 = 5-20, 35 x 14 = 5-55, 35 x 15 = 6-3, 35 x 16 = 6-38, 35 x 17 = 6-73, 35 x 18 = 7-21, 35 x 19 = 7-56, 35 x 20 = 8-4, 35 x 21 = 8-39, 35 x 22 = 8-74, 35 x 23 = 9-22, 35 x 24 = 9-57, 35 x 25 = 10-5, 35 x 26 = 10-40, 35 x 27 = 10-75, 35 x 28 = 11-23, 35 x 29 = 11-58, 35 x 30 = 12-6, 35 x 31 = 12-41, 35 x 32 = 12-76, 35 x 33 = 13-24, 35 x 34 = 13-59, 35 x 35 = 14-7, 35 x 36 = 14-42, 35 x 37 = 14-77, 35 x 38 = 15-25, 35 x 39 = 15-60, 35 x 40 = 16-8, 35 x 41 = 16-43, 35 x 42 = 16-78, 35 x 43 = 17-26, 35 x 44 = 17-61, 35 x 45 = 18-9, 35 x 46 = 18-44, 35 x 47 = 18-79, 35 x 48 = 19-27, 35 x 49 = 19-62, 35 x 50 = 20-10, 35 x 51 = 20-45, 35 x 52 = 20-80, 35 x 53 = 21-28, 35 x 54 = 21-63, 35 x 55 = 22-11, 35 x 56 = 22-46, 35 x 57 = 22-81, 35 x 58 = 23-29, 35 x 59 = 23-64, 35 x 60 = 24-12, 35 x 61 = 24-47, 35 x 62 = 24-82, 35 x 63 = 25-30, 35 x 64 = 25-65, 35 x 65 = 26-13, 35 x 66 = 26-48, 35 x 67 = 26-83, 35 x 68 = 27-31, 35 x 69 = 27-66, 35 x 70 = 28-14, 35 x 71 = 28-49, 35 x 72 = 28-84, 35 x 73 = 29-32, 35 x 74 = 29-67, 35 x 75 = 30-15, 35 x 76 = 30-50, 35 x 77 = 30-85, 35 x 78 = 31-33, 35 x 79 = 31-68, 35 x 80 = 32-16, 35 x 81 = 32-51, 35 x 82 = 32-86, 35 x 83 = 33-34, 35 x 84 = 33-69, 35 x 85 = 34-17, 35 x 86 = 34-52, 
36 x 1 = 0-36, 36 x 2 = 0-72, 36 x 3 = 1-21, 36 x 4 = 1-57, 36 x 5 = 2-6, 36 x 6 = 2-42, 36 x 7 = 2-78, 36 x 8 = 3-27, 36 x 9 = 3-63, 36 x 10 = 4-12, 36 x 11 = 4-48, 36 x 12 = 4-84, 36 x 13 = 5-33, 36 x 14 = 5-69, 36 x 15 = 6-18, 36 x 16 = 6-54, 36 x 17 = 7-3, 36 x 18 = 7-39, 36 x 19 = 7-75, 36 x 20 = 8-24, 36 x 21 = 8-60, 36 x 22 = 9-9, 36 x 23 = 9-45, 36 x 24 = 9-81, 36 x 25 = 10-30, 36 x 26 = 10-66, 36 x 27 = 11-15, 36 x 28 = 11-51, 36 x 29 = 12-0, 36 x 30 = 12-36, 36 x 31 = 12-72, 36 x 32 = 13-21, 36 x 33 = 13-57, 36 x 34 = 14-6, 36 x 35 = 14-42, 36 x 36 = 14-78, 36 x 37 = 15-27, 36 x 38 = 15-63, 36 x 39 = 16-12, 36 x 40 = 16-48, 36 x 41 = 16-84, 36 x 42 = 17-33, 36 x 43 = 17-69, 36 x 44 = 18-18, 36 x 45 = 18-54, 36 x 46 = 19-3, 36 x 47 = 19-39, 36 x 48 = 19-75, 36 x 49 = 20-24, 36 x 50 = 20-60, 36 x 51 = 21-9, 36 x 52 = 21-45, 36 x 53 = 21-81, 36 x 54 = 22-30, 36 x 55 = 22-66, 36 x 56 = 23-15, 36 x 57 = 23-51, 36 x 58 = 24-0, 36 x 59 = 24-36, 36 x 60 = 24-72, 36 x 61 = 25-21, 36 x 62 = 25-57, 36 x 63 = 26-6, 36 x 64 = 26-42, 36 x 65 = 26-78, 36 x 66 = 27-27, 36 x 67 = 27-63, 36 x 68 = 28-12, 36 x 69 = 28-48, 36 x 70 = 28-84, 36 x 71 = 29-33, 36 x 72 = 29-69, 36 x 73 = 30-18, 36 x 74 = 30-54, 36 x 75 = 31-3, 36 x 76 = 31-39, 36 x 77 = 31-75, 36 x 78 = 32-24, 36 x 79 = 32-60, 36 x 80 = 33-9, 36 x 81 = 33-45, 36 x 82 = 33-81, 36 x 83 = 34-30, 36 x 84 = 34-66, 36 x 85 = 35-15, 36 x 86 = 35-51, 
37 x 1 = 0-37, 37 x 2 = 0-74, 37 x 3 = 1-24, 37 x 4 = 1-61, 37 x 5 = 2-11, 37 x 6 = 2-48, 37 x 7 = 2-85, 37 x 8 = 3-35, 37 x 9 = 3-72, 37 x 10 = 4-22, 37 x 11 = 4-59, 37 x 12 = 5-9, 37 x 13 = 5-46, 37 x 14 = 5-83, 37 x 15 = 6-33, 37 x 16 = 6-70, 37 x 17 = 7-20, 37 x 18 = 7-57, 37 x 19 = 8-7, 37 x 20 = 8-44, 37 x 21 = 8-81, 37 x 22 = 9-31, 37 x 23 = 9-68, 37 x 24 = 10-18, 37 x 25 = 10-55, 37 x 26 = 11-5, 37 x 27 = 11-42, 37 x 28 = 11-79, 37 x 29 = 12-29, 37 x 30 = 12-66, 37 x 31 = 13-16, 37 x 32 = 13-53, 37 x 33 = 14-3, 37 x 34 = 14-40, 37 x 35 = 14-77, 37 x 36 = 15-27, 37 x 37 = 15-64, 37 x 38 = 16-14, 37 x 39 = 16-51, 37 x 40 = 17-1, 37 x 41 = 17-38, 37 x 42 = 17-75, 37 x 43 = 18-25, 37 x 44 = 18-62, 37 x 45 = 19-12, 37 x 46 = 19-49, 37 x 47 = 19-86, 37 x 48 = 20-36, 37 x 49 = 20-73, 37 x 50 = 21-23, 37 x 51 = 21-60, 37 x 52 = 22-10, 37 x 53 = 22-47, 37 x 54 = 22-84, 37 x 55 = 23-34, 37 x 56 = 23-71, 37 x 57 = 24-21, 37 x 58 = 24-58, 37 x 59 = 25-8, 37 x 60 = 25-45, 37 x 61 = 25-82, 37 x 62 = 26-32, 37 x 63 = 26-69, 37 x 64 = 27-19, 37 x 65 = 27-56, 37 x 66 = 28-6, 37 x 67 = 28-43, 37 x 68 = 28-80, 37 x 69 = 29-30, 37 x 70 = 29-67, 37 x 71 = 30-17, 37 x 72 = 30-54, 37 x 73 = 31-4, 37 x 74 = 31-41, 37 x 75 = 31-78, 37 x 76 = 32-28, 37 x 77 = 32-65, 37 x 78 = 33-15, 37 x 79 = 33-52, 37 x 80 = 34-2, 37 x 81 = 34-39, 37 x 82 = 34-76, 37 x 83 = 35-26, 37 x 84 = 35-63, 37 x 85 = 36-13, 37 x 86 = 36-50, 
38 x 1 = 0-38, 38 x 2 = 0-76, 38 x 3 = 1-27, 38 x 4 = 1-65, 38 x 5 = 2-16, 38 x 6 = 2-54, 38 x 7 = 3-5, 38 x 8 = 3-43, 38 x 9 = 3-81, 38 x 10 = 4-32, 38 x 11 = 4-70, 38 x 12 = 5-21, 38 x 13 = 5-59, 38 x 14 = 6-10, 38 x 15 = 6-48, 38 x 16 = 6-86, 38 x 17 = 7-37, 38 x 18 = 7-75, 38 x 19 = 8-26, 38 x 20 = 8-64, 38 x 21 = 9-15, 38 x 22 = 9-53, 38 x 23 = 10-4, 38 x 24 = 10-42, 38 x 25 = 10-80, 38 x 26 = 11-31, 38 x 27 = 11-69, 38 x 28 = 12-20, 38 x 29 = 12-58, 38 x 30 = 13-9, 38 x 31 = 13-47, 38 x 32 = 13-85, 38 x 33 = 14-36, 38 x 34 = 14-74, 38 x 35 = 15-25, 38 x 36 = 15-63, 38 x 37 = 16-14, 38 x 38 = 16-52, 38 x 39 = 17-3, 38 x 40 = 17-41, 38 x 41 = 17-79, 38 x 42 = 18-30, 38 x 43 = 18-68, 38 x 44 = 19-19, 38 x 45 = 19-57, 38 x 46 = 20-8, 38 x 47 = 20-46, 38 x 48 = 20-84, 38 x 49 = 21-35, 38 x 50 = 21-73, 38 x 51 = 22-24, 38 x 52 = 22-62, 38 x 53 = 23-13, 38 x 54 = 23-51, 38 x 55 = 24-2, 38 x 56 = 24-40, 38 x 57 = 24-78, 38 x 58 = 25-29, 38 x 59 = 25-67, 38 x 60 = 26-18, 38 x 61 = 26-56, 38 x 62 = 27-7, 38 x 63 = 27-45, 38 x 64 = 27-83, 38 x 65 = 28-34, 38 x 66 = 28-72, 38 x 67 = 29-23, 38 x 68 = 29-61, 38 x 69 = 30-12, 38 x 70 = 30-50, 38 x 71 = 31-1, 38 x 72 = 31-39, 38 x 73 = 31-77, 38 x 74 = 32-28, 38 x 75 = 32-66, 38 x 76 = 33-17, 38 x 77 = 33-55, 38 x 78 = 34-6, 38 x 79 = 34-44, 38 x 80 = 34-82, 38 x 81 = 35-33, 38 x 82 = 35-71, 38 x 83 = 36-22, 38 x 84 = 36-60, 38 x 85 = 37-11, 38 x 86 = 37-49, 
39 x 1 = 0-39, 39 x 2 = 0-78, 39 x 3 = 1-30, 39 x 4 = 1-69, 39 x 5 = 2-21, 39 x 6 = 2-60, 39 x 7 = 3-12, 39 x 8 = 3-51, 39 x 9 = 4-3, 39 x 10 = 4-42, 39 x 11 = 4-81, 39 x 12 = 5-33, 39 x 13 = 5-72, 39 x 14 = 6-24, 39 x 15 = 6-63, 39 x 16 = 7-15, 39 x 17 = 7-54, 39 x 18 = 8-6, 39 x 19 = 8-45, 39 x 20 = 8-84, 39 x 21 = 9-36, 39 x 22 = 9-75, 39 x 23 = 10-27, 39 x 24 = 10-66, 39 x 25 = 11-18, 39 x 26 = 11-57, 39 x 27 = 12-9, 39 x 28 = 12-48, 39 x 29 = 13-0, 39 x 30 = 13-39, 39 x 31 = 13-78, 39 x 32 = 14-30, 39 x 33 = 14-69, 39 x 34 = 15-21, 39 x 35 = 15-60, 39 x 36 = 16-12, 39 x 37 = 16-51, 39 x 38 = 17-3, 39 x 39 = 17-42, 39 x 40 = 17-81, 39 x 41 = 18-33, 39 x 42 = 18-72, 39 x 43 = 19-24, 39 x 44 = 19-63, 39 x 45 = 20-15, 39 x 46 = 20-54, 39 x 47 = 21-6, 39 x 48 = 21-45, 39 x 49 = 21-84, 39 x 50 = 22-36, 39 x 51 = 22-75, 39 x 52 = 23-27, 39 x 53 = 23-66, 39 x 54 = 24-18, 39 x 55 = 24-57, 39 x 56 = 25-9, 39 x 57 = 25-48, 39 x 58 = 26-0, 39 x 59 = 26-39, 39 x 60 = 26-78, 39 x 61 = 27-30, 39 x 62 = 27-69, 39 x 63 = 28-21, 39 x 64 = 28-60, 39 x 65 = 29-12, 39 x 66 = 29-51, 39 x 67 = 30-3, 39 x 68 = 30-42, 39 x 69 = 30-81, 39 x 70 = 31-33, 39 x 71 = 31-72, 39 x 72 = 32-24, 39 x 73 = 32-63, 39 x 74 = 33-15, 39 x 75 = 33-54, 39 x 76 = 34-6, 39 x 77 = 34-45, 39 x 78 = 34-84, 39 x 79 = 35-36, 39 x 80 = 35-75, 39 x 81 = 36-27, 39 x 82 = 36-66, 39 x 83 = 37-18, 39 x 84 = 37-57, 39 x 85 = 38-9, 39 x 86 = 38-48, 
40 x 1 = 0-40, 40 x 2 = 0-80, 40 x 3 = 1-33, 40 x 4 = 1-73, 40 x 5 = 2-26, 40 x 6 = 2-66, 40 x 7 = 3-19, 40 x 8 = 3-59, 40 x 9 = 4-12, 40 x 10 = 4-52, 40 x 11 = 5-5, 40 x 12 = 5-45, 40 x 13 = 5-85, 40 x 14 = 6-38, 40 x 15 = 6-78, 40 x 16 = 7-31, 40 x 17 = 7-71, 40 x 18 = 8-24, 40 x 19 = 8-64, 40 x 20 = 9-17, 40 x 21 = 9-57, 40 x 22 = 10-10, 40 x 23 = 10-50, 40 x 24 = 11-3, 40 x 25 = 11-43, 40 x 26 = 11-83, 40 x 27 = 12-36, 40 x 28 = 12-76, 40 x 29 = 13-29, 40 x 30 = 13-69, 40 x 31 = 14-22, 40 x 32 = 14-62, 40 x 33 = 15-15, 40 x 34 = 15-55, 40 x 35 = 16-8, 40 x 36 = 16-48, 40 x 37 = 17-1, 40 x 38 = 17-41, 40 x 39 = 17-81, 40 x 40 = 18-34, 40 x 41 = 18-74, 40 x 42 = 19-27, 40 x 43 = 19-67, 40 x 44 = 20-20, 40 x 45 = 20-60, 40 x 46 = 21-13, 40 x 47 = 21-53, 40 x 48 = 22-6, 40 x 49 = 22-46, 40 x 50 = 22-86, 40 x 51 = 23-39, 40 x 52 = 23-79, 40 x 53 = 24-32, 40 x 54 = 24-72, 40 x 55 = 25-25, 40 x 56 = 25-65, 40 x 57 = 26-18, 40 x 58 = 26-58, 40 x 59 = 27-11, 40 x 60 = 27-51, 40 x 61 = 28-4, 40 x 62 = 28-44, 40 x 63 = 28-84, 40 x 64 = 29-37, 40 x 65 = 29-77, 40 x 66 = 30-30, 40 x 67 = 30-70, 40 x 68 = 31-23, 40 x 69 = 31-63, 40 x 70 = 32-16, 40 x 71 = 32-56, 40 x 72 = 33-9, 40 x 73 = 33-49, 40 x 74 = 34-2, 40 x 75 = 34-42, 40 x 76 = 34-82, 40 x 77 = 35-35, 40 x 78 = 35-75, 40 x 79 = 36-28, 40 x 80 = 36-68, 40 x 81 = 37-21, 40 x 82 = 37-61, 40 x 83 = 38-14, 40 x 84 = 38-54, 40 x 85 = 39-7, 40 x 86 = 39-47, 
41 x 1 = 0-41, 41 x 2 = 0-82, 41 x 3 = 1-36, 41 x 4 = 1-77, 41 x 5 = 2-31, 41 x 6 = 2-72, 41 x 7 = 3-26, 41 x 8 = 3-67, 41 x 9 = 4-21, 41 x 10 = 4-62, 41 x 11 = 5-16, 41 x 12 = 5-57, 41 x 13 = 6-11, 41 x 14 = 6-52, 41 x 15 = 7-6, 41 x 16 = 7-47, 41 x 17 = 8-1, 41 x 18 = 8-42, 41 x 19 = 8-83, 41 x 20 = 9-37, 41 x 21 = 9-78, 41 x 22 = 10-32, 41 x 23 = 10-73, 41 x 24 = 11-27, 41 x 25 = 11-68, 41 x 26 = 12-22, 41 x 27 = 12-63, 41 x 28 = 13-17, 41 x 29 = 13-58, 41 x 30 = 14-12, 41 x 31 = 14-53, 41 x 32 = 15-7, 41 x 33 = 15-48, 41 x 34 = 16-2, 41 x 35 = 16-43, 41 x 36 = 16-84, 41 x 37 = 17-38, 41 x 38 = 17-79, 41 x 39 = 18-33, 41 x 40 = 18-74, 41 x 41 = 19-28, 41 x 42 = 19-69, 41 x 43 = 20-23, 41 x 44 = 20-64, 41 x 45 = 21-18, 41 x 46 = 21-59, 41 x 47 = 22-13, 41 x 48 = 22-54, 41 x 49 = 23-8, 41 x 50 = 23-49, 41 x 51 = 24-3, 41 x 52 = 24-44, 41 x 53 = 24-85, 41 x 54 = 25-39, 41 x 55 = 25-80, 41 x 56 = 26-34, 41 x 57 = 26-75, 41 x 58 = 27-29, 41 x 59 = 27-70, 41 x 60 = 28-24, 41 x 61 = 28-65, 41 x 62 = 29-19, 41 x 63 = 29-60, 41 x 64 = 30-14, 41 x 65 = 30-55, 41 x 66 = 31-9, 41 x 67 = 31-50, 41 x 68 = 32-4, 41 x 69 = 32-45, 41 x 70 = 32-86, 41 x 71 = 33-40, 41 x 72 = 33-81, 41 x 73 = 34-35, 41 x 74 = 34-76, 41 x 75 = 35-30, 41 x 76 = 35-71, 41 x 77 = 36-25, 41 x 78 = 36-66, 41 x 79 = 37-20, 41 x 80 = 37-61, 41 x 81 = 38-15, 41 x 82 = 38-56, 41 x 83 = 39-10, 41 x 84 = 39-51, 41 x 85 = 40-5, 41 x 86 = 40-46, 
42 x 1 = 0-42, 42 x 2 = 0-84, 42 x 3 = 1-39, 42 x 4 = 1-81, 42 x 5 = 2-36, 42 x 6 = 2-78, 42 x 7 = 3-33, 42 x 8 = 3-75, 42 x 9 = 4-30, 42 x 10 = 4-72, 42 x 11 = 5-27, 42 x 12 = 5-69, 42 x 13 = 6-24, 42 x 14 = 6-66, 42 x 15 = 7-21, 42 x 16 = 7-63, 42 x 17 = 8-18, 42 x 18 = 8-60, 42 x 19 = 9-15, 42 x 20 = 9-57, 42 x 21 = 10-12, 42 x 22 = 10-54, 42 x 23 = 11-9, 42 x 24 = 11-51, 42 x 25 = 12-6, 42 x 26 = 12-48, 42 x 27 = 13-3, 42 x 28 = 13-45, 42 x 29 = 14-0, 42 x 30 = 14-42, 42 x 31 = 14-84, 42 x 32 = 15-39, 42 x 33 = 15-81, 42 x 34 = 16-36, 42 x 35 = 16-78, 42 x 36 = 17-33, 42 x 37 = 17-75, 42 x 38 = 18-30, 42 x 39 = 18-72, 42 x 40 = 19-27, 42 x 41 = 19-69, 42 x 42 = 20-24, 42 x 43 = 20-66, 42 x 44 = 21-21, 42 x 45 = 21-63, 42 x 46 = 22-18, 42 x 47 = 22-60, 42 x 48 = 23-15, 42 x 49 = 23-57, 42 x 50 = 24-12, 42 x 51 = 24-54, 42 x 52 = 25-9, 42 x 53 = 25-51, 42 x 54 = 26-6, 42 x 55 = 26-48, 42 x 56 = 27-3, 42 x 57 = 27-45, 42 x 58 = 28-0, 42 x 59 = 28-42, 42 x 60 = 28-84, 42 x 61 = 29-39, 42 x 62 = 29-81, 42 x 63 = 30-36, 42 x 64 = 30-78, 42 x 65 = 31-33, 42 x 66 = 31-75, 42 x 67 = 32-30, 42 x 68 = 32-72, 42 x 69 = 33-27, 42 x 70 = 33-69, 42 x 71 = 34-24, 42 x 72 = 34-66, 42 x 73 = 35-21, 42 x 74 = 35-63, 42 x 75 = 36-18, 42 x 76 = 36-60, 42 x 77 = 37-15, 42 x 78 = 37-57, 42 x 79 = 38-12, 42 x 80 = 38-54, 42 x 81 = 39-9, 42 x 82 = 39-51, 42 x 83 = 40-6, 42 x 84 = 40-48, 42 x 85 = 41-3, 42 x 86 = 41-45, 
43 x 1 = 0-43, 43 x 2 = 0-86, 43 x 3 = 1-42, 43 x 4 = 1-85, 43 x 5 = 2-41, 43 x 6 = 2-84, 43 x 7 = 3-40, 43 x 8 = 3-83, 43 x 9 = 4-39, 43 x 10 = 4-82, 43 x 11 = 5-38, 43 x 12 = 5-81, 43 x 13 = 6-37, 43 x 14 = 6-80, 43 x 15 = 7-36, 43 x 16 = 7-79, 43 x 17 = 8-35, 43 x 18 = 8-78, 43 x 19 = 9-34, 43 x 20 = 9-77, 43 x 21 = 10-33, 43 x 22 = 10-76, 43 x 23 = 11-32, 43 x 24 = 11-75, 43 x 25 = 12-31, 43 x 26 = 12-74, 43 x 27 = 13-30, 43 x 28 = 13-73, 43 x 29 = 14-29, 43 x 30 = 14-72, 43 x 31 = 15-28, 43 x 32 = 15-71, 43 x 33 = 16-27, 43 x 34 = 16-70, 43 x 35 = 17-26, 43 x 36 = 17-69, 43 x 37 = 18-25, 43 x 38 = 18-68, 43 x 39 = 19-24, 43 x 40 = 19-67, 43 x 41 = 20-23, 43 x 42 = 20-66, 43 x 43 = 21-22, 43 x 44 = 21-65, 43 x 45 = 22-21, 43 x 46 = 22-64, 43 x 47 = 23-20, 43 x 48 = 23-63, 43 x 49 = 24-19, 43 x 50 = 24-62, 43 x 51 = 25-18, 43 x 52 = 25-61, 43 x 53 = 26-17, 43 x 54 = 26-60, 43 x 55 = 27-16, 43 x 56 = 27-59, 43 x 57 = 28-15, 43 x 58 = 28-58, 43 x 59 = 29-14, 43 x 60 = 29-57, 43 x 61 = 30-13, 43 x 62 = 30-56, 43 x 63 = 31-12, 43 x 64 = 31-55, 43 x 65 = 32-11, 43 x 66 = 32-54, 43 x 67 = 33-10, 43 x 68 = 33-53, 43 x 69 = 34-9, 43 x 70 = 34-52, 43 x 71 = 35-8, 43 x 72 = 35-51, 43 x 73 = 36-7, 43 x 74 = 36-50, 43 x 75 = 37-6, 43 x 76 = 37-49, 43 x 77 = 38-5, 43 x 78 = 38-48, 43 x 79 = 39-4, 43 x 80 = 39-47, 43 x 81 = 40-3, 43 x 82 = 40-46, 43 x 83 = 41-2, 43 x 84 = 41-45, 43 x 85 = 42-1, 43 x 86 = 42-44, 
44 x 1 = 0-44, 44 x 2 = 1-1, 44 x 3 = 1-45, 44 x 4 = 2-2, 44 x 5 = 2-46, 44 x 6 = 3-3, 44 x 7 = 3-47, 44 x 8 = 4-4, 44 x 9 = 4-48, 44 x 10 = 5-5, 44 x 11 = 5-49, 44 x 12 = 6-6, 44 x 13 = 6-50, 44 x 14 = 7-7, 44 x 15 = 7-51, 44 x 16 = 8-8, 44 x 17 = 8-52, 44 x 18 = 9-9, 44 x 19 = 9-53, 44 x 20 = 10-10, 44 x 21 = 10-54, 44 x 22 = 11-11, 44 x 23 = 11-55, 44 x 24 = 12-12, 44 x 25 = 12-56, 44 x 26 = 13-13, 44 x 27 = 13-57, 44 x 28 = 14-14, 44 x 29 = 14-58, 44 x 30 = 15-15, 44 x 31 = 15-59, 44 x 32 = 16-16, 44 x 33 = 16-60, 44 x 34 = 17-17, 44 x 35 = 17-61, 44 x 36 = 18-18, 44 x 37 = 18-62, 44 x 38 = 19-19, 44 x 39 = 19-63, 44 x 40 = 20-20, 44 x 41 = 20-64, 44 x 42 = 21-21, 44 x 43 = 21-65, 44 x 44 = 22-22, 44 x 45 = 22-66, 44 x 46 = 23-23, 44 x 47 = 23-67, 44 x 48 = 24-24, 44 x 49 = 24-68, 44 x 50 = 25-25, 44 x 51 = 25-69, 44 x 52 = 26-26, 44 x 53 = 26-70, 44 x 54 = 27-27, 44 x 55 = 27-71, 44 x 56 = 28-28, 44 x 57 = 28-72, 44 x 58 = 29-29, 44 x 59 = 29-73, 44 x 60 = 30-30, 44 x 61 = 30-74, 44 x 62 = 31-31, 44 x 63 = 31-75, 44 x 64 = 32-32, 44 x 65 = 32-76, 44 x 66 = 33-33, 44 x 67 = 33-77, 44 x 68 = 34-34, 44 x 69 = 34-78, 44 x 70 = 35-35, 44 x 71 = 35-79, 44 x 72 = 36-36, 44 x 73 = 36-80, 44 x 74 = 37-37, 44 x 75 = 37-81, 44 x 76 = 38-38, 44 x 77 = 38-82, 44 x 78 = 39-39, 44 x 79 = 39-83, 44 x 80 = 40-40, 44 x 81 = 40-84, 44 x 82 = 41-41, 44 x 83 = 41-85, 44 x 84 = 42-42, 44 x 85 = 42-86, 44 x 86 = 43-43, 
45 x 1 = 0-45, 45 x 2 = 1-3, 45 x 3 = 1-48, 45 x 4 = 2-6, 45 x 5 = 2-51, 45 x 6 = 3-9, 45 x 7 = 3-54, 45 x 8 = 4-12, 45 x 9 = 4-57, 45 x 10 = 5-15, 45 x 11 = 5-60, 45 x 12 = 6-18, 45 x 13 = 6-63, 45 x 14 = 7-21, 45 x 15 = 7-66, 45 x 16 = 8-24, 45 x 17 = 8-69, 45 x 18 = 9-27, 45 x 19 = 9-72, 45 x 20 = 10-30, 45 x 21 = 10-75, 45 x 22 = 11-33, 45 x 23 = 11-78, 45 x 24 = 12-36, 45 x 25 = 12-81, 45 x 26 = 13-39, 45 x 27 = 13-84, 45 x 28 = 14-42, 45 x 29 = 15-0, 45 x 30 = 15-45, 45 x 31 = 16-3, 45 x 32 = 16-48, 45 x 33 = 17-6, 45 x 34 = 17-51, 45 x 35 = 18-9, 45 x 36 = 18-54, 45 x 37 = 19-12, 45 x 38 = 19-57, 45 x 39 = 20-15, 45 x 40 = 20-60, 45 x 41 = 21-18, 45 x 42 = 21-63, 45 x 43 = 22-21, 45 x 44 = 22-66, 45 x 45 = 23-24, 45 x 46 = 23-69, 45 x 47 = 24-27, 45 x 48 = 24-72, 45 x 49 = 25-30, 45 x 50 = 25-75, 45 x 51 = 26-33, 45 x 52 = 26-78, 45 x 53 = 27-36, 45 x 54 = 27-81, 45 x 55 = 28-39, 45 x 56 = 28-84, 45 x 57 = 29-42, 45 x 58 = 30-0, 45 x 59 = 30-45, 45 x 60 = 31-3, 45 x 61 = 31-48, 45 x 62 = 32-6, 45 x 63 = 32-51, 45 x 64 = 33-9, 45 x 65 = 33-54, 45 x 66 = 34-12, 45 x 67 = 34-57, 45 x 68 = 35-15, 45 x 69 = 35-60, 45 x 70 = 36-18, 45 x 71 = 36-63, 45 x 72 = 37-21, 45 x 73 = 37-66, 45 x 74 = 38-24, 45 x 75 = 38-69, 45 x 76 = 39-27, 45 x 77 = 39-72, 45 x 78 = 40-30, 45 x 79 = 40-75, 45 x 80 = 41-33, 45 x 81 = 41-78, 45 x 82 = 42-36, 45 x 83 = 42-81, 45 x 84 = 43-39, 45 x 85 = 43-84, 45 x 86 = 44-42, 
46 x 1 = 0-46, 46 x 2 = 1-5, 46 x 3 = 1-51, 46 x 4 = 2-10, 46 x 5 = 2-56, 46 x 6 = 3-15, 46 x 7 = 3-61, 46 x 8 = 4-20, 46 x 9 = 4-66, 46 x 10 = 5-25, 46 x 11 = 5-71, 46 x 12 = 6-30, 46 x 13 = 6-76, 46 x 14 = 7-35, 46 x 15 = 7-81, 46 x 16 = 8-40, 46 x 17 = 8-86, 46 x 18 = 9-45, 46 x 19 = 10-4, 46 x 20 = 10-50, 46 x 21 = 11-9, 46 x 22 = 11-55, 46 x 23 = 12-14, 46 x 24 = 12-60, 46 x 25 = 13-19, 46 x 26 = 13-65, 46 x 27 = 14-24, 46 x 28 = 14-70, 46 x 29 = 15-29, 46 x 30 = 15-75, 46 x 31 = 16-34, 46 x 32 = 16-80, 46 x 33 = 17-39, 46 x 34 = 17-85, 46 x 35 = 18-44, 46 x 36 = 19-3, 46 x 37 = 19-49, 46 x 38 = 20-8, 46 x 39 = 20-54, 46 x 40 = 21-13, 46 x 41 = 21-59, 46 x 42 = 22-18, 46 x 43 = 22-64, 46 x 44 = 23-23, 46 x 45 = 23-69, 46 x 46 = 24-28, 46 x 47 = 24-74, 46 x 48 = 25-33, 46 x 49 = 25-79, 46 x 50 = 26-38, 46 x 51 = 26-84, 46 x 52 = 27-43, 46 x 53 = 28-2, 46 x 54 = 28-48, 46 x 55 = 29-7, 46 x 56 = 29-53, 46 x 57 = 30-12, 46 x 58 = 30-58, 46 x 59 = 31-17, 46 x 60 = 31-63, 46 x 61 = 32-22, 46 x 62 = 32-68, 46 x 63 = 33-27, 46 x 64 = 33-73, 46 x 65 = 34-32, 46 x 66 = 34-78, 46 x 67 = 35-37, 46 x 68 = 35-83, 46 x 69 = 36-42, 46 x 70 = 37-1, 46 x 71 = 37-47, 46 x 72 = 38-6, 46 x 73 = 38-52, 46 x 74 = 39-11, 46 x 75 = 39-57, 46 x 76 = 40-16, 46 x 77 = 40-62, 46 x 78 = 41-21, 46 x 79 = 41-67, 46 x 80 = 42-26, 46 x 81 = 42-72, 46 x 82 = 43-31, 46 x 83 = 43-77, 46 x 84 = 44-36, 46 x 85 = 44-82, 46 x 86 = 45-41, 
